Particular,A031,A032,A033,A034,A035,A036,A037,A038,A040,A041,A042,A960,Total
     Department of Budget and Management,0,0,0,0,"120,000","111,300",0,0,0,0,0,0,"231,300"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"120,000","111,300",0,0,0,0,0,0,"231,300"
,,,,,,,,,,,,,
     Department of Education,0,0,0,"85,000","6,171,450","3,253,967",0,"40,000","500,000",0,0,0,"10,050,417"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"85,000","6,171,450","3,253,967",0,"40,000","500,000",0,0,0,"10,050,417"
,,,,,,,,,,,,,
     State Universities and Colleges,0,0,0,"13,000","1,681,167","39,670",0,"3,000","42,500","17,000",0,0,"1,796,337"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          NATIONAL CAPITAL REGION,0,0,0,0,"1,352,025","25,410",0,0,"32,500",0,0,0,"1,409,935"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Eulogio 'Amang' Rodriguez Institute of,,,,,,,,,,,,,
                     Science and Technology,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
               Marikina Polytechnic College,0,0,0,0,"10,000",0,0,0,0,0,0,0,"10,000"
               Philippine Normal University,0,0,0,0,"115,000",0,0,0,0,0,0,0,"115,000"
               Rizal Technological University,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
               University of the Philippines System,0,0,0,0,"1,225,025","25,410",0,0,"32,500",0,0,0,"1,282,935"
,,,,,,,,,,,,,
          Region I - ILOCOS,0,0,0,0,"21,000","10,000",0,0,0,0,0,0,"31,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Don Mariano Marcos Memorial State University,0,0,0,0,"5,000",0,0,0,0,0,0,0,"5,000"
               Ilocos Sur Polytechnic State College,0,0,0,0,"10,000",0,0,0,0,0,0,0,"10,000"
               Mariano Marcos State University,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
               University of Northern Philippines,0,0,0,0,"5,000","10,000",0,0,0,0,0,0,"15,000"
,,,,,,,,,,,,,
          CORDILLERA ADMINISTRATIVE REGION,0,0,0,0,"13,000",0,0,0,0,0,0,0,"13,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Apayao State College,0,0,0,0,"5,000",0,0,0,0,0,0,0,"5,000"
               Ifugao State University (Ifugao State,,,,,,,,,,,,,
                     College of Agriculture and Forestry),0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
               Mountain Province State Polytechnic College,0,0,0,0,"7,000",0,0,0,0,0,0,0,"7,000"
,,,,,,,,,,,,,
          Region II - CAGAYAN VALLEY,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Cagayan State University,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
,,,,,,,,,,,,,
          Region III - CENTRAL LUZON,0,0,0,0,"10,670",0,0,"3,000",0,0,0,0,"13,670"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Aurora State College of Technology,0,0,0,0,"3,670",0,0,"3,000",0,0,0,0,"6,670"
               Bulacan State University,0,0,0,0,"3,000",0,0,0,0,0,0,0,"3,000"
               Don Honorio Ventura Technological State,,,,,,,,,,,,,
                     University (DHVCAT),0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
               Pampanga Agricultural College,0,0,0,0,"3,000",0,0,0,0,0,0,0,"3,000"
,,,,,,,,,,,,,
          Region IV-A - CALABARZON,0,0,0,0,"11,000",0,0,0,0,0,0,0,"11,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Cavite State University,0,0,0,0,"10,000",0,0,0,0,0,0,0,"10,000"
               Laguna State Polytechnic University,,,,,,,,,,,,,
                     (Laguna State Polytechnic College),0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
,,,,,,,,,,,,,
          Region IV-B - MIMAROPA,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Western Philippines University,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
,,,,,,,,,,,,,
          Region V - BICOL,0,0,0,"8,000","116,260","4,260",0,0,0,"17,000",0,0,"145,520"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Bicol University,0,0,0,0,"103,260","4,260",0,0,0,0,0,0,"107,520"
               Central Bicol State University of,,,,,,,,,,,,,
                     Agriculture  (Camarines Sur State,,,,,,,,,,,,,
                     Agricultural College),0,0,0,"8,000","3,000",0,0,0,0,"17,000",0,0,"28,000"
               Partido State University,0,0,0,0,"10,000",0,0,0,0,0,0,0,"10,000"
,,,,,,,,,,,,,
          Region VI - WESTERN VISAYAS,0,0,0,0,"31,000",0,0,0,0,0,0,0,"31,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Aklan State University,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
               Iloilo State College of Fisheries,0,0,0,0,"30,000",0,0,0,0,0,0,0,"30,000"
,,,,,,,,,,,,,
          Region VII - CENTRAL VISAYAS,0,0,0,0,"7,000",0,0,0,0,0,0,0,"7,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Cebu Technological University (Cebu,,,,,,,,,,,,,
                     State College of Science and Technology),0,0,0,0,"3,000",0,0,0,0,0,0,0,"3,000"
               Bohol Island State University  (Central,,,,,,,,,,,,,
"                     Visayas State College of Agr., ",,,,,,,,,,,,,
                     Forestry and Tech.),0,0,0,0,"3,000",0,0,0,0,0,0,0,"3,000"
               Siquijor State College,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
,,,,,,,,,,,,,
          Region VIII - EASTERN VISAYAS,0,0,0,"5,000","3,312",0,0,0,0,0,0,0,"8,312"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Eastern Visayas State University (Leyte,,,,,,,,,,,,,
                     Institute of Technology),0,0,0,"5,000",0,0,0,0,0,0,0,0,"5,000"
               Naval State University (Naval Institute,,,,,,,,,,,,,
                     of Technology),0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
               Samar State College of Agriculture and Forestry,0,0,0,0,"2,312",0,0,0,0,0,0,0,"2,312"
,,,,,,,,,,,,,
          Region IX - ZAMBOANGA PENINSULA,0,0,0,0,"21,000",0,0,0,0,0,0,0,"21,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               J. H. Cerilles State College,0,0,0,0,"20,000",0,0,0,0,0,0,0,"20,000"
               Zamboanga City State Polytechnic College,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
,,,,,,,,,,,,,
          Region X - NORTHERN MINDANAO,0,0,0,0,"4,000",0,0,0,0,0,0,0,"4,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Mindanao University of Science and Technology,0,0,0,0,"3,000",0,0,0,0,0,0,0,"3,000"
               Northwestern Mindanao State College of,,,,,,,,,,,,,
                     Science and Technology,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
,,,,,,,,,,,,,
          Region XI - DAVAO REGION,0,0,0,0,"51,000",0,0,0,"10,000",0,0,0,"61,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Davao del Norte State College,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
               Davao Oriental State College of Science,,,,,,,,,,,,,
                     and Technology,0,0,0,0,"10,000",0,0,0,0,0,0,0,"10,000"
               University of Southeastern Philippines,0,0,0,0,"40,000",0,0,0,"10,000",0,0,0,"50,000"
,,,,,,,,,,,,,
          Region XII - MAIN SOCCSKSARGEN,0,0,0,0,"4,612",0,0,0,0,0,0,0,"4,612"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Sultan Kudarat State University (Sultan,,,,,,,,,,,,,
                     Kudarat Polytechnic State College),0,0,0,0,"3,612",0,0,0,0,0,0,0,"3,612"
               University of Southern Mindanao,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
,,,,,,,,,,,,,
          CARAGA ADMINISTRATIVE REGION,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Surigao State College of Technology,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
,,,,,,,,,,,,,
          AUTONOMOUS REGION IN MUSLIM MINDANAO,0,0,0,0,"32,288",0,0,0,0,0,0,0,"32,288"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Adiong Memorial Polytechnic State College,0,0,0,0,800,0,0,0,0,0,0,0,800
               Basilan State College,0,0,0,0,"8,988",0,0,0,0,0,0,0,"8,988"
               Mindanao State University,0,0,0,0,"15,000",0,0,0,0,0,0,0,"15,000"
               Sulu State College,0,0,0,0,"7,500",0,0,0,0,0,0,0,"7,500"
,,,,,,,,,,,,,
     Department of Energy,0,0,0,0,0,"4,514",0,0,"39,890",0,0,0,"44,404"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"4,514",0,0,"39,890",0,0,0,"44,404"
,,,,,,,,,,,,,
     Department of Environment and Natural Resources,0,0,0,"241,000","354,313","567,650",0,0,"116,549",0,"989,441",0,"2,268,953"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"241,000","259,056","561,850",0,0,"7,000",0,"989,441",0,"2,058,347"
          Environmental Management Bureau,0,0,0,0,"95,257",0,0,0,"83,674",0,0,0,"178,931"
          Mines and Geo-Sciences Bureau,0,0,0,0,0,0,0,0,"25,875",0,0,0,"25,875"
          National Commission on Indigenous Peoples,0,0,0,0,0,"5,800",0,0,0,0,0,0,"5,800"
,,,,,,,,,,,,,
     Department of Finance,0,0,0,0,"90,139","287,640",0,"3,800",0,0,0,0,"381,579"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"4,340",0,0,0,0,0,0,0,"4,340"
          Bureau of Customs,0,0,0,0,0,"246,000",0,0,0,0,0,0,"246,000"
          Bureau of Internal Revenue,0,0,0,0,"39,966",0,0,0,0,0,0,0,"39,966"
          Bureau of Local Government Finance,0,0,0,0,0,"6,036",0,800,0,0,0,0,"6,836"
          Cooperative Development Authority,0,0,0,0,"24,840","1,160",0,0,0,0,0,0,"26,000"
          Insurance Commission,0,0,0,0,"20,993","34,444",0,"3,000",0,0,0,0,"58,437"
,,,,,,,,,,,,,
     Department of Foreign Affairs,0,0,0,0,"305,441","13,170",0,"74,250",0,0,0,0,"392,861"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"305,441","13,100",0,"74,250",0,0,0,0,"392,791"
          Technical Cooperation Council of the Philippines,0,0,0,0,0,70,0,0,0,0,0,0,70
,,,,,,,,,,,,,
     Department of Health,0,0,0,0,"4,419,981","173,655",0,0,"472,640","1,400,000",0,0,"6,466,276"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"4,419,981","173,655",0,0,"472,640","1,400,000",0,0,"6,466,276"
,,,,,,,,,,,,,
     Department of the Interior and Local Government,0,0,0,0,"169,458","10,000",0,"87,235","3,703,036",0,0,0,"3,969,729"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Bureau of Fire Protection,0,0,0,0,"10,000",0,0,0,"1,390,245",0,0,0,"1,400,245"
          Bureau of Jail Management and Penology,0,0,0,0,"59,458",0,0,"84,235","95,427",0,0,0,"239,120"
          Philippine National Police,0,0,0,0,"100,000",0,0,"3,000","2,217,364",0,0,0,"2,320,364"
          Philippine Public Safety College,0,0,0,0,0,"10,000",0,0,0,0,0,0,"10,000"
,,,,,,,,,,,,,
     Department of Justice,0,0,0,0,"217,330","69,951",0,"10,100","44,914",0,0,0,"342,295"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"140,000","52,443",0,0,0,0,0,0,"192,443"
          Bureau of Corrections,0,0,0,0,"40,392",0,0,0,0,0,0,0,"40,392"
          National Bureau of Investigation,0,0,0,0,"18,000","3,500",0,"10,100","44,914",0,0,0,"76,514"
          Office of the Solicitor General,0,0,0,0,"18,938","4,008",0,0,0,0,0,0,"22,946"
          Public Attorney's Office,0,0,0,0,0,"10,000",0,0,0,0,0,0,"10,000"
,,,,,,,,,,,,,
     Department of Labor and Employment,0,0,0,"44,561","36,378","99,919",0,"1,500",0,0,0,0,"182,358"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"8,500","45,600",0,0,0,0,0,0,"54,100"
          Institute for Labor Studies,0,0,0,0,0,"1,410",0,0,0,0,0,0,"1,410"
          National Maritime Polytechnic,0,0,0,0,0,0,0,"1,500",0,0,0,0,"1,500"
          National Wages and Productivity Commission,0,0,0,0,0,"10,792",0,0,0,0,0,0,"10,792"
          Philippine Overseas Employment Administration,0,0,0,0,"12,878","6,440",0,0,0,0,0,0,"19,318"
          Professional Regulation Commission,0,0,0,"44,561",0,0,0,0,0,0,0,0,"44,561"
          Technical Education and Skills Development Authority,0,0,0,0,"15,000","35,677",0,0,0,0,0,0,"50,677"
,,,,,,,,,,,,,
     Department of National Defense,0,0,0,0,"147,115",0,0,0,0,0,0,0,"147,115"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          National Defense College of the Philippines,0,0,0,0,"12,115",0,0,0,0,0,0,0,"12,115"
          Armed Forces of the Philippines,0,0,0,0,"135,000",0,0,0,0,0,0,0,"135,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Philippine Navy (Maritime Forces),0,0,0,0,"105,000",0,0,0,0,0,0,0,"105,000"
               General Headquarters (Proper),0,0,0,0,"30,000",0,0,0,0,0,0,0,"30,000"
,,,,,,,,,,,,,
     Department of Public Works and Highways,0,0,0,0,0,0,0,0,"15,000","116,745,316",0,0,"116,760,316"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,0,0,0,"15,000","116,745,316",0,0,"116,760,316"
,,,,,,,,,,,,,
     Department of Science and Technology,0,0,0,0,"182,940","55,398",0,0,"8,516",0,0,0,"246,854"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"27,236","20,000",0,0,0,0,0,0,"47,236"
          Forest Products Research and Development Institute,0,0,0,0,"7,500",0,0,0,0,0,0,0,"7,500"
          National Academy of Science and Technology,0,0,0,0,0,210,0,0,0,0,0,0,210
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,
                Astronomical Services Administration,0,0,0,0,"133,204","30,638",0,0,"5,516",0,0,0,"169,358"
"          Philippine Council for Agriculture, Forestry",,,,,,,,,,,,,
                and Natural Resources Research and Development,0,0,0,0,0,450,0,0,0,0,0,0,450
          Philippine Institute of Volcanology and Seismology,0,0,0,0,0,0,0,0,"3,000",0,0,0,"3,000"
          Philippine Science High School,0,0,0,0,"15,000","4,100",0,0,0,0,0,0,"19,100"
,,,,,,,,,,,,,
     Department of Social Welfare and Development,0,0,0,0,"73,400","16,100",0,"1,300",0,0,0,0,"90,800"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"73,000","15,000",0,0,0,0,0,0,"88,000"
          Inter-Country Adoption Board,0,0,0,0,400,"1,100",0,"1,300",0,0,0,0,"2,800"
,,,,,,,,,,,,,
     Department of Tourism,0,0,0,0,"50,000","1,000",0,0,0,0,0,0,"51,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"1,000",0,0,0,0,0,0,"1,000"
          Intramuros Administration,0,0,0,0,"50,000",0,0,0,0,0,0,0,"50,000"
,,,,,,,,,,,,,
     Department of Trade and Industry,0,0,0,0,0,"23,750",0,0,500,0,0,0,"24,250"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"23,000",0,0,0,0,0,0,"23,000"
          Philippine Trade Training Center,0,0,0,0,0,750,0,0,0,0,0,0,750
          Product Development and Design Center of the Philippines,0,0,0,0,0,0,0,0,500,0,0,0,500
,,,,,,,,,,,,,
     Department of Transportation and Communications,0,0,0,"39,500","480,000","100,500",0,"1,755,535","55,000","3,621,048",0,0,"6,051,583"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"39,500","480,000","100,000",0,"1,755,535","5,000","3,621,048",0,0,"6,001,083"
          Civil Aeronautics Board,0,0,0,0,0,500,0,0,0,0,0,0,500
          Office for Transportation Security,0,0,0,0,0,0,0,0,"50,000",0,0,0,"50,000"
,,,,,,,,,,,,,
     National Economic and Development Authority,0,0,0,0,0,"119,111",0,0,0,0,0,0,"119,111"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Director-General,0,0,0,0,0,"29,570",0,0,0,0,0,0,"29,570"
          National Statistical Coordination Board,0,0,0,0,0,"1,202",0,0,0,0,0,0,"1,202"
          National Statistics Office,0,0,0,0,0,"88,339",0,0,0,0,0,0,"88,339"
,,,,,,,,,,,,,
     Presidential Communications Operations Office,0,0,0,0,"7,000","2,221",0,"5,890","116,428",0,0,0,"131,539"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Presidential Communications Operations Office (Proper),0,0,0,0,0,215,0,890,0,0,0,0,"1,105"
          Bureau of Broadcast Services,0,0,0,0,"7,000",0,0,0,"60,717",0,0,0,"67,717"
          Philippine Information Agency,0,0,0,0,0,"2,006",0,"5,000","55,711",0,0,0,"62,717"
,,,,,,,,,,,,,
     Other Executive Offices,0,0,0,0,"241,519","67,819",0,"6,700","30,000","25,000",0,0,"371,038"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Anti-Money Laundering Council,0,0,0,0,0,"5,000",0,0,0,0,0,0,"5,000"
          Commission on Filipinos Overseas,0,0,0,0,0,897,0,0,0,0,0,0,897
          Commission on the Filipino Language,0,0,0,0,0,"1,000",0,0,0,0,0,0,"1,000"
          Film Development Council of the Philippines,0,0,0,0,0,0,0,"1,700",0,0,0,0,"1,700"
          Movie and Television Review and,,,,,,,,,,,,,
                Classification Board,0,0,0,0,"37,519",0,0,0,0,0,0,0,"37,519"
          National Anti-Poverty Commission,0,0,0,0,0,0,0,0,0,"25,000",0,0,"25,000"
          Climate Change Commission,0,0,0,0,0,"5,000",0,"5,000",0,0,0,0,"10,000"
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,
                     Arts (Proper),0,0,0,0,"65,000",0,0,0,0,0,0,0,"65,000"
               National Historical Commission of the,,,,,,,,,,,,,
                     Philippines (National Historical Institute),0,0,0,0,"20,000",0,0,0,"3,000",0,0,0,"23,000"
               The National Library of the Philippines,,,,,,,,,,,,,
                     (The National Library),0,0,0,0,0,"22,700",0,0,0,0,0,0,"22,700"
               National Archives of the Philippines,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,
                     Archives Office),0,0,0,0,0,"3,000",0,0,0,0,0,0,"3,000"
          Philippine Drug Enforcement Agency,0,0,0,0,0,"5,222",0,0,"15,000",0,0,0,"20,222"
          Philippine Sports Commission,0,0,0,0,"119,000","5,000",0,0,"12,000",0,0,0,"136,000"
          Presidential Management Staff,0,0,0,0,0,"20,000",0,0,0,0,0,0,"20,000"
,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,0,0,0,"850,000","15,000","2,184",0,0,0,"55,041",0,0,"922,225"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Autonomous Regional Government in Muslim Mindanao,0,0,0,"850,000","15,000","2,184",0,0,0,"55,041",0,0,"922,225"
,,,,,,,,,,,,,
     The Judiciary,0,0,0,0,"82,493","250,879",0,0,"29,173",0,0,0,"362,545"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,
                Lower Courts,0,0,0,0,0,"111,088",0,0,0,0,0,0,"111,088"
          Sandiganbayan,0,0,0,0,"82,493","27,625",0,0,0,0,0,0,"110,118"
          Court of Appeals,0,0,0,0,0,"99,312",0,0,"29,173",0,0,0,"128,485"
          Court of Tax Appeals,0,0,0,0,0,"12,854",0,0,0,0,0,0,"12,854"
,,,,,,,,,,,,,
     Civil Service Commission,0,0,0,0,0,"1,000",0,0,0,0,0,0,"1,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Civil Service Commission,0,0,0,0,0,"1,000",0,0,0,0,0,0,"1,000"
,,,,,,,,,,,,,
     Commission on Audit,0,0,0,"50,000",0,0,0,0,0,0,0,0,"50,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Office of the Ombudsman,0,0,0,"16,100","70,700",0,0,0,0,0,0,0,"86,800"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Commission on Human Rights,0,0,0,0,"10,000",0,0,0,0,0,0,0,"10,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
SPECIAL PURPOSE FUNDS,"7,081,200","150,000",0,"3,635,386","6,063,534","1,267,000",0,0,"5,000,000","1,355,286",0,"15,000,000","39,552,406"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
,,,,,,,,,,,,,
     Budgetary Support to Government Corporations,"7,081,200",0,0,0,0,0,0,0,0,0,0,"15,000,000","22,081,200"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Department of Agriculture,"220,750",0,0,0,0,0,0,0,0,0,0,0,"220,750"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Philippine Crop Insurance Corporation,"30,500",0,0,0,0,0,0,0,0,0,0,0,"30,500"
               Quedan and Rural Credit Guarantee Corporation,"190,250",0,0,0,0,0,0,0,0,0,0,0,"190,250"
,,,,,,,,,,,,,
          Department of Trade and Industry,"455,000",0,0,0,0,0,0,0,0,0,0,0,"455,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Aurora Pacific Economic and Freeport,,,,,,,,,,,,,
                     Zone (formerly ASEZA),"455,000",0,0,0,0,0,0,0,0,0,0,0,"455,000"
,,,,,,,,,,,,,
          Other Executive Offices,"6,405,450",0,0,0,0,0,0,0,0,0,0,0,"6,405,450"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Authority of the Freeport Area of Bataan,"100,000",0,0,0,0,0,0,0,0,0,0,0,"100,000"
               Bangko Sentral ng Pilipinas,"4,000,000",0,0,0,0,0,0,0,0,0,0,0,"4,000,000"
               Cagayan Economic Zone Authority,"1,114,450",0,0,0,0,0,0,0,0,0,0,0,"1,114,450"
