particular,A002,A003,A004,A006,A007,A008,A009,A010,A014,A017,A018,A019,A021,A029,A117,A118,A119,A121,A122,A123,A124,A126,A127,Total
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Batangas State University,886,"1,603","3,419",13,"9,118",26,0,186,"10,677","8,967",110,0,190,"11,814",102,37,37,0,211,0,0,0,0,"47,396"
               Cavite State University,"2,980",865,"5,366",19,"15,845",83,0,0,"8,702","4,827","7,610",0,843,"6,021",953,13,42,0,59,0,320,0,0,"54,548"
               Laguna State Polytechnic University,,,,,,,,,,,,,,,,,,,,,,,,
                     (Laguna State Polytechnic College),"1,046","1,189","2,213",0,"5,788",0,0,0,"3,720","11,176",110,0,"2,219","5,146",183,18,205,0,130,0,89,0,0,"33,232"
               Southern Luzon State University,,,,,,,,,,,,,,,,,,,,,,,,
                     (Southern Luzon Polytechnic College),"2,520",639,"4,580",22,"7,204",32,0,0,"2,744","2,389",548,0,518,"5,960",330,28,0,0,38,0,483,0,0,"28,035"
               University of Rizal System,"1,339","1,372","2,199",0,"10,479",0,0,659,"7,637","2,092",110,0,172,"3,701",0,10,0,0,176,0,0,0,0,"29,946"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region IV-B - MIMAROPA,"7,283","2,711","3,678",81,"14,052",455,2,0,"9,396","24,396","5,355",0,"1,440","8,689",281,244,473,0,202,1,308,0,0,"79,047"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Marinduque State College,819,497,290,5,"1,610",2,0,0,831,"17,084",131,0,161,"1,536",85,63,52,0,54,0,127,0,0,"23,347"
               Mindoro State College of Agriculture and Technology,920,459,744,18,"1,731",144,2,0,"1,597",478,135,0,123,297,5,30,48,0,16,0,56,0,0,"6,803"
               Occidental Mindoro State College,,,,,,,,,,,,,,,,,,,,,,,,
                     (Occidental Mindoro National College),379,46,386,42,"1,555",62,0,0,792,"3,359",82,0,118,"4,417",0,0,0,0,0,0,30,0,0,"11,268"
               Palawan State University,"2,130",913,685,0,"4,093",0,0,0,"3,455",348,"4,870",0,631,159,38,114,0,0,88,0,53,0,0,"17,577"
               Romblon State University (Romblon State College),"1,307",532,642,16,"1,368",43,0,0,"1,430","2,185",54,0,138,927,153,37,373,0,44,1,42,0,0,"9,292"
               Western Philippines University,"1,728",264,931,0,"3,695",204,0,0,"1,291",942,83,0,269,"1,353",0,0,0,0,0,0,0,0,0,"10,760"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region V - BICOL,"9,030","2,750","6,898","2,527","34,215",540,0,"16,043","27,153","45,255","2,237",0,"1,910","60,683","1,319",77,"3,042",0,813,25,333,0,0,"214,850"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Bicol University,"2,303","1,064","1,317","1,167","10,423",191,0,"15,409","7,673","11,031",434,0,871,"22,380",197,36,"1,170",0,293,0,96,0,0,"76,055"
               Camarines Norte State College,"1,001",363,350,920,"1,976",0,0,0,"2,793","2,469",70,0,200,710,100,25,920,0,4,25,35,0,0,"11,961"
               Camarines Sur Polytechnic Colleges,496,279,"1,066",0,"3,914",145,0,0,"2,952",958,115,0,177,"8,162",0,0,0,0,0,0,0,0,0,"18,264"
               Central Bicol State University of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture  (Camarines Sur State,,,,,,,,,,,,,,,,,,,,,,,,
                     Agricultural College),"1,504",408,"2,010",389,"4,663",0,0,35,"4,636",954,121,0,234,"9,072",257,13,389,0,133,0,54,0,0,"24,872"
               Catanduanes State Colleges,874,107,383,2,"6,307",120,0,0,"2,427","17,200","1,060",0,55,"13,744",700,0,212,0,315,0,67,0,0,"43,573"
"               Dr. Emilio B. Espinosa, Sr. Memorial",,,,,,,,,,,,,,,,,,,,,,,,
                     State College of Agriculture and Technology,962,83,"1,175",41,"2,219",0,0,0,988,175,110,0,46,112,32,3,13,0,49,0,81,0,0,"6,089"
               Partido State University,866,228,336,1,"1,535",9,0,0,"2,230","10,190",122,0,166,"4,107",33,0,338,0,19,0,0,0,0,"20,180"
               Sorsogon State College,"1,024",218,261,7,"3,178",75,0,599,"3,454","2,278",205,0,161,"2,396",0,0,0,0,0,0,0,0,0,"13,856"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region VI - WESTERN VISAYAS,"14,135","6,350","18,668","2,250","52,996",28,0,"9,192","29,830","9,977","1,679",0,"1,442","51,788",553,238,"1,224",0,"1,933",0,313,"2,372",821,"205,789"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Aklan State University,"2,948",851,"2,965",796,"6,269",0,0,0,"1,629","1,559",92,0,9,"5,046",192,87,550,0,30,0,46,0,0,"23,069"
               Capiz State University,"2,103",609,"1,336",526,"15,059",0,0,0,"2,286",484,80,0,157,"4,723",34,23,246,0,8,0,68,0,0,"27,742"
               Carlos C. Hilado Memorial State College,944,367,908,0,"3,566",0,0,0,"2,796",430,135,0,23,"1,152",5,7,0,0,154,0,75,0,785,"11,347"
               Guimaras State College,240,147,73,0,290,0,0,0,324,30,80,0,20,"1,007",0,0,0,0,0,0,0,0,0,"2,211"
               Iloilo State College of Fisheries,453,206,990,15,"2,092",2,0,0,"1,530",550,336,0,124,"9,323",111,9,294,0,43,0,30,0,0,"16,108"
               Negros State College of Agriculture,707,361,"1,578",1,"2,393",6,0,0,770,"3,467",249,0,73,486,5,43,115,0,0,0,91,0,0,"10,345"
               Northern Iloilo Polytechnic State College,"2,189",921,"1,554",0,"3,587",0,0,0,"2,357",280,228,0,133,"1,685",106,10,3,0,0,0,0,"2,372",0,"15,425"
               Northern Negros State College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,128,348,"1,165",0,340,0,0,0,"1,138",0,98,0,0,635,0,0,0,0,0,0,0,0,0,"3,852"
               University of Antique (Polytechnic State,,,,,,,,,,,,,,,,,,,,,,,,
                     College of Antique),988,46,"1,313",470,"4,221",0,0,0,"1,180","2,527",112,0,109,"3,514",96,0,0,0,18,0,0,0,0,"14,594"
               Western Visayas College of Science and Technology,"1,203",405,"5,458",435,"7,007",0,0,0,"5,478",293,107,0,103,"5,351",0,0,0,0,0,0,0,0,0,"25,840"
               West Visayas State University,"2,232","2,089","1,328",7,"8,172",20,0,"9,192","10,342",357,162,0,691,"18,866",4,59,16,0,"1,680",0,3,0,36,"55,256"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region VII - CENTRAL VISAYAS,"6,167","1,703","18,854",459,"20,766",11,0,"3,885","14,164","14,675",629,0,441,"37,313",549,340,"1,600",68,647,0,276,0,0,"122,547"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Cebu Normal University,210,367,301,0,"3,101",0,0,0,"4,908",0,122,0,98,"13,622",0,0,0,0,59,0,15,0,0,"22,803"
               Cebu Technological University (Cebu,,,,,,,,,,,,,,,,,,,,,,,,
                     State College of Science and Technology),"3,384",77,"8,695",201,"6,116",11,0,20,641,"3,468",162,0,0,"13,434",6,135,"1,110",68,0,0,51,0,0,"37,579"
               Bohol Island State University  (Central,,,,,,,,,,,,,,,,,,,,,,,,
"                     Visayas State College of Agr., ",,,,,,,,,,,,,,,,,,,,,,,,
                     Forestry and Tech.),"1,759","1,072","3,128",166,"7,022",0,0,0,"3,623",725,122,0,125,"7,953",398,205,312,0,548,0,97,0,0,"27,255"
               Negros Oriental State University,,,,,,,,,,,,,,,,,,,,,,,,
                     (Central Visayas Polytechnic College),633,135,"6,600",39,"3,687",0,0,"3,865","4,277","10,363",140,0,175,"2,180",145,0,133,0,0,0,48,0,0,"32,420"
               Siquijor State College,181,52,130,53,840,0,0,0,715,119,83,0,43,124,0,0,45,0,40,0,65,0,0,"2,490"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region VIII - EASTERN VISAYAS,"14,472","5,460","11,488","1,197","35,716",271,0,539,"25,344","14,617","1,269",0,"3,156","53,357",220,67,"4,111",0,"1,795",0,602,0,0,"173,681"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Eastern Samar State University,"1,624",725,"1,340",0,"3,082",35,0,0,"1,116","5,208",124,0,159,"1,596",25,33,127,0,20,0,145,0,0,"15,359"
               Eastern Visayas State University (Leyte,,,,,,,,,,,,,,,,,,,,,,,,
                     Institute of Technology),"2,142",802,437,0,"3,449",0,0,0,"3,244","1,887",109,0,395,"9,358",0,0,"1,330",0,37,0,71,0,0,"23,261"
               Leyte Normal University,914,564,"1,014",0,"5,426",0,0,0,"3,542","1,992",122,0,383,"7,438",0,0,0,0,0,0,0,0,0,"21,395"
               Visayas State University (Leyte State University),"1,994","1,304","1,454",11,"6,634",0,0,62,"9,433","1,388",162,0,407,"20,182",16,5,0,0,180,0,0,0,0,"43,232"
               Naval State University (Naval Institute,,,,,,,,,,,,,,,,,,,,,,,,
                     of Technology),"1,762",288,631,428,"1,878",0,0,32,0,102,112,0,315,"4,611",0,0,0,0,0,0,0,0,0,"10,159"
               Palompon Institute of Technology,634,279,"1,456",415,781,19,0,0,804,142,112,0,71,"1,138",12,6,436,0,48,0,57,0,0,"6,410"
               Southern Leyte State University,,,,,,,,,,,,,,,,,,,,,,,,
                     (Southern Leyte State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Sci. and Tech. and TONC),"1,226",324,"1,364",50,"2,929",35,0,0,"1,968",507,108,0,355,"3,446",151,7,834,0,1,0,171,0,0,"13,476"
               Samar State College of Agriculture and Forestry,500,89,346,41,321,2,0,0,234,95,92,0,50,195,6,10,0,0,0,0,43,0,0,"2,024"
               Samar State University (Samar State,,,,,,,,,,,,,,,,,,,,,,,,
                     Polytechnic College),651,316,"1,770",100,"4,233",50,0,0,827,"1,689",110,0,584,"1,771",10,0,0,0,550,0,10,0,0,"12,671"
               Northwest Samar State University (TTMIST,,,,,,,,,,,,,,,,,,,,,,,,
                     and SSCAF),"1,883",444,544,52,"3,424",130,0,120,"2,451",905,122,0,168,752,0,6,0,0,740,0,105,0,0,"11,846"
               University of Eastern Philippines,"1,142",325,"1,132",100,"3,559",0,0,325,"1,725",702,96,0,269,"2,870",0,0,"1,384",0,219,0,0,0,0,"13,848"
,,,,,,,,,,,,,,,,,,,,,,,,
