month,time,north_avenue_entry,north_avenue_exit,quezon_avenue_entry,quezon_avenue_exit,gma_kamuning_entry,gma_kamuning_exit,cubao_entry,cubao_exit,santolan_entry,santolan_exit,ortigas_entry,ortigas_exit,shaw_blvd_entry,shaw_blvd_exit,boni_avenue_entry,boni_avenue_exit,guadalupe_entry,guadalupe_exit,buendia_entry,buendia_exit,ayala_avenue_entry,ayala_avenue_exit,magallanes_entry,magallanes_exit,taft_entry,taft_exit
January,20:00 - 20:59,4.35%,8.41%,3.70%,8.01%,3.50%,7.24%,5.27%,7.01%,5.42%,3.13%,6.96%,3.86%,5.95%,5.20%,5.61%,6.31%,4.34%,6.65%,6.41%,4.14%,9.48%,4.17%,5.79%,3.22%,4.76%,5.95%
January,21:00 - 21:59,3.88%,6.90%,2.56%,6.21%,2.24%,5.36%,3.98%,5.54%,2.63%,2.22%,4.90%,3.05%,4.51%,4.33%,4.20%,5.33%,3.35%,5.62%,4.05%,3.60%,9.04%,3.05%,3.92%,2.66%,3.54%,4.59%
January,22:00 - 22:59,0.25%,4.51%,0.19%,3.19%,0.24%,2.90%,0.46%,2.81%,0.40%,1.01%,1.25%,0.91%,1.16%,1.52%,1.48%,1.52%,1.29%,1.74%,1.50%,1.17%,3.16%,1.00%,1.25%,0.85%,1.04%,1.68%
January,23:00 - 23:59,0.00%,0.19%,0.00%,0.08%,0.00%,0.06%,0.00%,0.05%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
January,00:00 - 00:59,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
January,01:00 - 01:59,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
January,02:00 - 02:59,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
February,03:00 - 03:59,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
February,04:00 - 04:59,0.13%,0.00%,0.14%,0.00%,0.21%,0.00%,0.23%,0.01%,0.06%,0.00%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
February,05:00 - 05:59,3.72%,0.37%,2.80%,0.50%,3.78%,0.62%,3.31%,0.61%,1.15%,0.72%,0.50%,0.99%,1.59%,1.17%,1.20%,1.79%,1.49%,1.54%,0.61%,2.24%,0.54%,1.80%,1.25%,2.85%,1.64%,1.07%
February,06:00 - 06:59,8.75%,1.91%,8.15%,3.05%,8.48%,3.53%,5.79%,2.98%,3.30%,3.85%,2.33%,3.55%,4.17%,4.00%,4.37%,4.78%,5.24%,3.98%,2.16%,7.82%,1.98%,5.62%,4.03%,7.97%,4.81%,3.81%
February,07:00 - 07:59,12.14%,3.38%,11.48%,6.74%,9.53%,7.38%,5.48%,4.75%,5.19%,9.83%,3.97%,8.34%,6.55%,7.55%,7.69%,8.82%,8.39%,5.69%,3.74%,14.74%,3.13%,8.87%,6.68%,13.04%,8.32%,5.73%
February,08:00 - 08:59,11.04%,3.63%,9.23%,7.09%,7.29%,7.23%,5.56%,5.39%,5.84%,12.51%,4.37%,11.75%,6.65%,9.05%,7.34%,9.20%,8.57%,5.92%,3.21%,15.23%,2.84%,9.47%,6.68%,13.33%,8.36%,5.63%
February,09:00 - 09:59,8.52%,4.44%,7.28%,5.61%,7.41%,5.76%,6.44%,5.45%,5.66%,12.76%,3.97%,10.78%,6.03%,8.59%,6.17%,8.48%,7.94%,5.95%,3.36%,10.26%,2.90%,10.09%,5.63%,10.00%,6.94%,6.14%
February,10:00 - 10:59,5.98%,4.09%,5.87%,4.31%,5.93%,4.82%,5.98%,4.86%,5.28%,9.42%,3.65%,7.21%,5.09%,6.61%,5.14%,5.68%,6.43%,5.17%,3.68%,6.35%,3.03%,7.16%,4.58%,6.45%,5.70%,5.54%
February,11:00 - 11:59,5.57%,4.63%,5.43%,4.00%,5.60%,4.31%,6.26%,4.87%,5.61%,6.60%,4.15%,6.67%,5.25%,6.17%,5.25%,4.71%,6.10%,5.28%,3.87%,4.91%,3.47%,7.10%,4.28%,5.08%,5.53%,5.53%
February,12:00 - 12:59,5.18%,4.64%,5.24%,4.08%,5.28%,4.02%,6.32%,4.92%,5.27%,5.27%,4.35%,6.13%,5.51%,5.80%,5.03%,4.47%,6.09%,5.03%,4.23%,4.60%,4.10%,5.98%,4.32%,4.48%,5.56%,5.67%
February,13:00 - 13:59,4.68%,4.57%,4.88%,4.38%,4.94%,4.59%,6.17%,5.06%,5.47%,5.73%,4.55%,5.99%,5.40%,5.55%,4.94%,5.01%,5.80%,5.07%,3.96%,5.42%,4.45%,5.61%,4.24%,4.73%,5.40%,5.85%
February,14:00 - 14:59,4.16%,4.85%,4.59%,4.42%,4.98%,4.63%,5.80%,5.47%,5.97%,5.28%,5.71%,5.37%,5.58%,5.25%,5.25%,4.48%,5.65%,5.23%,5.35%,4.50%,4.83%,4.87%,4.68%,4.05%,5.43%,5.69%
February,15:00 - 15:59,3.75%,5.82%,4.59%,4.87%,5.16%,4.98%,5.75%,6.13%,6.74%,4.64%,6.68%,5.04%,6.04%,5.13%,5.53%,4.48%,5.47%,5.57%,6.66%,3.45%,6.41%,4.51%,4.98%,3.92%,5.71%,5.92%
February,16:00 - 16:59,3.94%,6.69%,5.26%,5.86%,5.95%,6.20%,6.26%,6.88%,8.16%,4.37%,8.00%,4.79%,6.71%,5.22%,6.28%,4.91%,6.00%,6.43%,8.75%,2.77%,7.55%,4.46%,6.96%,4.01%,6.15%,6.41%
February,17:00 - 17:59,4.75%,8.93%,7.06%,8.11%,8.39%,8.36%,7.00%,8.22%,11.89%,4.36%,11.81%,5.21%,8.08%,6.14%,8.40%,5.78%,6.81%,8.09%,13.96%,3.06%,10.06%,5.59%,10.87%,4.79%,7.38%,7.87%
February,18:00 - 18:59,4.65%,10.76%,6.65%,9.34%,6.48%,8.90%,7.45%,9.01%,9.44%,4.40%,13.14%,5.56%,8.64%,6.60%,8.87%,6.87%,5.91%,8.93%,14.24%,3.03%,12.11%,5.87%,11.06%,4.73%,7.32%,8.97%
February,19:00 - 19:59,4.71%,11.43%,4.93%,10.29%,4.74%,9.33%,6.43%,9.34%,6.70%,4.12%,9.74%,4.96%,7.32%,6.33%,7.31%,7.11%,5.06%,8.44%,10.74%,2.89%,11.36%,5.08%,8.80%,3.79%,6.21%,8.09%
February,20:00 - 20:59,4.36%,8.74%,3.64%,8.27%,3.46%,7.37%,5.40%,7.45%,5.25%,3.02%,6.87%,3.89%,5.79%,5.21%,5.67%,6.47%,4.36%,6.70%,5.96%,3.97%,9.46%,4.01%,5.80%,3.22%,4.91%,5.83%
February,21:00 - 21:59,3.89%,6.37%,2.64%,5.78%,2.25%,5.01%,4.02%,5.55%,2.69%,2.14%,4.89%,2.88%,4.49%,4.18%,4.17%,5.41%,3.38%,5.37%,3.96%,3.69%,8.68%,2.99%,3.84%,2.76%,3.64%,4.55%
February,22:00 - 22:59,0.08%,4.53%,0.12%,3.23%,0.15%,2.92%,0.35%,3.06%,0.32%,0.98%,1.29%,0.89%,1.10%,1.45%,1.39%,1.55%,1.31%,1.61%,1.53%,1.06%,3.10%,0.91%,1.31%,0.80%,1.00%,1.69%
February,23:00 - 23:59,0.00%,0.21%,0.00%,0.07%,0.00%,0.03%,0.00%,0.01%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
February,00:00 - 00:59,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
February,01:00 - 01:59,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
February,02:00 - 02:59,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
March,03:00 - 03:59,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
March,04:00 - 04:59,0.11%,0.00%,0.15%,0.00%,0.32%,0.00%,0.19%,0.00%,0.08%,0.00%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
March,05:00 - 05:59,3.83%,0.48%,2.91%,0.59%,3.92%,0.76%,3.51%,0.74%,1.15%,0.73%,0.63%,1.14%,1.67%,1.19%,1.43%,1.94%,1.66%,1.71%,0.80%,2.21%,0.69%,2.06%,1.46%,2.97%,1.78%,1.26%
March,06:00 - 06:59,9.13%,2.12%,8.82%,3.28%,9.09%,3.92%,6.11%,3.09%,3.22%,4.11%,2.56%,3.56%,4.47%,3.95%,4.73%,4.63%,5.33%,4.14%,2.32%,7.92%,2.12%,5.93%,4.33%,7.90%,5.02%,4.09%
March,07:00 - 07:59,12.29%,3.45%,10.42%,6.70%,9.37%,7.34%,5.39%,4.92%,5.36%,10.20%,4.52%,8.43%,6.79%,7.54%,7.73%,8.76%,8.61%,5.77%,3.72%,15.01%,2.99%,9.10%,6.84%,13.39%,8.46%,6.04%
March,08:00 - 08:59,11.40%,3.77%,9.26%,7.11%,7.45%,7.16%,5.63%,5.38%,5.86%,12.73%,4.59%,11.98%,6.66%,9.32%,7.17%,9.58%,8.51%,6.17%,3.18%,15.60%,2.64%,9.84%,6.63%,13.37%,8.39%,5.79%
March,09:00 - 09:59,8.28%,4.36%,7.29%,5.60%,7.11%,5.76%,6.03%,5.49%,5.68%,12.53%,4.03%,10.31%,5.95%,8.44%,6.06%,8.01%,8.01%,5.70%,3.32%,9.78%,2.73%,10.01%,5.44%,9.42%,6.87%,6.20%
March,10:00 - 10:59,6.05%,4.01%,5.81%,4.32%,5.90%,4.66%,5.99%,4.72%,5.49%,9.14%,3.60%,7.18%,5.09%,6.71%,5.30%,5.58%,6.44%,5.16%,3.94%,6.32%,2.85%,7.17%,4.48%,6.02%,5.75%,5.59%
March,11:00 - 11:59,5.58%,4.53%,5.47%,3.94%,5.80%,4.17%,6.20%,4.90%,5.64%,6.43%,4.10%,6.66%,5.21%,6.15%,5.18%,4.66%,6.06%,5.16%,3.95%,4.80%,3.34%,6.95%,4.26%,5.00%,5.47%,5.59%
March,12:00 - 12:59,5.03%,4.66%,5.24%,4.23%,5.45%,4.22%,6.17%,5.05%,5.48%,5.17%,4.36%,6.20%,5.48%,5.72%,5.06%,4.57%,6.08%,4.96%,4.14%,4.84%,4.07%,5.94%,4.29%,4.68%,5.58%,5.79%
March,13:00 - 13:59,4.66%,4.39%,5.02%,4.35%,5.02%,4.52%,6.23%,5.06%,5.53%,5.69%,4.60%,6.00%,5.36%,5.50%,4.85%,4.99%,5.84%,4.89%,4.15%,5.16%,4.36%,5.27%,4.27%,4.71%,5.37%,5.64%
March,14:00 - 14:59,4.12%,4.92%,4.63%,4.42%,5.01%,4.41%,5.87%,5.53%,6.11%,5.17%,5.77%,5.33%,5.50%,5.24%,5.12%,4.65%,5.54%,5.06%,5.34%,4.41%,5.07%,4.85%,4.63%,4.17%,5.40%,5.76%
March,15:00 - 15:59,3.73%,5.79%,4.56%,4.90%,5.11%,4.87%,5.83%,6.03%,6.55%,4.93%,6.57%,4.96%,5.89%,5.04%,5.49%,4.84%,5.43%,5.42%,6.49%,3.46%,5.99%,4.39%,4.94%,3.87%,5.70%,5.81%
March,16:00 - 16:59,3.81%,6.79%,5.26%,5.82%,5.95%,6.23%,6.21%,6.87%,8.14%,4.38%,7.86%,4.87%,6.56%,5.17%,6.15%,4.78%,5.92%,6.33%,8.79%,2.82%,7.90%,4.42%,6.82%,4.07%,6.19%,6.34%
March,17:00 - 17:59,4.69%,8.99%,7.28%,8.05%,8.19%,8.55%,7.24%,8.27%,11.82%,4.45%,11.41%,5.26%,8.06%,6.28%,8.45%,5.79%,6.78%,8.30%,13.55%,3.09%,10.56%,5.56%,11.12%,4.69%,7.38%,7.80%
March,18:00 - 18:59,4.70%,11.09%,6.73%,9.59%,6.21%,9.17%,7.48%,9.05%,9.16%,4.47%,12.84%,5.64%,8.63%,6.68%,8.78%,6.58%,5.91%,9.05%,14.06%,3.04%,11.97%,5.66%,11.22%,4.56%,7.32%,8.38%
March,19:00 - 19:59,4.70%,10.82%,4.89%,9.73%,4.64%,8.92%,6.50%,8.89%,6.59%,3.83%,9.59%,4.99%,7.27%,6.50%,7.45%,7.43%,5.08%,8.62%,10.62%,3.28%,11.49%,5.28%,8.46%,4.10%,6.27%,8.02%
March,20:00 - 20:59,4.19%,8.62%,3.60%,8.11%,3.31%,7.33%,5.35%,7.31%,5.21%,2.92%,6.87%,3.94%,5.95%,5.13%,5.62%,6.74%,4.27%,6.72%,6.22%,3.93%,9.59%,4.00%,5.75%,3.56%,4.73%,5.99%
March,21:00 - 21:59,3.64%,6.51%,2.55%,5.83%,1.99%,4.97%,3.76%,5.62%,2.60%,2.13%,4.90%,2.80%,4.43%,4.13%,4.08%,5.00%,3.34%,5.25%,3.95%,3.35%,8.69%,2.73%,3.78%,2.69%,3.42%,4.40%
March,22:00 - 22:59,0.06%,4.54%,0.10%,3.39%,0.13%,3.00%,0.30%,3.03%,0.32%,1.00%,1.19%,0.75%,1.02%,1.31%,1.37%,1.48%,1.21%,1.61%,1.46%,0.96%,2.94%,0.85%,1.29%,0.85%,0.90%,1.52%
March,23:00 - 23:59,0.00%,0.16%,0.00%,0.05%,0.00%,0.03%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
March,00:00 - 00:59,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
March,01:00 - 01:59,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
March,02:00 - 02:59,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
April,03:00 - 03:59,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
April,04:00 - 04:59,0.12%,0.00%,0.11%,0.00%,0.25%,0.00%,0.23%,0.00%,0.09%,0.00%,0.02%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
April,05:00 - 05:59,3.83%,0.49%,3.09%,0.72%,4.27%,0.81%,3.33%,0.78%,1.19%,0.81%,0.75%,1.13%,1.76%,1.23%,1.52%,2.04%,1.77%,1.89%,0.86%,2.31%,0.77%,2.04%,1.60%,2.92%,1.88%,1.28%
April,06:00 - 06:59,9.21%,2.23%,8.93%,3.34%,9.00%,4.00%,5.92%,3.10%,3.02%,4.05%,2.50%,3.89%,4.52%,4.07%,4.84%,4.62%,5.19%,4.36%,2.23%,8.42%,2.17%,6.21%,4.69%,8.22%,5.18%,4.18%
April,07:00 - 07:59,12.11%,3.50%,10.70%,6.74%,8.44%,7.57%,5.32%,4.82%,4.92%,9.95%,4.33%,8.46%,6.62%,7.59%,7.34%,8.82%,8.47%,6.09%,3.43%,15.63%,2.90%,9.35%,6.99%,13.54%,8.29%,5.65%
April,08:00 - 08:59,11.04%,3.65%,8.71%,6.88%,7.29%,7.04%,5.82%,5.20%,5.42%,12.53%,4.17%,11.35%,6.44%,9.25%,7.14%,9.31%,8.35%,6.22%,3.05%,15.18%,2.49%,9.72%,6.38%,13.30%,8.30%,5.97%
April,09:00 - 09:59,8.37%,4.28%,7.41%,5.18%,6.93%,5.51%,6.15%,5.18%,5.60%,12.33%,3.77%,10.13%,5.96%,8.28%,6.09%,8.03%,7.98%,5.89%,3.14%,9.41%,2.66%,9.67%,5.50%,8.77%,6.95%,6.04%
April,10:00 - 10:59,6.01%,4.07%,5.91%,4.27%,5.97%,4.65%,6.08%,4.62%,5.52%,9.01%,3.43%,7.07%,5.07%,6.71%,5.34%,5.57%,6.47%,5.25%,3.89%,6.14%,2.78%,6.86%,4.56%,5.81%,5.78%,5.46%
April,11:00 - 11:59,5.47%,4.60%,5.56%,3.90%,5.63%,4.19%,6.28%,4.90%,5.76%,6.62%,3.95%,6.64%,5.23%,6.02%,5.17%,4.41%,6.08%,5.14%,3.98%,4.68%,3.26%,6.94%,4.22%,4.76%,5.54%,5.39%
April,12:00 - 12:59,5.14%,4.64%,5.28%,4.05%,5.40%,4.02%,6.32%,4.90%,5.51%,5.30%,4.50%,6.15%,5.58%,5.77%,5.10%,4.61%,6.00%,5.17%,4.38%,4.85%,4.05%,6.27%,4.32%,4.69%,5.63%,5.79%
April,13:00 - 13:59,4.61%,4.61%,5.15%,4.41%,5.07%,4.35%,6.18%,5.04%,5.60%,5.72%,4.67%,6.09%,5.46%,5.57%,4.98%,5.15%,5.70%,5.00%,4.32%,5.25%,4.33%,5.48%,4.24%,4.71%,5.35%,5.68%
April,14:00 - 14:59,4.20%,4.98%,4.84%,4.46%,5.06%,4.54%,5.88%,5.47%,6.26%,5.30%,5.84%,5.52%,5.56%,5.17%,5.31%,4.52%,5.60%,5.04%,5.30%,4.66%,5.03%,4.99%,4.60%,4.27%,5.48%,5.85%
April,15:00 - 15:59,3.83%,5.77%,4.60%,4.80%,5.19%,4.83%,5.81%,6.12%,6.59%,5.07%,6.78%,5.05%,5.98%,5.11%,5.69%,4.72%,5.51%,5.43%,6.46%,3.50%,6.03%,4.45%,5.11%,3.86%,5.65%,5.85%
April,16:00 - 16:59,3.92%,6.87%,5.12%,5.76%,5.94%,6.10%,6.19%,6.95%,8.02%,4.48%,7.99%,4.80%,6.57%,5.20%,6.30%,4.59%,6.02%,6.05%,8.63%,2.76%,7.98%,4.40%,6.77%,4.01%,6.14%,6.49%
April,17:00 - 17:59,4.67%,8.97%,7.27%,7.98%,8.33%,8.25%,7.13%,8.37%,11.79%,4.38%,11.38%,5.34%,7.94%,6.24%,8.47%,5.74%,6.81%,7.97%,13.71%,2.98%,10.60%,5.47%,10.57%,4.73%,7.21%,7.77%
April,18:00 - 18:59,4.76%,10.93%,6.53%,9.80%,6.55%,9.37%,7.45%,9.31%,9.25%,4.57%,13.14%,5.73%,8.53%,6.78%,8.87%,6.75%,6.07%,8.73%,14.42%,3.07%,12.45%,5.74%,11.31%,4.75%,7.19%,8.73%
April,19:00 - 19:59,4.82%,11.22%,4.93%,9.91%,4.98%,8.93%,6.49%,9.06%,6.99%,3.89%,10.06%,5.18%,7.42%,6.51%,7.25%,7.66%,5.14%,8.50%,10.41%,3.35%,11.50%,5.23%,8.48%,4.33%,6.43%,8.01%
April,20:00 - 20:59,4.27%,8.48%,3.45%,8.25%,3.49%,7.51%,5.32%,7.65%,5.37%,2.90%,6.72%,4.09%,5.92%,5.23%,5.28%,7.22%,4.37%,6.51%,6.31%,3.88%,9.45%,3.77%,5.76%,3.63%,4.71%,5.86%
April,21:00 - 21:59,3.54%,6.35%,2.31%,6.19%,2.07%,5.49%,3.79%,5.74%,2.76%,2.12%,4.81%,2.64%,4.41%,3.91%,3.98%,4.77%,3.30%,5.13%,4.00%,2.99%,8.54%,2.64%,3.67%,2.81%,3.36%,4.48%
April,22:00 - 22:59,0.07%,4.25%,0.09%,3.32%,0.13%,2.82%,0.31%,2.79%,0.33%,0.97%,1.20%,0.72%,1.01%,1.35%,1.32%,1.48%,1.16%,1.63%,1.50%,0.91%,2.99%,0.79%,1.22%,0.89%,0.92%,1.53%
April,23:00 - 23:59,0.00%,0.11%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
April,00:00 - 00:59,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
April,01:00 - 01:59,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
