NEDA UPDATES ON THE ECONOMY,,,,,,,,,,,,,,,,,,,,,,
As of 19 December 2012,,,,,,,,,,,,,,,,,,,,,,
     AND WAGES,,,,,Period,,Period,,Date,,Year Ago ,,,,12.1,,11.81,,12.1,,11.3,
,A.,Unemployment Rate (%)/f new definition,,,6.8,(Oct '12),7,(Jul '12),7,(Jan-Oct '12),6.4,(Oct '11),G.,Total External Debt ($ M),"62,496",(end Q2 '12),"62,903",(end Q1 '12),"62,496",(end Q2 '12),"61,424",(end Q2 '11)
,B.,Employment  Generated ('000),,,-882,(Oct '12),477,(Jul '12),429,(Jan-Oct '12),"2,062",(Oct '11),,- of which: Total Short Term',"7,024",,"7,420",,"7,024",,"7,156",
,,,Agriculture,,-669,,-493,,-163,,590,,,                 Total Private Sector,"14,102",,"14,584",,"14,102",,"14,510",
,,,Industry,,g,,g,,g,,232,,VI.  NG CASH OPERATIONS (BTr),,                  Latest ,,                Preceding,,Year to,,                     Same Month,
,,,Services,,g,,g,,g,,"1,235",,,(in billion pesos)*,                  Month,,             Month,,      Date,,                     Year Ago,
,C.,Underemployment Rate (%),,,19,(Oct '12),22.7,(Jul '12),20,(Jan-Oct '12),19.1,(Oct '11),A.,Revenues,134.32,Oct '12,105.31,Sep '12,"1,253.23",(Jan- Oct '12),103.94,Oct '11
,D.,Minimum Wage (in pesos) (NWPC),,,,,,,,,,,,  Tax,114.76,,95.42,,1111.05,,94.37,
,,,NCR,,409-446,(Nov '12),409-446,(Oct '12),409-446,(Nov '12),389-426,(Nov '11),,  Non-tax,19.56,,9.89,,142.18,,9.57,
,,,AOMM,,190-349.5,,190-349.5,,190-349.5,,190-337,,B.,Expenditures,143.99,,140.16,,"1,369.00",,125.2,
,E.,Index of Compensation Per Employee (QEI-NSCB),,,,,,,,,,,C.,Surplus(+) / Deficit(-),-9.67,,-34.85,,-115.77,,-21.26,
,,,Nominal (1978=100),,"2,310.30",(Q2'12),"2,182.60",(Q1'12),"2,310.30",(Q2' 12),"2,181.20",(Q2 '11),D.,Net Foreign Financing,-0.73,,-5.24,,50.06,,1.16,
,,,Constant (1978=100),,112.9,(Q2'12),107.6,(Q1'12),112.9,(Q2' 12),109.7,(Q2 '11),E.,Net Domestic Financing/e,245.74,,35.15,,396.32,,-83.34,
,,,,,,,,,,,,,F.,Cash Build-up(-)/ Withdrawal (+),-235.34,,4.94,,-330.65,,103.44,
,,,,,,,,,,,,,,,,,,,,,,
,*,"Details may not add up due to rounding, includes non-cash collections and expenditures",,,,,,,,,,,,,,,,Updated by: ,MACRO-NPPS,,,
,/a,the Indicator changed from Growth of Loans for ODCs to Loans of Universal/ Commercial Banks as the BSP revised their series. Loans of U/KB is Gross of RRP,,,,,,,,,,,,,,,,,,,,
,,"The old series covered all Other Depository Corporations that included, apart from universal/commercial banks, thrift banks and rural banks.",,,,,,,,,,,,,,,,,,,,
,/b,based on Depository Corporations Survey,,,,,,,,,,,,,,,,,,,,
,/c,(2006=100),,,,,,,,,,,,,,,,,,,,
,/d,"expanded electronics coverage which includes semi-conductors, electronic data processing, office equipment, consumer electronics, telecommunication, ",,,,,,,,,,,,,,,,,,,,
,,"communication/radar, control and instrumentation, medical/industrial instrumentation and automotive electronics.",,,,,,,,,,,,,,,,,,,,
,/e,net of non-budgetary accounts,,,,,,,,,,,,,,,,,,,,
,/f,"starting April 2005, LFS adopts the new definition of unemployment",,,,,,,,,,,,,,,,,,,,
,/g,"can not be computed due to changes in the industry classification. Starting January 2012 Labor Force Survey (LFS), the codes for industry adopted the 2009 Philippine Standard Industrial Classification (PSIC).  Prior to this, codes for industry used the 1994 PSIC.",,,,,,,,,,,,,,,,,,,,
