NEDA updates on the Economy,,,,,,,,,,
As of 17 July 2013,,,,,,,,,,
,,,,,,,,,,
,,Food and Non-Alcoholic Beverages,2.4,,2.4,,2.5,,2.1,
,,Non-Food,1.9,,1.8,,2.3,,3.5,
,,NCR,1.6,,1.8,,2.0,,2.3,
,,AONCR,3.0,,2.9,,3.2,,3.0,
,B. Core Inflation Rate (%) NSO /c,,2.9,(June '13),3.0,(May '13),3.4,(Jan - June '13),3.7,(June '12)
,"C. Lending Rate (Low, %)",,4.6,(May'13),4.7,(April 13),4.8,(Jan - May'13),5.8,(May 12)
,,,Latest_Week,,Preceding_Week,,Year_to_date,,Same_Week_Month_Ago,
,D. BSP Overnight Borrowing Policy Rates (PR),,5.5,(15 July '13),5.5,(05 July '13),5.5,(as of 15 July '13),6.0,(16 July '12)
,E. BSP Overnight Lending Policy Rates (RRP),,3.5,(15 July '13),3.5,(05 July '13),3.5,(as of 15 July '13),4.0,(16 July '12)
,F. 91-Day T-Bill Rate (%),,0.7,(01 July  13),0.9,(03 June '13),0.3,(Jan-01 July '13),2.0,(28 May 12)
,"G. Forex (Average, P:$1)",,43.3,(17 July '13),43.6,(10 July '13),41.5,(Jan-17 July '13),41.9,(17 July '12)
,H. PSEi,,6583.6,(16 July '13),6327.0,(09 July '13),6606.3,(Jan-16 July '13),5298.0,(16 July '12)
V. External Accounts (BSP/NSO),,,Latest_Month/Quarter,,Preceding_Month/Quarter,,Year_to_date,,Same_Month/Quarter_Year_Ago,
,A. Merchandise Exports (% g.r.),,-0.8,(May '13),-11.08676677,(Apr '13),-6,(Jan-May '13),19.7,(May '12)
,,Electronic Products (% g.r.) /d,-9.3,,-0.361458679,,-21.8,,1.1,
,B. Merchandise Imports (% g.r.),,7.4,(Apr '13),-8.4,(Mar '13),-3.9,(Jan-Apr '13),-13.3,(Apr '12)
,,Raw materials & intermediate goods (% g.r.),-8.8,,1.5,,-4.6,,-20.5,
,,Capital goods (% g.r.),19.4,,0.8,,-2.7,,11.7,
,C. Current Account($ M),,3439,(Q1 '13),2208,(Q4 '12),3439,(Jan-Mar '13),393,(Q1 '12)
,D. Capital Accounts ($ M),,23,(Q1 '13),48,(Q4 '12),23,(Jan-Mar '13),25,(Q1 '12)
,E. Financial Account ($ M),,-1489,(Q1 '13),-2542,(Q4 '12),-1489,(Jan-Mar '13),-4821,(Q1 '12)
,,"Direct Investments ($ M), net",-814,,-92,,-814,,-898,
,F. Balance of Payments ($ M),,75,(May '13),274,(Apr '13),1884,(Jan-May '13),138,(May '12)
,G. Gross International Reserves ($ M),,81640,(end Jun '13)/p,81967,(end May'13),81640,(end Jun '13)/p,76130,(end Jun'12)
,,Month's worth of imports,11.8,,11.9,,11.8,,11.5,
,H. Total External Debt ($ M),,59046,(end Q1 '13),60337,(end Q4 '12),59046,(end Q1 '13),61630,(end Q1 '12)
,of which:,Total Short Term,9786,,8483,,9786,,7420,
,,Total Private Sector,16109,,15162,,16109,,14584,
,,,Latest_Month,,Preceding_Month,,Year_to_date,,Same_Month_Year_Ago,
VI. NG Cash Operations (BTr) (in billion pesos) *,A. Revenues,,154.04,May '13,190.01,Apr '13,708.37,(Jan-May '13),131.40,May '12
,,Tax,138.98,,177.29,,632.99,,121.37,
,,Non-tax,15.06,,12.72,,75.38,,10.03,
,B. Expenditure ,,167.20,,153.21,,751.21,,151.26,
,C. Surplus (+) / Deficit (-) ,,-13.16,,36.80,,-42.84,,-19.86,
,D. Net Foreign Financing ,,-3.38,,0.01,,-52.66,,5.36,
,E. Net Domestic Financing (PB) /e,,9.62,,10.23,,-46.59,,-23.38,
,F. Cash Build-up (-)/ Withdrawal (+) ,,6.92,,-47.04,,142.10,,37.88,
,,,,,,,,,,
,,,,,,,,,,
Note:,,,,,,,,,,
*      Details may not add up due to rounding,,,,,,,,,,
/a    the Indicator changed from Growth of Loans for ODCs to Loans of Universal/ Commercial Banks as the BSP revised their series. Loans of U/KB is Gross of RRP,,,,,,,,,,
"        The old series covered all Other Depository Corporations that included, apart from universal/commercial banks, thrift banks and rural banks.",,,,,,,,,,
/b    based on Depository Corporations Survey,,,,,,,,,,
/c    (2006=100),,,,,,,,,,
"/d   expanded electronics coverage which includes semi-conductors, electronic data processing, office equipment, consumer electronics, telecommunication, ",,,,,,,,,,
"        communication/radar, control and instrumentation, medical/industrial instrumentation and automotive electronics.",,,,,,,,,,
/e   net of non-budgetary accounts,,,,,,,,,,
"/f    starting April 2005, LFS adopts the new definition of unemployment",,,,,,,,,,
"/g   can not be computed due to changes in the industry classification. Starting January 2012 Labor Force Survey (LFS), the codes for industry adopted the 2009 Philippine Standard Industrial Classification (PSIC).  Prior to this, codes for industry used the 1994 PSIC.",,,,,,,,,,
"/h   NEDA recommends not to compare the results of the October 2011 round of the LFS against other rounds because of the different definition of work adopted in the former. Thus, to assess the employment creation in October 2012, NEDA recommends to compare the October 2012 against the Oct 2010 instead, that is, the difference between October 2012 and October 2011, which is 1.2 million, and divided equally between the two years""",,,,,,,,,,
