NEDA UPDATES ON THE ECONOMY,,,,,,,,,,,,,,,,,,,,,,
As of 12 September 2012,,,,,,,,,,,,,,,,,,,,,,
     AND WAGES,,,,,Period,,Period,,Date,,Year Ago ,,G.,Total External Debt ($ M),"62,903",(end Q1 '12),"61,711",(end Q4 '11),"62,903",(end Q1 '12),"60,948",(end Q1 '11)
,A.,Unemployment Rate (%)/f new definition,,,6.9,(Apr '12),7.2,(Jan '12),7.1,(Jan-Apr '12),7.2,(Apr '11),,- of which: Total Short Term',"7,420",,"7,013",,"7,420",,"6,778",
,B.,Employment  Generated ('000),,,"1,021",(Apr '12),"1,101",(Jan '12),"1,061",(Jan-Apr '12),"1,407",(Apr '11),,                 Total Private Sector,"14,585",,"14,079",,"14,585",,"14,450",
,,,Agriculture,,313,,227,,270,,645,,VI.  NG CASH OPERATIONS (BTr),,                  Latest ,,                Preceding,,Year to,,                     Same Month,
,,,Industry,,g,,g,,g,,130,,,(in billion pesos)*,                  Month,,             Month,,      Date,,                     Year Ago,
,,,Services,,g,,g,,g,,632,,A.,Revenues,123.31,Jul '12,115.28,(Jun '12),884.23,(Jan- Jul '12),106.96,July '11
,C.,Underemployment Rate (%),,,19.3,(Apr '12),18.8,(Jan '12),19.1,(Jan-Apr '12),19.4,(Apr '11),,  Tax,108.99,,105.72,,780.46,,96.16,
,D.,Minimum Wage (in pesos) (NWPC),,,,,,,,,,,,  Non-tax,14.32,,9.55,,103.77,,10.8,
,,,NCR,,409-446,(Sept '12),409-446,(Aug '12),409-446,(Sept '12),389-426,(Sept '11),B.,Expenditures,162.56,,126.97,,957.96,,133.45,
,,,AOMM,,190-349.5,,190-349.5,,190-349.5,,190-337,,C.,Surplus(+) / Deficit(-),-39.25,,-11.7,,-73.74,,-26.48,
,E.,Index of Compensation Per Employee (QEI-NSCB),,,,,,,,,,,D.,Net Foreign Financing,0.39,,-9.1,,61.53,,2.49,
,,,Nominal (1978=100),,"2,182.60",(Q1'12),"2,419.00",(Q4'11),"2,182.60",(Q1' 12),"2,064.90",(Q1 '11),E.,Net Domestic Financing/e,37.86,,11.65,,151.99,,-124.38,
,,,Constant (1978=100),,107.6,(Q1'12),121.1,(Q4'11),107.6,(Q1' 12),104.9,(Q1 '11),F.,Cash Build-up(-)/ Withdrawal (+),1,,9.15,,-139.79,,148.37,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Updated by: ,MACRO-NPPS,,,
,*,"Details may not add up due to rounding, includes non-cash collections and expenditures",,,,,,,,,,,,,,,,,,,,
,/a,the Indicator changed from Growth of Loans for ODCs to Loans of Universal/ Commercial Banks as the BSP revised their series. Loans of U/KB is Gross of RRP,,,,,,,,,,,,,,,,,,,,
,,"The old series covered all Other Depository Corporations that included, apart from universal/commercial banks, thrift banks and rural banks.",,,,,,,,,,,,,,,,,,,,
,/b,based on Depository Corporations Survey,,,,,,,,,,,,,,,,,,,,
,/c,(2006=100),,,,,,,,,,,,,,,,,,,,
,/d,"expanded electronics coverage which includes semi-conductors, electronic data processing, office equipment, consumer electronics, telecommunication, ",,,,,,,,,,,,,,,,,,,,
,,"communication/radar, control and instrumentation, medical/industrial instrumentation and automotive electronics.",,,,,,,,,,,,,,,,,,,,
,/e,net of non-budgetary accounts,,,,,,,,,,,,,,,,,,,,
,/f,"starting April 2005, LFS adopts the new definition of unemployment",,,,,,,,,,,,,,,,,,,,
,/g,"can not be computed due to changes in the industry classification. Starting January 2012 Labor Force Survey (LFS), the codes for industry adopted the 2009 Philippine Standard Industrial Classification (PSIC).  Prior to this, codes for industry used the 1994 PSIC.",,,,,,,,,,,,,,,,,,,,
