year,month,day,hours,baclaran_northbound_out,edsa_southbound_out,edsa_northbound_out,libertad_southbound_out,libertad_northbound_out,gil_puyat_southbound_out,gil_puyat_northbound_out,vito_cruz_southbound_out,vito_cruz_northbound_out,quirouto_southbound_out,quirouto_northbound_out,pedro_gil_southbound_out,pedro_gil_northbound_out,un_avenue_southbound_out,un_avenue_northbound_out,central_southbound_out,central_northbound_out,carriedo_southbound_out,carriedo_northbound_out,doroteo_jose_southbound_out,doroteo_jose_northbound_out,bambang_southbound_out,bambang_northbound_out,tayuman_southbound_out,tayuman_northbound_out,blumentritt_southbound_out,blumentritt_northbound_out,abad_santos_southbound_out,abad_santos_northbound_out,r_papa_southbound_out,r_papa_northbound_out,5th_avenue_southbound_out,5th_avenue_northbound_out,monumento_southbound_out,monumento_northbound_out,balouttawak_southbound_out,balouttawak_northbound_out,roosevelt_southbound_out,roosevelt_northbound_out
2012,January,Thursday,4:00-5:00,1875,140,3527,441,667,509,2339,483,1803,246,1186,958,1830,2204,2323,1298,1507,1303,1049,757,1603,118,392,227,1010,96,914,48,400,9,710,39,932,798,10437,0,670,0,1934
2012,January,Thursday,5:00-6:00,2203,116,4314,533,755,1231,2790,560,1756,710,919,1008,2318,2740,2274,1716,1290,1674,753,729,1890,142,406,516,906,106,1215,26,461,29,1025,45,1473,124,11315,0,888,0,2597
2012,January,Thursday,6:00-7:00,1998,46,4300,451,885,1212,2862,751,1247,733,547,935,1483,1774,2368,1759,788,1035,827,840,1740,141,354,292,1376,152,1332,98,604,36,1190,65,1646,514,7112,0,1080,0,2784
2012,January,Thursday,7:00-8:00,1114,66,3591,415,531,774,2168,481,1084,230,567,988,1169,1337,1319,896,1263,514,541,499,1177,81,286,371,975,119,1206,35,609,35,1036,100,1421,194,4645,0,830,0,2439
2012,January,Thursday,8:00-9:00,746,51,2780,337,431,527,1476,329,741,146,362,678,802,885,873,677,954,313,325,332,1021,107,264,210,1109,41,1070,11,493,23,792,62,819,532,2426,0,577,0,1674
2012,January,Thursday,9:00-10:00,194,9,668,64,140,245,398,105,583,49,118,334,587,340,468,437,340,129,119,169,421,57,120,108,390,22,381,8,270,17,408,55,498,476,210,0,382,0,997
2012,January,Thursday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,January,Friday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,January,Friday,5:00-6:00,962,16,2184,47,268,181,660,52,138,58,251,204,215,128,190,73,14,504,485,77,290,30,47,52,213,75,128,6,48,2,87,21,92,151,4042,0,101,0,155
2012,January,Friday,6:00-7:00,2145,150,5152,406,548,155,1707,88,530,119,525,145,580,423,233,153,49,1030,1110,495,728,100,159,308,354,45,415,17,138,8,217,19,346,105,7557,0,225,0,417
2012,January,Friday,7:00-8:00,2791,111,6637,391,883,546,1904,120,833,315,624,525,727,562,348,334,89,2837,1744,763,1603,141,269,275,824,40,596,31,176,12,268,61,644,403,5239,0,421,0,967
2012,January,Friday,8:00-9:00,2616,196,6302,364,765,778,1560,129,646,221,670,519,515,608,388,333,203,2183,3472,1204,1349,102,349,253,917,36,531,16,210,7,344,54,616,99,2365,0,455,0,1047
2012,January,Friday,9:00-10:00,2102,103,5657,241,655,1296,852,176,561,204,641,314,803,618,489,516,56,2258,2537,610,1613,119,290,231,1039,45,534,7,182,4,271,9,426,271,2036,0,311,0,892
2012,January,Friday,10:00-11:00,1889,133,4541,237,694,592,1731,254,460,262,665,403,942,850,516,356,419,3101,1687,727,1451,158,292,200,861,67,511,39,195,6,378,11,468,88,3705,0,277,0,859
2012,January,Friday,11:00-12:00,1720,140,4242,251,628,816,1484,195,816,284,695,821,675,623,986,739,316,2081,2248,855,1321,98,308,256,833,72,551,7,218,9,340,40,529,182,2633,0,379,0,1106
2012,January,Friday,12:00-1:00 PM,1818,178,4258,196,682,555,1710,112,1034,340,600,551,1137,1188,784,813,419,1861,1771,274,1845,69,323,362,700,15,597,30,262,10,438,22,547,260,5554,0,432,0,1127
2012,January,Friday,1:00-2:00,1744,153,3905,409,515,519,1512,534,539,271,860,844,1021,1001,1238,812,648,1414,2422,539,1548,127,275,238,699,63,564,26,226,7,374,24,520,339,4337,0,420,0,1273
2012,January,Friday,2:00-3:00,1839,129,3646,315,638,1126,1231,290,1001,191,936,1075,1070,1675,1299,967,853,1783,2276,843,1474,134,330,200,809,99,629,21,250,23,593,40,600,317,5349,0,483,0,1404
2012,January,Friday,3:00-4:00,1842,134,3568,396,542,677,2218,719,664,439,849,1375,1042,1594,1847,1173,1111,1557,2340,769,1474,88,334,263,798,112,723,70,283,5,672,22,795,377,6931,0,658,0,1696
2012,January,Friday,4:00-5:00,2059,153,3848,479,723,551,2536,493,1841,266,1282,1030,1967,2295,2419,1363,1582,2162,1741,796,1685,121,402,241,1072,101,953,49,414,10,763,41,983,889,11303,0,767,0,2157
2012,January,Friday,5:00-6:00,2419,127,4708,579,820,1334,3025,571,1792,768,993,1083,2492,2853,2368,1802,1354,2777,1249,767,1987,145,416,548,962,111,1267,27,478,31,1102,47,1553,139,12735,0,1015,0,2896
2012,January,Friday,6:00-7:00,2195,50,4692,489,960,1315,3103,767,1273,792,591,1005,1594,1847,2466,1846,827,1718,1373,884,1829,145,363,310,1460,159,1390,101,625,39,1280,69,1736,572,8127,0,1235,0,3105
2012,January,Friday,7:00-8:00,1223,72,3918,450,576,840,2351,491,1106,248,613,1062,1257,1392,1373,940,1326,853,898,525,1238,83,293,394,1034,124,1258,37,631,38,1114,105,1498,216,5280,0,950,0,2720
2012,January,Friday,8:00-9:00,819,55,3034,365,467,571,1600,336,756,158,391,729,862,922,909,710,1002,520,539,349,1074,110,270,222,1177,43,1116,11,511,25,851,65,863,593,2728,0,659,0,1866
2012,January,Friday,9:00-10:00,213,10,729,70,152,265,431,107,595,53,128,359,631,355,487,459,357,214,148,178,347,58,134,115,407,23,421,8,293,19,464,58,565,530,252,0,437,0,1111
2012,January,Friday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,January,Saturday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,January,Saturday,5:00-6:00,731,11,1515,120,162,143,522,47,125,40,177,152,160,92,136,52,10,199,180,116,277,12,67,53,160,25,143,14,27,9,88,13,90,104,1704,0,128,0,171
2012,January,Saturday,6:00-7:00,1235,89,3045,84,482,120,1316,54,330,72,316,105,421,314,173,100,32,548,558,334,805,60,113,237,299,74,317,13,90,3,251,16,228,35,3130,0,231,0,397
2012,January,Saturday,7:00-8:00,2010,75,4485,271,611,433,1511,78,542,214,425,344,476,417,258,217,58,893,1466,776,1430,212,193,213,545,158,445,91,125,10,262,36,571,91,1035,0,375,0,733
2012,January,Saturday,8:00-9:00,1872,130,4181,271,568,560,1122,115,575,171,518,413,410,436,278,205,125,1334,1955,943,1307,245,164,170,674,142,407,103,101,21,311,26,638,94,-294,0,410,0,815
2012,January,Saturday,9:00-10:00,1838,67,3687,218,594,1121,737,166,528,159,497,256,657,440,348,364,40,1341,1686,983,1209,170,274,290,639,43,453,65,123,7,262,13,464,123,-576,0,277,0,777
2012,January,Saturday,10:00-11:00,1662,97,3312,188,550,452,1319,268,486,199,504,331,773,485,294,269,316,1260,1449,658,1404,137,304,334,607,103,431,26,186,11,317,13,432,82,999,0,317,0,806
2012,January,Saturday,11:00-12:00,1728,104,3140,195,487,649,1181,192,803,230,562,667,548,429,678,564,241,1388,1491,836,1448,112,262,190,702,49,563,36,175,23,312,17,423,139,1621,0,319,0,876
2012,January,Saturday,12:00-1:00 PM,1784,146,3500,179,624,527,1621,122,1129,294,518,509,1050,889,586,709,366,1078,1381,725,1407,152,294,470,506,83,547,43,199,2,427,28,552,108,3934,0,383,0,1183
2012,January,Saturday,1:00-2:00,1817,138,3523,324,408,514,1495,620,625,172,545,679,820,633,782,675,539,1133,1556,646,1421,155,285,163,715,40,648,43,231,25,477,29,587,159,3038,0,488,0,1218
2012,January,Saturday,2:00-3:00,1724,118,3344,245,497,1040,1137,275,951,145,713,804,799,837,650,702,619,1243,1358,596,1429,80,374,255,688,48,710,99,186,6,568,15,619,127,2901,0,483,0,1358
2012,January,Saturday,3:00-4:00,1974,126,3362,313,429,549,1798,694,641,301,583,1079,818,762,883,801,758,750,1697,873,1281,175,274,191,818,140,698,93,220,40,512,27,608,223,4626,0,518,0,1459
2012,January,Saturday,4:00-5:00,2495,141,3541,419,633,462,2123,323,1203,158,761,651,1244,945,996,904,1049,1302,1087,723,1472,111,271,329,793,206,762,97,300,127,563,23,953,302,7764,0,682,0,1685
2012,January,Saturday,5:00-6:00,2488,99,3672,415,588,869,1969,400,1255,441,571,690,1588,1332,1106,1246,937,932,1039,1015,935,117,301,642,608,179,879,77,351,173,812,25,1200,326,9224,0,883,0,1980
2012,January,Saturday,6:00-7:00,2489,37,3504,291,570,1296,929,502,833,516,385,836,1326,786,1049,1355,607,165,1094,954,1168,126,274,436,894,146,997,302,244,67,790,18,1146,197,4895,0,910,0,2141
2012,January,Saturday,7:00-8:00,1378,51,2807,300,384,531,1487,314,707,190,469,769,910,493,487,631,890,82,784,629,852,72,184,337,758,175,768,230,263,65,642,21,1085,144,3023,0,660,0,1507
2012,January,Saturday,8:00-9:00,992,30,2138,167,365,526,855,99,552,115,275,434,764,300,412,559,435,57,603,395,573,55,149,456,531,84,666,76,278,48,438,22,724,73,1953,0,528,0,1225
2012,January,Saturday,9:00-10:00,290,0,16,2,10,4,13,11,73,8,35,28,90,142,263,184,177,16,50,130,60,18,20,97,42,25,58,28,35,20,46,7,66,23,-273,0,221,0,498
2012,January,Saturday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,January,Sunday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,January,Sunday,5:00-6:00,560,11,1005,113,106,132,325,41,52,16,166,66,178,113,90,34,14,192,184,55,205,23,36,34,139,49,84,8,62,1,59,16,69,53,1694,0,79,0,115
2012,January,Sunday,6:00-7:00,842,30,1587,176,160,221,595,30,179,89,188,179,254,321,196,72,33,440,473,258,380,50,79,129,149,28,259,11,85,6,167,10,173,102,2155,0,177,0,214
2012,January,Sunday,7:00-8:00,1257,147,2224,213,241,410,711,81,231,71,347,163,299,100,314,125,28,1042,641,344,724,52,99,117,351,27,408,27,154,9,209,27,291,214,2166,0,217,0,355
2012,January,Sunday,8:00-9:00,1495,198,2311,244,205,373,701,83,252,206,238,279,345,177,267,112,46,860,1367,501,562,33,113,119,430,29,425,15,195,6,274,28,314,121,2359,0,269,0,441
2012,January,Sunday,9:00-10:00,1708,203,2378,97,375,424,764,87,301,165,366,181,456,257,241,107,64,1131,1271,352,932,56,137,122,547,32,375,8,202,5,272,7,326,80,1982,0,296,0,673
2012,January,Sunday,10:00-11:00,1825,183,2400,383,236,352,731,66,372,89,350,321,469,242,294,105,106,1804,981,424,846,82,152,118,507,51,390,32,160,5,274,8,345,417,2986,0,258,0,649
2012,January,Sunday,11:00-12:00,2019,144,2325,211,310,514,652,148,285,220,266,303,433,381,146,230,201,1102,1190,475,733,53,165,156,506,50,385,5,142,8,315,30,400,82,2159,0,304,0,804
2012,January,Sunday,12:00-1:00 PM,1561,232,2220,219,257,423,623,149,351,132,372,229,545,761,226,183,194,1122,1068,146,981,33,155,188,363,12,482,18,159,8,345,14,356,296,2750,0,325,0,830
2012,January,Sunday,1:00-2:00,1812,220,2202,158,282,423,780,124,421,71,451,253,562,459,184,190,246,841,1440,290,833,80,173,188,551,48,432,18,159,5,300,18,401,269,2511,0,324,0,882
2012,January,Sunday,2:00-3:00,1754,202,2464,258,297,434,857,203,444,119,496,460,517,571,317,249,243,1063,1357,500,874,77,191,133,539,71,449,18,211,13,349,29,432,226,2624,0,340,0,932
