NEDA UPDATES ON THE ECONOMY,,,,,,,,,,,,,,,,,,,,,
As of 01 February 2012,,,,,,,,,,,,,,,,,,,,,
,A.,Unemployment Rate (%)/f new definition,,,6.4,(Oct '11),7.1,(Jul '11),7,(FY '11),7.1,(Oct '10),,- Months' worth of imports,11.1,,11.2,,11.1,9.5,
,B.,Employment  Generated ('000),,,"2,057",(Oct '11),870,(Jul '11),"1,157",(FY '11),"1,010",(Oct '10),G.,Total External Debt ($ M),"62,431",(Q3 '11),"61,424",(Q2 '11),"62,431","59,771",(Q3 '10)
,,,Agriculture,,590,,-147,,310,,193,,,- of which : Total Short Term',"7,147",,"7,156",,"7,147","5,742",
,,,Industry,,232,,223,,132,,220,,,                 Total Private Sector,"14,552",,"14,510",,"14,552","13,382",
,,,Services,,"1,235",,794,,715,,596,,,,,,,,,,
,C.,Underemployment Rate (%),,,19.1,(Oct '11),19.1,(Jul '11),19.3,(FY '11),19.6,(Oct '10),VI.  NG CASH OPERATIONS (BTr),,                  Latest ,,                Preceding,,Year to,                     Same Month,
,,,,,,,,,,,,,,(in billion pesos)*,                  Month,,             Month,,      Date,                     Year Ago,
,D.,Minimum Wage (in pesos) (NWPC),,,,,,,,,,,,,,,,,,,
,,,NCR,,389-426,(Dec '11),389-426,(Nov '11),389-426,(Dec '11),367-404,(Dec '10),A.,Revenues,128.75,Nov '11,103.94,Oct '11,1249.77,111.54,Nov '10
,,,AOMM,,190-337,,190-337,,190-337,,190-316,,,  Tax,119.24,,94.35,,1104.95,103.41,
,,,,,,,,,,,,,,  Non-tax,9.51,,9.59,,144.82,8.12,
,E.,Index of Compensation Per Employee (QEI-NSCB),,,,,,,,,,,B.,Expenditures,150.75,,125.2,,1346.03,111.05,
,,,Nominal (1978=100),,"2,181.20",(Q2'11),"2,064.90",(Q1'11),"2,123.00",(Q1-Q2' 11),"2,075.60",(Q2 '10),C.,Surplus(+) / Deficit(-),-22,,-21.26,,-96.25,-0.48,
,,,Constant (1978=100),,109.7,(Q2'11),104.9,(Q1'11),107.3,(Q1-Q2' 11),109.1,(Q2 '10),D.,Net Foreign Financing,-4.55,,1.16,,56.96,-4.26,
,,,,,,,,,,,,,E.,Net Domestic Financing/e,-12.82,,-83.34,,-91.62,1.14,
,,,,,,,,,,,,,F.,Cash Build-up(-)/ Withdrawal (+),39.37,,103.44,,130.91,2.64,
,*,"Details may not add up due to rounding, includes non-cash collections and expenditures",,,,,,,,,,,,,,,,,,,
,/a,the Indicator changed from Growth of Loans for ODCs to Loans of Universal/ Commercial Banks as the BSP revised their series. Loans of U/KB is Gross of RRP,,,,,,,,,,,,,,,,Updated by: ,MEAD-NPPS,,
,,"The old series covered all Other Depository Corporations that included, apart from universal/commercial banks, thrift banks and rural banks.",,,,,,,,,,,,,,,,,,,
,/b,based on Depository Corporations Survey,,,,,,,,,,,,,,,,,,,
,/c,(2000-based),,,,,,,,,,,,,,,,,,,
,/d,"expanded electronics coverage which includes semi-conductors, electronic data processing, office equipment, consumer electronics, telecommunication, ",,,,,,,,,,,,,,,,,,,
,,"communication/radar, control and instrumentation, medical/industrial instrumentation and automotive electronics.",,,,,,,,,,,,,,,,,,,
,/e,net of non-budgetary accounts,,,,,,,,,,,,,,,,,,,
,/f,"starting April 2005, LFS adopts the new definition of unemployment",,,,,,,,,,,,,,,,,,,
