NEDA UPDATES ON THE ECONOMY,,,,,,,,,,,,,,,,,,,,,
As of 20 June 2012,,,,,,,,,,,,,,,,,,,,,
,A.,Unemployment Rate (%)/f new definition,,,6.9,(Apr '12),7.2,(Jan '12),7.1,(Jan-Apr '12),7.2,(Apr '11),,                 Total Private Sector,"14,079",,"14,552",,"14,079","13,851",
,B.,Employment  Generated ('000),,,"1,021",(Apr '12),"1,101",(Jan '12),"1,061",(Jan-Apr '12),"1,407",(Apr '11),VI.  NG CASH OPERATIONS (BTr),,                  Latest ,,                Preceding,,Year to,                     Same Month,
,,,Agriculture,,313,,227,,270,,645,,,(in billion pesos)*,                  Month,,             Month,,      Date,                     Year Ago,
,,,Industry,,g,,g,,g,,130,,A.,Revenues,153.27,Apr '12,115.43,Mar '12,514.24,138.34,Apr '11
,,,Services,,g,,g,,g,,632,,,  Tax,142.35,,101.82,,444.6,126.78,
,C.,Underemployment Rate (%),,,19.3,(Apr '12),18.8,(Jan '12),19.1,(Jan-Apr '12),19.4,(Jan '11),,  Non-tax,10.91,,13.61,,69.64,11.55,
,D.,Minimum Wage (in pesos) (NWPC),,,,,,,,,,,B.,Expenditures,122.24,,144.05,,517.13,112.08,
,,,NCR,,409-446,(Jun '12),389-426,(May '12),409-446,(Jun '12),389-426,(Jun '11),C.,Surplus(+) / Deficit(-),31.02,,-28.62,,-2.88,26.26,
,,,AOMM,,190-349.5,,190-349.5,,190-349.5,,190-337,,D.,Net Foreign Financing,-1.93,,-5.46,,64.89,0.66,
,E.,Index of Compensation Per Employee (QEI-NSCB),,,,,,,,,,,E.,Net Domestic Financing/e,18.2,,-38.92,,149.98,17.06,
,,,Nominal (1978=100),,"2,419.00",(Q4'11),"2,390.80",(Q3'11),"2,264.00",(FY' 11),"2,310.00",(Q4 '10),F.,Cash Build-up(-)/ Withdrawal (+),-14.62,,-163.64,,-179.3,-43.97,
,,,Constant (1978=100),,121.1,(Q4'11),119.2,(Q3'11),113.7,(FY' 11),121.1,(Q4 '10),,,,,,,,,
,,,,,,,,,,,,,,,,,,Updated by: ,MACRO-NPPS,,
,,,,,,,,,,,,,,,,,,,,,
,*,"Details may not add up due to rounding, includes non-cash collections and expenditures",,,,,,,,,,,,,,,,,,,
,/a,the Indicator changed from Growth of Loans for ODCs to Loans of Universal/ Commercial Banks as the BSP revised their series. Loans of U/KB is Gross of RRP,,,,,,,,,,,,,,,,,,,
,,"The old series covered all Other Depository Corporations that included, apart from universal/commercial banks, thrift banks and rural banks.",,,,,,,,,,,,,,,,,,,
,/b,based on Depository Corporations Survey,,,,,,,,,,,,,,,,,,,
,/c,(2006=100),,,,,,,,,,,,,,,,,,,
,/d,"expanded electronics coverage which includes semi-conductors, electronic data processing, office equipment, consumer electronics, telecommunication, ",,,,,,,,,,,,,,,,,,,
,,"communication/radar, control and instrumentation, medical/industrial instrumentation and automotive electronics.",,,,,,,,,,,,,,,,,,,
,/e,net of non-budgetary accounts,,,,,,,,,,,,,,,,,,,
,/f,"starting April 2005, LFS adopts the new definition of unemployment",,,,,,,,,,,,,,,,,,,
,/g,"can not be computed due to changes in the industry classification. Starting January 2012 Labor Force Survey (LFS), the codes for industry adopted the 2009 Philippine Standard Industrial Classification (PSIC).  Prior to this, codes for industry used the 1994 PSIC.",,,,,,,,,,,,,,,,,,,
