psgc_brgy,water_sealed,closed_pit,open_pit,others_ pails_etc,none
74620011,673,22,3,3,19
74620012,872,4,7,5,23
74620013,433,14,2,17,90
74620014,149,20,5,8,24
74620015,709,12,4,1,30
74621001,581,69,11,2,172
74621002,147,1,3,4,285
74621003,408,4,49,32,28
74621004,290,3,0,0,50
74621005,594,4,22,61,174
74621006,494,1,0,2,26
74621007,211,14,2,74,606
74621008,332,38,0,1,17
74621009,206,1,1,4,42
74621010,312,3,2,3,12
74621011,260,143,18,2,109
74621012,158,0,0,1,2
74621013,315,1,25,96,10
74621014,210,1,3,2,14
74621015,288,14,24,33,18
74621016,190,2,0,1,5
74621017,402,6,2,4,144
74621018,572,2,3,6,32
74621019,560,0,17,49,42
74621020,360,17,17,2,177
74621021,463,8,10,18,155
74621022,731,83,44,2,140
74621023,176,29,52,15,441
74621025,819,11,1,1,92
74622001,16,8,0,0,33
74622002,168,50,84,3,250
74622003,59,71,30,0,50
74622004,128,2,1,0,20
74622005,23,16,37,0,133
74622006,22,16,22,0,88
74622007,75,33,83,0,200
74622008,36,20,16,2,85
74622009,47,29,72,0,106
74622010,59,20,34,6,163
74622011,64,21,28,0,111
74622012,126,24,35,0,18
74622013,54,23,22,4,39
74622014,89,7,5,0,38
74622015,68,21,17,1,21
74622016,254,35,14,2,104
74622017,43,18,23,0,41
74622018,200,24,15,0,44
74622019,61,28,71,0,190
74622020,38,55,29,2,53
74622021,71,33,85,0,145
74622022,304,11,8,0,12
74622023,118,11,0,1,19
74622024,26,25,16,1,37
74622025,59,13,9,5,55
74622026,139,7,24,1,77
74622027,168,59,29,0,124
74622028,21,18,13,0,136
74623001,261,3,0,1,9
74623002,513,2,1,4,17
74623003,174,6,0,8,2
74623004,186,2,3,0,11
74623005,66,2,1,0,2
74623006,235,1,0,0,10
74623007,202,1,27,2,5
74623008,318,0,0,0,7
74623009,189,1,2,1,12
74623010,98,2,0,0,8
74623011,89,10,4,6,109
74623012,335,2,0,0,4
74623013,217,2,0,0,8
74623014,185,3,0,0,4
74623015,189,7,0,0,3
74623016,97,1,0,0,11
74623017,341,2,0,1,8
74623018,88,1,0,2,2
74623019,311,0,0,0,23
74623020,137,0,0,0,1
74623021,73,0,0,0,0
74623022,245,2,1,2,26
74623023,123,0,0,1,9
74623024,160,2,0,0,24
74624001,277,37,154,3,631
74624002,18,0,22,0,80
74624003,63,6,54,0,201
74624004,47,14,123,14,205
74624005,22,4,60,0,187
74624006,174,20,20,1,77
74624007,31,4,80,1,257
74624008,73,12,42,1,169
74624009,91,19,39,2,107
74624010,47,15,149,8,596
74624011,394,83,36,6,225
74624012,138,9,65,9,108
74624013,116,14,77,1,307
74624014,204,32,106,10,407
74624015,129,15,82,2,261
74625001,359,0,1,1,115
74625002,108,44,13,9,113
74625003,105,33,11,1,35
74625004,105,4,9,0,76
74625005,646,4,3,6,64
74625006,616,134,265,6,370
74625007,127,1,19,0,27
74625008,200,4,3,1,84
74625009,19,6,20,2,194
74625010,1067,49,115,1,44
76101001,28,0,0,0,2
76101002,87,1,0,0,12
76101003,131,4,1,1,30
76101004,30,0,0,0,4
76101005,49,0,0,0,8
76101006,71,0,0,0,20
76101007,130,0,0,0,29
76101008,117,1,0,0,30
76101009,91,0,0,0,11
76101010,22,0,0,0,10
76101011,43,0,0,0,10
76101012,40,0,0,0,10
76101013,41,0,0,0,11
76101014,120,3,1,0,18
76102001,22,0,0,0,4
76102002,9,0,0,0,5
76102003,171,2,2,2,22
76102004,40,2,0,0,8
76102005,19,0,0,0,15
76102006,51,0,0,0,7
76102007,74,4,1,0,5
76102008,13,0,0,0,3
76102009,47,1,1,0,12
76102010,58,1,0,0,8
76102011,4,0,0,0,5
76102012,71,2,0,0,8
76102013,111,0,0,2,9
76102014,59,2,2,0,13
76102015,8,0,0,0,6
76102016,12,0,0,0,4
76102017,21,0,0,0,2
76102018,141,1,0,1,7
76102019,10,0,0,0,1
76102020,50,0,1,0,4
76102021,113,5,0,1,11
76102022,43,0,0,0,3
76102023,88,0,0,0,7
76103001,293,4,1,2,143
76103002,97,13,1,0,33
76103003,117,12,3,4,86
76103004,155,34,1,0,61
76103005,253,13,0,0,80
76103006,268,6,2,1,157
76103007,98,9,1,1,43
76103008,141,19,1,0,60
76103009,73,18,0,0,61
76103010,219,17,0,1,87
76103011,61,3,0,0,52
76103012,304,13,4,1,128
76103013,111,5,0,0,56
76103014,79,10,1,0,51
76103015,80,1,0,0,41
76103016,145,2,2,0,51
76103017,79,1,2,0,54
76103018,128,0,2,0,43
76104001,139,6,0,0,47
76104002,83,3,0,0,26
76104003,61,0,0,0,13
76104004,105,2,0,0,43
76104005,87,5,0,0,14
76104006,111,2,0,0,12
76104007,97,2,0,0,11
76104008,73,2,1,0,16
76104009,56,11,0,0,23
76104010,142,0,0,0,34
76104011,182,2,2,0,55
76104012,100,0,0,0,8
76104013,84,7,0,0,35
76104014,149,8,0,1,14
76104015,86,1,0,0,62
76104016,120,6,0,1,33
76104017,45,0,0,0,21
76104018,38,1,0,1,8
76104019,28,0,0,0,10
76104020,40,2,1,0,11
76104021,174,3,0,0,30
76104022,19,9,0,0,27
76105001,81,0,0,0,42
76105002,75,1,1,1,16
76105003,191,0,0,0,43
76105004,46,5,2,0,18
76105005,268,2,8,1,88
76105006,47,5,1,0,12
76105007,147,2,2,8,33
76105008,119,7,6,2,45
76105009,143,1,3,0,44
76105010,22,1,0,3,3
76105011,211,8,2,1,63
76105012,117,2,3,0,56
76105013,60,15,12,3,27
76105014,223,7,4,0,74
76105015,36,8,3,0,18
76106001,31,1,0,0,1
76106002,10,1,1,0,5
76106003,25,0,0,0,23
76106004,87,0,0,3,17
76106005,111,1,0,0,24
76106006,16,0,0,0,2
76106007,80,0,0,0,3
76106008,180,0,0,0,10
76106009,24,2,0,0,9
76106010,52,0,0,2,4
76106011,148,17,0,2,18
76106012,139,1,0,0,40
76106013,146,16,1,0,43
76106014,35,0,0,0,10
76106015,16,2,0,0,4
76106016,33,0,0,0,14
76106017,35,0,0,0,6
76106018,35,1,1,0,8
76106019,90,1,0,0,20
76106020,121,0,0,0,66
76106021,112,0,1,0,8
76106022,61,0,1,0,12
76106023,47,2,0,0,10
76106024,29,0,0,0,9
76106025,79,2,4,0,20
76106026,44,2,1,0,14
76106027,59,0,1,0,13
76106028,32,0,0,0,18
76106029,64,1,0,0,45
76106030,65,1,1,1,15
76106031,31,1,0,0,8
76106032,29,0,0,0,14
76106033,157,1,0,0,23
76106034,12,0,0,0,1
76106035,46,0,0,0,9
76106036,55,0,0,2,5
76106037,17,4,2,0,3
76106038,31,11,0,1,16
76106039,117,6,1,1,53
76106040,32,0,0,0,22
76106041,27,1,2,0,30
76106042,17,0,0,1,24
60401001,292,63,64,0,6
60401002,203,84,88,1,5
60401003,80,99,110,1,3
60401004,49,39,52,1,2
60401005,301,50,13,0,9
60401006,367,28,32,0,7
60401007,142,65,47,5,2
60401008,397,82,30,1,7
60401009,409,75,45,0,12
60401010,563,55,45,0,13
60401011,444,21,19,3,8
60401012,25,39,43,0,2
60401013,215,36,43,1,0
60401014,137,87,34,6,3
60402001,389,188,236,7,12
60402002,239,164,235,6,8
60402004,434,154,228,4,7
60402005,195,152,133,8,10
60402006,236,140,151,4,9
60402007,249,178,210,12,6
60402008,22,49,131,10,25
60402009,200,144,175,1,3
60402010,4,129,63,3,6
60402011,105,13,2,0,4
60403001,97,88,16,2,12
60403002,122,80,15,4,5
60403003,127,140,24,4,9
60403004,135,58,6,0,11
60403005,73,38,8,0,3
60403006,56,40,6,0,0
60403007,104,79,22,0,5
60403008,71,73,27,1,6
60403009,39,77,30,0,3
60403010,166,67,11,1,9
60403011,53,51,16,0,4
60403012,105,71,2,2,6
60403013,304,142,27,7,23
60403014,132,80,15,1,5
60403015,119,87,9,4,8
60403016,53,55,8,7,8
60403017,97,106,19,6,17
60403018,43,12,6,1,2
60403019,88,35,5,0,2
60403020,75,61,18,0,13
60403021,123,157,36,0,14
60403022,22,33,6,0,2
60403023,96,85,10,1,8
60403024,78,83,5,0,20
60403025,93,55,13,7,14
60403026,58,101,2,0,4
60403027,33,48,6,0,3
60403028,144,136,36,3,9
60403029,115,44,26,0,15
60403030,68,23,24,0,8
60404001,289,39,40,16,21
60404002,205,37,43,18,22
60404003,323,38,30,14,18
60404004,139,28,23,8,9
60404005,194,51,63,16,31
60404006,355,87,44,13,36
60404007,352,34,67,27,44
60404008,62,11,25,5,14
60404009,276,117,46,28,34
60404010,273,14,26,12,36
60404011,223,11,0,4,19
60404012,76,35,5,5,16
60404013,226,27,36,18,24
60404014,154,18,21,10,31
60404015,264,7,13,11,28
60404016,180,8,21,8,23
60404017,201,21,27,6,16
60404018,240,9,15,9,28
60404019,200,17,19,19,35
60404020,141,7,7,8,13
60405001,279,1,0,0,48
60405002,120,1,0,3,48
60405003,142,1,1,0,43
60405004,70,1,0,0,54
60405005,72,1,0,0,47
60405006,118,0,0,0,61
60405007,207,3,1,0,97
60405008,274,0,0,1,73
60405009,114,1,0,0,83
60405010,160,1,0,2,131
60405011,102,1,0,0,88
60405012,209,0,2,1,7
60405013,142,1,1,0,54
60405014,30,0,0,0,13
60405015,193,4,0,0,51
60406001,293,5,1,3,42
60406002,139,14,4,24,26
60406003,163,9,0,2,9
60406004,94,26,13,5,37
60406005,419,17,5,13,67
60406006,189,13,8,1,68
60406007,110,18,3,1,13
60406008,176,24,5,4,15
60406009,43,22,7,25,17
60406010,153,35,2,14,28
60406011,12,6,5,5,27
60406012,132,24,4,0,5
60406013,75,28,5,20,27
60406014,312,50,14,9,56
60406015,72,19,17,0,10
60406016,24,6,2,2,14
60406017,323,26,29,8,37
60406018,34,24,1,2,59
60406019,90,29,10,2,25
60406020,233,105,21,8,95
60406021,281,41,6,35,40
60406022,107,28,9,2,27
60406023,304,66,20,16,41
60406024,254,32,8,16,29
60406025,142,42,7,0,17
60406026,186,22,15,24,33
60406027,12,11,12,1,13
60406028,125,23,19,11,30
60406029,205,27,3,6,41
60406030,162,48,25,9,80
60406031,188,36,7,3,10
60406032,178,35,8,13,17
60406033,82,14,4,1,27
60406034,86,24,5,1,13
60406035,6,12,21,0,29
60407001,553,10,20,25,166
60407002,203,5,12,17,55
60407003,196,9,8,20,50
60407004,93,0,7,2,33
60407005,380,9,9,45,131
60407006,153,1,2,10,33
60407007,95,21,4,2,34
60407008,549,17,9,43,120
60407009,219,9,7,6,70
60407010,204,5,2,4,36
60407011,112,3,6,13,41
60407012,219,4,9,16,34
60407013,737,15,1,49,219
60407014,320,8,8,33,74
60407015,233,13,12,21,73
60407016,129,8,3,6,29
60408001,82,97,19,0,22
60408002,96,47,2,1,5
60408003,99,33,0,2,28
60408004,129,46,4,1,15
60408005,81,29,0,1,16
60408006,124,62,2,0,15
60408007,104,57,1,1,13
60408008,244,27,2,0,13
60408009,122,51,7,1,7
60408010,82,52,4,0,4
60408011,56,63,20,1,13
60408012,90,72,8,0,15
60409001,79,84,14,0,10
60409002,92,134,52,1,0
60409003,19,78,19,0,0
60409004,53,24,14,0,0
60409005,68,101,25,1,2
60409006,83,50,29,2,2
60409007,42,54,18,0,6
60409008,16,42,25,0,0
60409009,25,53,298,13,85
60409010,231,115,23,0,0
60409011,134,60,14,0,3
60409012,220,143,40,2,9
60409013,64,76,171,1,18
60409014,43,118,9,4,6
60409015,36,179,281,0,18
60409016,86,84,55,0,0
60409017,81,161,51,2,21
60409018,15,34,100,4,54
60409019,52,204,72,0,4
60409020,127,67,2,0,0
60409021,622,28,7,1,14
60409022,40,59,9,0,1
60409023,70,135,60,3,20
60409024,56,68,17,0,0
60410001,159,53,7,0,6
60410002,42,46,44,7,0
60410003,65,27,9,0,2
60410004,99,30,26,2,2
60410005,30,35,18,0,0
60410006,81,18,16,1,0
60410007,26,62,10,0,0
60410008,19,28,42,5,0
60410009,37,6,9,0,4
60410010,40,18,17,1,0
60410011,73,21,10,1,3
60410012,22,91,45,0,0
60410013,15,62,67,1,11
60410014,20,84,71,0,2
60410015,35,46,19,0,3
60410016,76,18,21,2,3
60410017,62,73,56,0,3
60410018,107,43,61,0,0
60410019,13,80,126,38,3
60410020,246,39,27,1,3
60410021,39,105,39,0,1
60410022,41,16,20,0,1
60410023,75,26,6,0,2
60410024,40,26,9,0,0
60410025,61,45,12,8,0
60411001,27,67,58,0,32
60411002,79,21,16,0,15
60411003,77,4,2,3,24
60411004,19,16,19,1,43
60411005,225,31,7,22,74
60411006,126,45,20,2,19
60411007,155,40,5,16,36
60411008,204,43,16,22,26
60411009,133,66,105,10,45
60411010,31,53,48,0,26
60411011,211,64,72,0,24
60411012,231,57,45,12,22
60411013,102,76,68,4,15
60411014,222,41,9,10,46
60411015,407,75,13,18,53
60411016,52,37,57,1,12
60411017,60,68,51,8,23
60411018,219,49,17,18,56
60412001,179,1,0,0,26
60412002,797,2,0,0,79
60412003,160,3,3,1,23
60412004,85,0,5,1,30
60412005,869,6,1,4,232
60412006,81,0,0,0,30
60412007,46,4,0,0,2
60412008,105,4,0,0,80
60412009,108,1,0,0,13
60412010,1054,4,1,6,195
60412011,63,5,6,2,48
60412012,163,1,2,0,26
60412013,114,0,1,0,20
60412014,200,3,0,0,21
60412015,173,0,0,1,42
60412016,431,3,0,1,97
60412017,115,3,2,0,11
60413001,176,14,4,1,7
60413002,130,17,12,0,6
60413003,170,91,93,1,3
60413004,129,97,45,0,4
60413005,4,10,5,0,0
60413006,62,35,21,0,0
60413007,117,40,12,0,2
60413008,120,49,27,0,6
60413009,200,86,90,0,5
60413010,274,22,9,0,4
60413011,163,23,9,0,6
60413012,196,46,23,0,3
60413013,177,58,30,1,3
60413014,28,51,57,0,12
60413015,307,5,1,0,4
60413016,298,92,53,0,9
60413017,85,57,61,0,11
60413018,155,20,23,0,0
60413019,203,62,43,0,12
60413020,44,80,6,0,3
60413021,55,25,26,1,4
60413022,243,25,23,0,5
60413023,45,10,20,2,8
60414001,178,0,4,1,33
60414002,357,2,3,2,13
60414003,190,1,2,9,27
60414004,268,4,0,6,26
60414005,437,35,7,13,28
60414006,162,14,7,0,29
60414007,302,61,12,8,78
60414008,196,26,4,4,9
60414009,96,3,13,11,22
60414010,124,3,9,2,15
60414012,405,10,11,10,41
60414013,27,0,4,5,13
60414014,117,12,9,7,15
60414015,347,9,0,2,15
60414016,193,1,12,5,24
60414017,286,4,3,4,15
60414018,113,5,0,13,33
60414019,362,33,5,8,35
60414020,364,13,3,17,47
60414021,345,15,9,10,56
60415001,105,108,62,3,17
60415002,206,234,102,0,38
60415003,205,117,70,3,57
60415004,53,67,30,0,34
60415005,129,167,163,0,35
60415006,96,93,59,4,19
60415007,164,124,103,4,17
60415008,90,83,70,1,11
60415009,152,172,98,2,42
60415010,114,99,46,0,5
60415011,135,182,127,4,51
60415012,100,166,152,0,42
60415013,265,266,214,0,68
60415014,185,202,123,4,35
60415015,152,182,105,4,23
60415017,194,172,168,3,25
60416001,150,5,3,0,18
60416002,201,211,26,1,7
60416003,196,16,3,0,19
60416004,195,7,2,0,12
60416006,357,33,2,1,56
60416007,180,8,0,0,52
60416008,116,18,0,2,8
60416009,214,2,0,2,28
60416010,243,19,0,0,21
60416011,196,5,0,0,11
60416012,166,4,0,8,19
60416013,127,3,0,0,14
60416014,114,4,1,0,9
60416015,64,118,2,1,8
60416016,33,106,0,0,0
60416017,157,8,0,0,20
60416018,84,0,4,0,10
60417001,222,38,38,2,22
60417002,263,23,6,0,15
60417003,158,18,10,0,18
60417004,143,19,14,0,26
60417005,231,49,11,0,20
60417006,19,26,10,0,8
60417007,18,15,9,0,7
60417008,387,147,37,6,31
60417009,161,11,3,1,12
60417010,228,59,21,0,34
60417011,338,41,7,3,34
60417012,324,60,21,2,35
60417013,5,11,17,0,7
60417014,284,27,11,0,18
60417015,26,68,20,0,11
60601001,93,34,1,2,19
60601002,69,19,6,1,22
60601004,142,20,0,1,49
60601005,141,36,5,0,15
60601006,38,16,0,0,14
60601007,87,28,4,1,48
60601008,40,8,16,0,11
60601009,52,23,15,0,21
60601010,34,17,26,0,12
60601011,102,25,2,0,23
60601012,85,15,6,0,54
60601013,134,61,8,1,27
60601014,160,44,13,3,76
60601015,81,28,7,0,28
60601016,68,15,0,0,80
60601017,108,3,1,0,29
60601018,122,30,7,1,50
60601019,93,19,3,1,41
60601020,107,28,2,0,28
60601021,24,14,9,0,22
60601022,99,19,6,0,61
60601023,38,1,3,0,20
60601024,75,21,3,0,120
60602002,28,6,0,13,12
60602003,97,22,2,0,26
60602004,135,10,2,4,86
60602005,25,4,4,0,20
60602006,55,1,2,1,20
60602007,77,3,1,0,15
60602008,48,11,2,0,10
60602009,35,4,1,0,9
60602010,8,7,6,0,5
60602011,170,19,38,15,106
60602012,100,4,15,4,25
60602013,102,41,16,1,45
60602014,143,1,1,0,42
60602015,2,4,0,1,27
60602016,129,14,14,5,33
60602017,4,0,0,0,22
60602018,26,11,4,0,17
60602019,4,0,0,0,20
60602020,168,9,3,12,32
60602021,229,11,1,2,48
60602022,4,8,0,0,5
60602023,1,17,4,0,18
60602024,47,21,10,0,51
60602025,16,27,7,1,78
60602026,47,19,3,1,30
60602027,56,12,5,0,10
60602028,0,8,7,0,17
60602029,0,6,1,0,31
60602030,28,2,3,0,10
60602031,1,0,2,0,15
60602032,19,0,0,0,11
60602033,199,16,6,14,86
60602034,238,3,6,21,28
60602035,75,6,0,2,45
60602036,0,9,0,0,10
60602037,24,3,0,1,19
60602038,24,8,3,0,58
60602039,7,2,1,0,18
60602040,55,17,1,0,24
60603001,101,15,17,0,62
60603002,30,12,11,0,34
60603003,66,35,10,0,25
60603004,90,5,5,0,12
60603005,46,3,9,0,23
60603006,85,31,7,0,38
60603007,37,21,11,1,9
60603008,200,65,75,0,97
60603009,109,22,4,0,20
60603010,34,11,2,0,24
60603011,38,26,6,0,9
60604001,16,0,0,1,5
60604002,22,4,4,3,69
60604003,201,7,4,0,104
60604004,212,9,1,2,40
60604005,236,29,9,2,75
60604006,186,14,10,1,70
60604009,173,5,5,3,49
60604010,245,16,8,2,54
60604011,10,13,12,7,165
60604012,234,4,7,18,64
60604013,165,6,0,9,38
60604014,128,6,8,4,79
60604015,30,5,2,1,34
60604016,144,12,7,0,92
60604017,123,14,53,18,151
60604018,299,34,8,2,56
60604019,320,19,28,5,62
60604020,303,29,18,0,55
60604021,23,17,7,11,83
60604022,94,4,1,0,39
60604023,134,10,2,0,59
60604024,125,6,2,3,41
60604025,145,11,4,2,31
60604026,55,6,1,0,46
60604027,31,18,15,0,46
60604028,39,3,2,1,43
60604029,229,10,4,20,107
60605001,192,4,0,4,108
60605002,52,3,5,0,23
60605003,102,5,2,0,62
60605004,81,5,2,2,22
60605005,43,3,2,0,67
60605006,24,0,1,0,19
60605007,406,7,0,1,164
60605008,84,8,2,1,98
60605009,99,5,3,0,36
60605010,74,5,0,0,51
60605011,71,2,1,2,52
60605012,77,0,5,0,34
60605013,101,4,0,0,74
60605014,817,30,0,10,141
60605015,14,3,0,0,141
60605016,92,9,5,1,25
60605017,107,0,0,2,114
60605018,276,20,3,3,163
60606001,47,12,5,0,16
60606002,119,37,10,3,66
60606003,53,15,2,1,33
60606004,19,10,35,2,48
60606005,71,32,2,0,291
60606007,62,13,1,0,26
60606008,103,15,3,1,20
60606009,51,5,1,0,18
60606010,117,24,8,0,50
60606011,196,66,23,1,110
60606012,87,22,2,0,32
60606013,53,12,1,0,19
60606014,182,41,3,0,75
60606015,69,13,3,1,29
60606016,57,14,3,0,20
60606017,49,7,1,0,10
60606018,84,29,5,1,52
60606019,50,14,1,0,37
60606020,112,37,9,0,43
60606021,154,26,6,1,76
60606022,37,11,0,0,5
60606023,67,9,0,0,26
60606024,139,20,4,1,58
60606025,177,18,0,2,49
60606026,72,10,1,5,38
60606027,34,7,0,0,102
60606028,113,24,1,1,42
60606029,22,25,6,0,33
60606030,37,8,14,0,20
60606031,153,12,4,1,30
60606032,175,44,1,0,109
60606033,150,17,6,2,71
60606034,14,7,0,0,19
60606036,70,18,3,2,27
60606037,53,6,3,0,13
60606038,79,4,6,0,28
60606039,83,17,10,0,22
60606040,27,8,1,0,30
60606041,45,22,5,0,15
60606042,20,29,3,1,7
60606043,46,18,0,6,22
60606044,7,7,2,0,17
60606045,92,17,2,0,34
60606046,108,28,6,2,40
60607001,135,36,5,6,22
60607002,80,34,36,0,24
60607003,59,27,2,0,7
60607004,87,2,4,0,11
60607005,71,9,6,2,3
60607006,45,6,1,0,0
60607007,42,33,18,4,6
60607008,81,0,0,0,11
60607009,38,23,23,5,5
60607010,44,20,13,0,3
60607011,32,12,17,0,7
60607012,5,30,0,0,0
60607013,51,6,17,0,0
60607014,139,30,4,3,1
60607015,35,43,7,0,2
60607016,72,20,1,1,1
60607017,69,67,8,0,7
60607018,56,6,9,4,2
60607019,13,71,1,0,0
60607020,45,1,34,0,8
60607021,26,17,23,8,9
60607022,33,20,17,1,2
60607023,1,39,1,0,0
60607024,46,12,53,12,4
60607025,40,15,13,5,6
60607026,24,0,11,0,2
60607027,31,6,5,1,0
60607028,137,38,16,10,5
60607029,74,30,18,0,9
60607030,36,47,2,0,4
60607031,8,11,20,0,6
60607032,8,32,13,0,0
60607033,24,9,15,1,6
60607034,109,24,15,3,14
60607035,8,4,7,0,1
60607036,125,21,2,3,11
60607037,139,25,9,8,13
60607038,107,9,2,13,2
60607039,4,7,20,1,6
60607040,4,41,12,0,1
60607041,13,61,1,1,0
60607042,53,11,36,4,6
60607043,18,24,25,7,3
60607044,61,11,51,0,1
60607045,6,6,24,0,1
60607046,5,13,20,5,2
60607047,102,32,11,11,18
60607048,76,26,9,2,4
60607049,48,27,10,0,1
60607050,34,10,7,7,7
60608001,105,3,8,0,26
60608002,211,6,34,4,103
60608003,123,3,4,0,33
60608005,96,18,33,0,13
60608006,56,1,27,0,27
60608008,27,1,17,0,44
60608009,15,5,26,1,23
60608010,114,8,6,0,27
60608011,164,15,41,0,54
60608012,98,3,3,1,16
60608013,78,8,27,0,22
60608014,96,6,1,3,42
60608015,23,0,7,0,5
60608016,172,28,13,2,76
60608017,66,0,22,1,36
60608018,52,1,10,0,21
60608019,63,4,2,2,8
60608020,11,0,21,0,26
60608021,101,1,3,1,19
60608022,188,7,33,0,41
60608023,68,4,11,1,53
60608024,194,15,14,0,36
60608025,55,5,14,0,15
60608026,83,10,6,0,18
60608027,95,9,18,0,24
60608028,77,2,35,0,31
60608029,195,52,31,1,88
60608030,157,35,39,6,61
60608031,112,5,74,2,62
60608033,152,21,26,3,58
60608034,255,6,15,1,58
60608035,39,1,44,0,42
60608036,8,1,20,0,20
60608037,11,1,14,0,4
60608038,4,1,8,0,17
60608039,152,7,9,0,39
60608040,72,3,5,0,10
60608041,124,13,8,1,19
60608042,4,1,34,0,14
60608045,86,14,2,0,10
60608046,68,6,2,0,16
60608047,39,9,1,0,2
60608048,68,6,2,0,11
60608049,98,28,6,0,28
60608050,81,9,13,0,32
60608051,0,0,9,0,4
60608053,179,4,2,2,40
60609002,11,1,1,0,20
60609003,7,6,5,1,44
60609004,92,6,1,0,37
60609005,151,22,7,0,68
60609006,20,11,16,0,96
60609007,28,2,1,2,18
60609008,112,12,8,6,90
60609009,213,37,7,1,75
60609010,16,1,0,3,27
60609011,332,32,27,2,84
60609012,32,2,1,0,18
60609013,103,0,1,12,30
60609014,77,19,13,2,43
60609015,8,2,4,5,39
60609016,32,3,7,1,11
60609017,33,4,1,5,57
60609018,30,1,10,1,54
60609019,57,4,2,0,56
60609020,39,1,11,5,34
60609021,204,12,17,9,79
60609022,67,0,1,0,8
60609023,68,17,9,1,52
60609024,57,4,7,1,31
60609025,5,0,2,2,38
60609026,134,13,3,1,72
60609027,66,4,4,11,16
60609028,8,0,2,4,53
60609029,24,1,7,5,24
60609030,151,5,0,1,57
60609031,18,0,0,3,22
60609032,11,6,8,0,37
60609034,26,19,12,1,22
60609035,9,1,0,0,20
60609036,307,3,4,25,62
60609038,13,0,0,1,14
60609039,48,22,15,1,39
60609040,6,3,0,0,39
60609041,21,1,2,4,55
60609042,8,9,8,0,41
60609043,77,3,10,7,38
60610001,102,23,3,2,54
60610002,38,8,0,0,16
60610003,126,16,0,4,34
60610004,47,10,0,12,20
60610005,62,20,0,0,40
60610006,40,7,0,5,24
60610007,76,10,1,0,37
60610008,39,8,0,0,8
60610009,46,16,3,2,55
60610010,75,13,1,1,24
60610011,33,10,0,11,25
60610012,69,26,1,0,30
60610013,125,20,0,0,33
60610014,115,15,0,3,25
60610015,90,39,2,0,72
60610016,82,18,3,1,55
60610017,28,5,1,1,38
60610018,111,46,2,1,77
60610019,319,51,0,3,150
60611001,20,4,1,0,6
60611002,52,7,2,1,23
60611003,150,27,2,2,71
60611004,38,12,4,0,20
60611005,75,10,2,0,44
60611007,40,1,1,1,12
60611008,74,6,0,2,11
60611009,42,11,0,1,43
60611010,53,0,1,0,5
60611011,70,17,2,0,30
60611012,67,10,1,0,21
60611013,62,9,2,2,42
60611014,73,22,5,0,22
60611015,136,30,4,0,77
60611016,63,21,3,0,42
60611017,101,18,3,4,52
60611018,69,4,3,0,25
60611019,38,16,3,2,21
60611020,16,4,3,1,6
60611021,141,6,8,3,54
60611022,27,6,7,0,11
60611023,210,22,11,1,72
60611024,166,28,16,6,97
60611025,25,8,0,0,9
60611026,17,3,0,0,1
60611027,142,23,2,1,54
60611028,62,10,1,1,35
60611029,73,6,1,0,12
60611030,67,2,1,0,37
60611031,118,28,7,2,45
60611032,129,12,3,0,54
60611033,145,14,7,2,64
60611034,63,24,8,1,18
60611035,103,8,0,0,26
60612001,18,17,15,0,9
60612002,69,2,0,0,46
60612003,161,40,22,0,62
60612004,173,23,16,0,93
60612005,83,4,0,0,36
60612006,13,25,28,2,35
60612007,196,25,20,1,73
60612008,87,20,22,4,65
60612009,41,18,9,1,25
60612010,14,14,17,0,25
60612011,179,16,6,3,80
60612012,48,20,16,0,20
60612013,143,21,22,2,37
60612014,283,22,23,1,94
60612015,98,32,20,0,76
60612016,101,0,1,0,31
60612017,36,16,5,0,28
60612018,165,47,10,0,55
60612019,207,42,17,0,53
60612020,77,16,26,1,40
60612021,49,0,5,0,15
60612022,554,132,36,2,217
60612023,16,1,12,0,41
60612024,41,17,16,0,44
60612025,72,5,9,0,45
60612026,115,26,39,0,34
60612027,18,2,28,0,14
60612028,137,31,23,0,49
60612029,40,12,27,0,42
60612030,49,10,13,0,19
60612031,26,33,8,0,25
60612032,6,0,2,0,25
60612033,47,4,2,0,30
60612034,46,5,1,0,11
60612035,31,26,13,1,14
60612036,24,17,10,1,31
60613001,41,4,5,0,22
60613002,140,39,14,1,71
60613003,105,12,2,0,86
60613004,79,6,2,0,21
60613005,131,14,2,0,88
60613006,167,10,0,2,48
60613007,45,5,0,1,24
60613008,28,1,1,0,3
60613009,14,1,0,0,0
60613010,166,31,6,0,107
60613011,106,16,11,2,33
60613014,87,25,10,1,34
60613015,70,17,13,0,25
60613016,46,9,4,0,59
60613017,195,9,10,0,129
60613018,79,28,22,0,46
60613019,72,40,8,3,28
60613020,79,7,7,0,36
60613021,43,11,1,0,28
60613022,81,4,0,1,55
60613023,120,17,2,0,106
60613024,70,12,2,0,100
60613025,27,6,1,1,44
60613026,51,23,15,0,27
60613027,85,14,1,0,70
60613028,45,14,2,0,46
60613029,182,18,3,0,138
60613030,85,22,5,0,42
60614001,68,6,4,2,13
60614002,16,16,11,0,27
60614003,76,5,1,0,18
60614004,6,2,0,1,28
60614005,52,20,7,0,44
60614006,39,37,19,4,17
60614007,11,1,10,2,21
60614008,136,11,17,14,41
60614009,15,11,2,1,57
60614010,138,26,22,62,74
60614011,29,7,7,1,29
60614012,49,11,2,0,13
60614013,5,16,21,1,30
60614014,153,13,20,29,24
