psgc_brgy,own_use_faucet_community_water_system,shared_faucet_commmunity_water_system,own_use_tubed_or_piped_well,shared_tubed_or_piped_well,dug_well,spring_river_streat_etc,collected_rainfall,peddler
63022201,0,15,2,76,5,0,0,0
63022202,63,20,4,141,10,0,0,1
63023001,7,13,7,55,71,8,5,1
63023002,7,3,5,3,29,35,1,0
63023003,0,5,2,6,7,98,1,0
63023004,11,33,15,1,4,2,1,0
63023005,4,1,3,10,103,15,0,0
63023006,0,0,0,1,4,158,0,0
63023007,0,5,68,51,32,0,0,0
63023008,1,2,3,3,24,268,2,0
63023009,9,33,107,132,22,2,0,0
63023010,8,7,7,22,6,0,1,0
63023011,22,9,153,137,29,111,0,0
63023012,11,9,25,81,58,94,2,0
63023013,2,1,0,0,7,210,0,0
63023014,4,8,47,59,8,0,0,0
63023015,3,14,16,14,27,38,0,1
63023016,20,0,20,34,78,23,0,0
63023017,2,0,0,2,33,47,0,0
63023018,8,1,4,10,164,2,0,0
63023019,16,7,44,82,90,2,0,2
63023020,57,48,27,92,42,0,0,4
63023021,22,2,144,195,48,2,0,0
63023022,15,57,9,18,32,10,0,0
63023023,69,29,104,122,28,1,1,2
63023025,196,99,121,203,150,1,0,1
63023026,17,4,16,29,39,108,1,0
63023027,24,4,74,116,76,7,1,0
63023028,11,3,43,59,9,45,0,0
63023029,62,8,28,70,6,17,1,0
63023030,7,11,31,51,153,11,0,0
63023031,7,19,4,19,51,106,0,0
63023032,3,0,6,8,57,58,0,0
63023033,7,8,0,3,17,137,0,0
63023034,5,2,12,23,5,39,0,0
63023035,5,3,2,24,107,4,1,0
63023036,0,51,53,26,120,252,1,0
63023037,2,9,42,79,61,1,0,0
63023038,5,1,1,4,85,2,5,0
63023039,9,4,113,73,14,0,0,0
63023040,6,5,28,73,54,0,0,0
63023041,3,0,13,36,96,3,0,1
63023042,8,15,140,113,19,1,0,1
63023043,5,9,22,92,40,0,0,2
63023044,9,24,21,45,27,130,0,0
63023045,5,12,52,28,20,70,2,0
63023046,124,23,25,32,16,0,0,5
63023047,27,16,6,4,1,0,0,0
63023048,11,0,7,9,1,0,0,0
63023049,18,1,7,6,7,0,0,0
63023050,72,28,1,2,5,0,1,7
63023051,1,0,0,0,0,0,0,0
63023052,18,4,17,5,5,0,0,2
63023053,20,5,13,16,4,0,0,0
63023054,12,10,33,28,46,0,0,0
63023055,4,0,0,1,0,0,0,0
63023056,26,2,4,4,0,0,0,0
63023057,131,8,33,38,1,0,0,0
63023058,24,1,8,10,50,1,0,0
63023059,15,23,9,17,26,0,0,0
63023060,13,13,14,19,1,0,0,0
63023061,5,2,7,1,2,0,0,0
63025001,1,2,16,26,180,46,0,0
63025002,8,0,0,4,67,0,1,0
63025003,3,1,29,15,99,1,0,2
63025004,0,0,2,0,33,0,4,17
63025005,3,6,8,10,174,64,0,0
63025006,1,4,10,30,85,5,0,0
63025007,1,1,4,2,137,3,2,0
63025008,4,3,30,6,96,3,3,15
63025009,3,0,5,0,63,1,0,0
63025010,0,2,7,6,19,0,4,21
63025011,7,2,19,41,37,6,2,4
63025012,13,2,13,50,17,0,1,0
63025013,6,30,0,0,67,0,0,3
63025014,4,5,5,7,81,1,3,8
63025015,1,0,18,51,108,4,0,0
63025016,0,2,11,31,159,51,1,0
63025017,3,2,9,3,79,0,0,0
63025018,1,1,5,3,29,0,14,20
63025019,1,3,5,34,45,10,3,0
63025020,0,0,0,0,25,266,0,0
63025021,6,0,1,9,199,1,6,6
63025022,1,2,2,9,64,1,0,0
63025023,2,15,8,18,141,37,2,3
63025024,5,4,5,7,120,1,0,0
63025025,7,58,16,27,138,14,0,5
63025026,2,2,7,1,88,0,3,0
63025027,19,36,3,9,35,2,9,0
63025028,5,2,4,9,128,8,0,0
63025029,0,1,6,21,6,0,0,0
63025030,8,3,15,12,60,0,6,5
63025031,10,15,24,39,49,2,0,0
63025032,2,3,8,31,88,0,0,12
63025033,6,2,28,6,177,0,2,7
63025034,2,4,20,62,64,8,0,1
63025035,0,5,4,11,99,22,1,13
63025036,9,21,28,21,215,317,2,0
63025037,16,10,0,0,53,0,2,14
63025038,2,3,1,15,57,1,0,0
63025039,0,0,3,10,40,1,0,0
63025040,1,2,11,44,19,0,0,0
63025041,3,0,12,1,87,0,0,12
63025042,1,3,27,20,69,1,0,0
63025043,8,14,19,10,83,0,6,14
63025044,11,2,17,46,69,1,0,0
63025045,24,1,18,1,217,3,5,3
63025046,6,10,4,16,47,16,6,1
63025047,0,0,6,21,101,0,0,0
63025048,6,49,78,108,168,0,1,40
63025049,16,13,2,3,58,0,0,0
63025050,2,5,8,35,131,0,0,11
63025051,3,2,3,3,81,2,1,0
63025052,8,9,39,76,177,6,0,0
63025053,3,4,20,31,92,0,3,1
63025054,7,4,15,11,110,85,0,0
63025055,1,3,20,70,140,2,5,0
63025056,1,3,5,4,62,2,0,0
63025057,39,87,35,23,203,2,1,13
63025058,58,68,26,64,142,2,0,20
63025059,0,0,3,9,103,0,3,0
63025060,13,9,55,82,171,24,0,4
63025061,0,0,1,0,87,0,0,0
63025062,0,0,9,7,18,0,0,1
63025063,0,0,4,3,36,58,1,0
63025064,0,3,16,19,70,23,0,0
63025065,9,9,4,8,169,0,1,0
63025066,1,1,2,7,67,1,0,0
63025067,0,38,2,19,75,1,3,0
63025068,0,0,3,25,39,0,0,0
63025069,7,5,28,51,113,4,0,0
63025070,2,11,39,44,70,12,2,2
63025071,1,1,3,2,80,1,14,0
63025072,6,1,22,48,20,0,0,0
63025073,19,30,31,41,177,37,2,0
63026001,0,6,0,16,3,0,0,1
63026002,0,0,1,37,10,0,0,0
63026003,5,14,8,56,34,0,0,0
63026004,2,8,16,144,36,1,2,8
63026005,1,2,7,22,24,0,0,0
63026007,3,18,11,103,57,0,0,1
63026008,2,12,3,51,19,0,0,0
63026009,8,48,4,56,71,3,1,9
63026010,0,0,1,7,2,0,0,0
63026011,2,14,3,12,25,0,0,0
63026012,8,42,13,109,62,0,1,3
63026013,3,74,4,56,96,0,3,0
63026014,7,20,19,72,31,0,0,0
63026015,5,1,6,50,28,0,0,2
63026016,0,30,5,83,14,31,3,103
63026017,0,1,9,67,64,0,0,0
63026019,3,3,1,19,10,0,0,1
63026020,0,0,0,9,7,0,0,0
63027001,15,10,31,88,35,1,0,0
63027002,10,92,11,23,36,29,0,0
63027003,30,81,30,46,1,19,0,0
63027004,13,17,67,92,24,15,0,0
63027005,8,4,68,37,12,13,0,0
63027006,3,5,39,90,8,0,0,0
63027007,52,39,33,19,8,37,0,0
63027008,5,8,38,51,11,16,0,0
63027009,1,1,18,44,6,3,0,0
63027010,5,2,15,6,47,18,0,0
63027011,13,13,43,81,9,1,0,0
63027012,21,13,32,72,8,8,0,0
63027013,0,1,1,0,39,55,0,0
63027014,54,84,23,12,9,3,0,0
63027015,10,22,73,125,11,0,0,0
63027016,15,16,56,88,13,7,0,0
63027017,1,0,22,28,27,8,0,1
63027018,1,10,21,70,24,3,0,0
63027019,2,4,17,19,48,26,0,0
63027020,28,5,97,70,0,0,0,0
63027021,98,33,135,154,8,28,0,0
63027022,11,24,49,156,4,1,0,0
63027023,2,0,25,83,17,1,0,0
63027024,15,15,32,50,30,7,0,0
63027025,8,16,28,43,34,22,0,0
63027026,2,1,48,56,8,0,0,0
63027027,10,13,24,27,41,15,0,0
63027028,8,12,27,24,0,0,0,0
63027029,5,5,47,70,8,1,0,0
63027030,4,7,52,128,11,21,0,0
63027031,8,39,9,18,13,22,0,0
63028001,12,63,12,15,70,2,0,1
63028002,6,4,25,33,80,3,0,0
63028003,2,35,1,13,9,37,0,0
63028004,3,3,2,2,7,22,0,0
63028005,45,2,30,23,83,2,0,0
63028006,0,0,0,0,0,35,0,0
63028007,2,6,0,0,14,14,0,0
63028008,4,21,4,1,10,15,0,0
63028009,2,20,0,0,1,40,0,0
63028010,3,1,0,4,1,18,0,0
63028011,14,2,6,1,8,12,0,0
63028012,0,0,0,0,6,71,0,0
63028013,14,6,1,2,0,41,0,0
63028014,0,2,6,31,4,4,0,0
63028015,3,0,5,44,12,34,0,0
63028016,5,15,0,40,1,35,0,0
63028017,1,47,8,6,9,3,0,0
63028018,1,0,0,1,24,0,0,0
63028019,21,0,0,9,38,3,0,0
63028020,4,3,7,32,24,0,0,0
63028021,19,6,9,0,2,51,0,0
63028022,30,24,6,3,6,109,1,0
63028023,1,3,4,11,46,0,0,0
63028024,139,31,82,170,37,17,0,9
63028025,4,7,0,3,19,6,0,0
63028026,0,5,1,0,1,46,0,0
63028027,19,0,0,0,1,1,0,0
63028028,29,7,6,2,2,11,0,0
63028029,0,2,0,0,10,25,0,0
63028030,2,5,1,8,7,27,0,0
63028031,5,15,2,3,0,101,0,0
63028032,4,7,10,16,27,12,0,0
63028033,2,4,9,3,3,24,0,0
63028034,10,18,3,26,28,20,0,0
63028035,41,0,1,0,2,86,0,1
63028036,2,7,0,6,32,28,0,0
63028037,3,32,0,1,2,9,0,1
63028038,0,19,1,0,0,3,0,0
63028039,6,24,1,9,1,16,0,0
63028040,8,11,0,0,2,31,0,0
63028041,0,45,19,11,22,29,1,1
63028042,33,0,1,0,1,26,0,0
63028043,22,0,4,4,0,38,0,0
63028044,2,1,0,40,0,4,0,0
63028045,16,1,3,3,0,29,0,0
63028046,7,0,2,0,7,41,0,0
63028047,1,2,11,54,90,37,0,0
63028048,2,19,3,30,16,4,0,0
63028049,0,1,5,29,7,8,0,0
63028050,17,17,79,63,24,9,0,0
63028051,8,1,3,45,7,30,2,0
63028052,31,4,3,8,1,70,1,0
63028053,4,4,0,1,17,19,0,0
63028054,19,5,4,8,2,14,0,0
63028055,0,1,0,39,0,3,0,0
63028056,10,27,26,17,21,16,1,0
63028057,2,0,2,3,2,184,0,0
63028058,3,5,8,5,37,24,0,0
63028059,7,1,1,0,1,54,0,0
63028060,3,7,2,4,5,3,0,0
63028061,0,3,0,27,1,28,0,0
63028062,12,0,29,45,17,7,0,0
63028063,3,3,5,28,1,8,1,0
63028064,0,0,0,0,18,6,0,0
63028065,11,0,24,40,18,6,1,0
63028066,1,1,10,18,148,1,0,0
63028067,1,3,3,3,7,26,0,0
63028068,10,1,6,8,84,2,0,0
63028069,0,9,11,24,17,0,0,0
63028070,1,1,1,1,43,7,0,0
63028071,132,33,160,159,131,11,0,0
63028072,1,0,9,9,2,31,0,0
63028073,7,13,7,23,11,5,0,0
63028074,4,0,2,23,0,44,0,0
63028075,3,1,4,9,30,0,0,1
63028076,3,1,2,1,27,8,0,0
63028077,6,1,23,13,0,35,0,0
63028078,3,0,0,43,2,27,0,0
63028079,0,53,2,0,4,46,0,0
63028080,56,5,123,66,57,24,0,0
63028081,27,2,0,28,0,62,0,0
63028082,13,2,59,65,20,29,0,1
63028083,0,0,4,9,29,2,0,0
63028084,20,0,7,0,7,8,0,0
63028085,8,0,2,61,32,1,0,0
63029001,4,4,3,4,67,9,0,0
63029002,2,0,5,0,97,36,0,0
63029004,17,29,13,16,36,0,0,0
63029005,6,0,4,4,59,0,0,0
63029006,9,2,1,14,41,3,0,0
63029007,7,14,23,41,50,1,0,0
63029008,2,0,0,0,14,14,0,0
63029009,10,16,0,22,73,32,1,0
63029010,3,7,2,18,31,3,0,0
63029011,15,14,18,33,80,0,0,0
63029012,8,8,4,12,56,10,0,0
63029013,0,5,7,8,80,48,0,0
63029014,24,2,24,71,34,1,0,0
63029015,6,0,27,1,116,4,0,0
63029016,1,0,0,4,92,5,0,0
63029017,0,0,1,0,22,20,0,0
63029020,16,62,2,0,31,210,0,0
63029021,13,38,27,28,119,10,0,0
63029022,4,0,5,7,78,15,0,0
63029023,12,1,53,26,55,0,0,0
63029025,9,0,6,3,169,9,0,0
63029026,1,3,26,23,141,34,0,0
63029027,5,3,10,6,25,0,0,0
63029028,0,1,2,13,66,1,0,0
63029029,2,0,1,3,79,4,0,0
63029030,29,10,7,14,51,1,0,0
63029031,5,5,7,6,106,0,0,0
63029032,12,1,7,36,104,3,0,0
63029033,2,30,0,0,5,3,2,0
63029034,8,15,7,11,136,48,0,0
63029035,23,28,3,2,79,17,0,0
63029036,34,11,35,44,67,2,0,1
63029037,1,0,2,6,39,42,0,0
63029038,1,0,1,1,83,11,0,0
63029039,0,0,0,0,37,12,0,0
63029040,2,0,4,1,45,15,0,0
63029041,13,0,0,0,113,3,0,0
63029042,0,0,0,0,40,21,0,0
63029044,3,1,11,31,42,13,0,0
63029045,1,19,5,17,125,9,0,1
63029046,7,9,0,0,25,11,0,0
63029047,12,15,0,0,42,24,0,0
63029048,53,8,23,24,34,0,0,0
63029050,10,1,9,2,147,12,0,0
63029051,0,1,0,2,57,107,0,0
63029052,2,3,33,15,91,21,0,0
63029053,1,2,0,0,49,7,0,0
63029054,15,1,20,26,76,4,0,0
63029055,1,0,2,7,72,8,0,0
63029056,1,0,1,2,41,63,0,0
63030001,9,54,4,0,1,10,0,0
63030002,12,14,8,20,2,15,0,0
63030003,21,5,15,8,2,76,0,0
63030004,0,13,0,0,1,19,0,0
63030005,34,0,1,0,0,10,0,0
63030006,2,0,27,42,9,2,0,0
63030007,1,49,1,2,1,32,0,0
63030008,3,0,40,51,4,0,0,0
63030009,7,20,7,28,13,0,0,0
63030010,0,17,4,2,2,19,0,0
63030011,14,0,2,23,16,4,0,1
63030012,2,8,17,48,30,8,0,1
63030013,4,11,7,29,0,0,0,0
63030014,0,1,2,8,8,10,0,0
63030015,23,103,3,39,8,0,0,0
63030016,29,46,11,21,11,0,0,0
63030017,18,11,0,2,0,2,0,0
63030018,22,7,5,47,2,0,0,0
63030019,2,0,1,6,0,27,0,0
63030020,1,23,4,7,0,27,0,0
63030021,1,40,2,9,0,13,0,0
63030022,1,9,4,25,3,2,0,0
63030023,10,0,15,0,14,0,0,0
63030024,0,26,0,0,1,26,0,0
63030025,3,14,0,5,1,1,0,0
63030026,1,15,0,0,1,41,0,0
63030027,0,19,0,0,0,10,0,0
63030028,6,0,8,42,4,5,0,0
63030029,4,45,21,27,2,11,0,0
63030030,0,34,4,16,1,14,0,0
63030031,7,5,25,53,4,26,0,0
63030032,22,6,0,0,0,1,0,0
63030033,0,20,0,0,0,43,0,0
63030034,47,30,25,43,11,2,0,0
63030035,0,2,13,4,9,0,0,0
63030036,24,6,11,20,8,244,0,0
63030037,19,6,28,102,4,1,0,0
63030038,7,34,9,79,0,0,0,0
63030039,3,36,1,4,10,82,0,0
63030040,0,6,19,32,1,0,0,0
63030041,20,13,19,90,18,0,0,0
63030042,0,24,1,6,1,0,0,0
63030043,6,2,8,28,2,2,0,0
63030044,10,8,23,33,28,0,0,1
63030045,9,17,70,112,2,11,0,0
63030046,0,27,0,0,0,29,0,0
63030047,5,50,3,6,1,23,0,0
63030048,4,0,9,38,5,0,0,0
63030050,0,21,0,1,2,44,0,0
63030051,2,32,1,2,0,27,0,0
63030052,2,18,2,5,0,8,0,0
63030053,0,57,11,32,16,20,0,0
63030054,1,29,2,11,3,11,0,0
63030055,0,57,0,0,0,9,0,0
63030056,1,1,5,23,14,0,0,0
63030057,17,11,4,4,3,26,0,0
63030058,6,34,0,0,0,70,0,0
63030059,42,5,49,69,3,1,0,0
63030060,17,10,2,5,0,0,0,0
63030061,4,47,9,24,10,0,0,0
63030062,11,4,64,134,9,0,0,0
63030063,8,1,39,128,5,0,0,0
63030064,21,19,15,68,12,0,0,1
63030065,22,8,0,0,16,25,0,0
63030066,8,5,13,49,24,13,1,0
63030067,5,3,33,30,5,3,0,0
63030068,5,47,17,40,2,0,0,0
63030069,1,36,0,0,0,1,0,0
63030070,22,0,0,0,0,0,0,0
63030071,116,47,9,21,18,1,0,0
63030072,5,1,19,115,4,2,0,0
63030073,21,17,40,68,6,0,0,0
63030074,3,13,4,20,9,1,0,1
63030075,8,0,21,52,2,2,0,0
63030076,67,14,35,66,10,0,0,0
63030077,3,10,0,0,0,14,0,0
63030078,2,72,3,5,1,55,0,0
63030079,0,9,0,31,0,2,0,0
63030080,4,47,1,1,0,0,0,0
63030082,3,13,15,59,13,0,0,0
63030083,7,38,0,3,1,1,0,0
63030084,14,19,13,51,0,0,0,0
63030085,1,0,0,0,0,72,0,0
63030086,13,5,0,0,0,10,0,0
63030087,0,43,1,2,0,12,0,0
63030088,7,4,66,105,3,2,0,0
63030089,12,22,86,225,32,5,0,0
63030090,29,0,5,11,2,2,0,0
63030091,62,21,4,1,0,7,0,0
63030092,13,32,2,19,12,19,0,0
63030093,0,41,0,4,0,2,0,0
63030094,0,0,2,5,0,17,0,0
63030095,10,19,4,35,3,21,0,0
63030096,5,8,10,48,0,1,0,0
63030097,13,2,4,16,2,42,0,0
63030098,16,2,29,94,8,3,0,0
63030099,9,33,1,32,7,0,0,0
63030100,31,25,8,10,5,2,0,0
63030101,3,36,6,5,4,13,0,0
63030102,4,1,1,1,0,29,0,0
63030103,3,2,24,49,2,0,0,0
63030104,14,20,7,22,18,0,0,0
63030105,10,10,1,1,0,0,0,0
63030106,4,0,0,0,108,13,0,0
63030107,11,20,15,19,15,0,0,0
63030108,7,3,6,22,1,9,0,0
63030109,0,35,0,0,0,19,0,0
63030110,1,25,1,0,1,22,0,0
63030111,0,28,0,13,2,20,0,0
63030112,0,18,0,0,0,23,0,0
63030113,17,30,0,8,7,18,0,0
63030114,0,31,0,0,0,48,0,0
63030115,1,22,0,0,1,4,0,0
63030116,1,4,3,25,7,0,0,0
63030117,0,7,2,11,1,24,0,0
63030118,6,1,22,42,4,0,0,0
63030119,8,0,12,21,22,0,0,0
63030120,25,5,13,31,1,0,0,0
63030121,16,4,6,10,3,11,0,0
63031001,2,3,35,92,4,0,0,0
63031002,1,2,37,106,29,1,0,0
63031003,7,4,50,167,8,0,0,0
63031004,31,6,50,95,38,8,0,0
63031005,29,22,18,112,1,0,0,0
63031006,3,3,51,168,3,0,0,0
63031007,33,17,12,24,7,0,1,0
63031008,12,9,15,136,1,0,0,0
63031009,3,7,8,30,0,0,0,0
63031010,2,4,12,87,30,1,0,0
63031011,3,0,30,93,22,0,0,0
63031012,1,1,37,100,12,0,0,0
63031013,1,0,34,73,0,0,0,0
63031014,8,2,11,35,1,3,0,1
63031015,0,0,16,23,2,1,0,0
63031016,0,0,24,50,20,0,0,0
63031018,6,0,28,65,0,0,0,0
63031019,11,22,10,20,0,1,0,1
63031020,9,16,14,58,0,1,1,0
63031021,1,2,53,190,1,0,0,0
63031022,22,42,8,50,1,0,0,1
63031023,39,18,7,35,1,23,0,0
63032001,8,71,4,57,52,2,1,16
63032002,1,1,35,164,10,1,0,0
63032003,0,0,3,66,11,0,0,0
63032004,41,17,18,74,56,1,1,6
63032005,4,7,4,42,29,2,0,0
63032007,9,17,18,119,18,1,0,8
63032008,2,0,3,48,5,0,0,0
63032009,15,23,36,130,13,9,0,1
63032010,0,1,6,31,21,0,0,0
63032012,1,9,2,12,6,0,0,0
63032013,0,0,5,18,11,0,0,0
63032014,29,71,9,22,16,0,1,1
63032015,2,12,40,56,16,2,0,4
63032016,1,5,2,5,6,1,0,0
63032017,0,1,13,59,19,0,1,7
63032018,1,1,15,65,3,0,0,0
63032019,1,7,7,39,18,0,0,1
63032020,2,17,5,42,7,0,0,0
63032021,1,7,7,77,38,0,0,3
63032022,0,0,0,9,2,2,0,2
63032023,0,4,29,96,13,0,0,1
63034001,3,5,53,84,17,0,0,0
63034002,0,0,14,27,30,0,0,0
63034003,2,8,17,25,159,0,0,0
63034004,2,2,17,44,19,0,0,0
63034005,11,15,16,32,36,1,0,0
63034006,1,0,20,21,23,0,0,0
63034007,3,1,14,13,16,0,0,0
63034008,25,102,22,101,288,0,0,3
63034009,7,56,28,45,92,0,0,0
63034010,22,120,20,103,148,6,0,0
63034011,6,15,72,138,62,8,0,1
63034012,0,6,25,29,4,1,0,0
63034013,0,2,26,67,45,0,0,0
63034014,2,4,6,69,82,0,0,0
63034015,0,5,3,36,67,0,0,0
63034016,1,16,29,21,37,1,0,0
63034017,0,3,10,145,96,0,0,0
63034018,2,2,35,33,17,0,0,0
63034019,4,3,20,213,116,2,0,0
63034020,4,52,54,363,110,0,0,2
63034021,9,75,33,38,33,1,0,10
63034022,17,25,45,184,407,0,0,20
63034023,2,11,15,88,53,0,0,5
63034024,0,0,20,38,19,0,0,0
63034025,3,17,15,99,58,10,0,2
63034026,0,10,19,15,28,0,0,0
63034027,0,15,11,39,51,0,0,0
63034028,0,0,12,114,76,0,0,0
63034029,0,2,6,132,55,0,0,0
63034030,9,12,40,122,93,2,0,0
63034031,10,15,60,101,128,3,0,11
63034032,9,34,54,68,90,0,0,0
63034035,0,3,7,68,37,0,0,0
63034036,2,8,32,48,90,1,1,1
63034037,40,98,68,135,450,18,1,45
63034038,0,1,11,49,33,0,0,0
63034039,11,10,8,19,35,0,0,0
63035001,6,22,16,70,116,1,0,0
63035002,69,81,1,7,73,0,2,0
63035003,8,20,6,91,192,77,0,0
63035004,11,10,54,62,147,35,0,0
63035005,6,9,14,35,106,74,2,0
63035006,0,0,3,34,19,0,0,0
63035007,3,2,7,50,6,0,1,0
63035008,1,6,1,18,135,7,0,1
63035009,7,4,12,10,44,82,2,1
63035010,0,15,12,59,124,0,0,1
63035011,6,54,14,41,0,0,0,0
63035012,9,14,18,31,34,37,1,0
63035013,0,3,4,14,216,24,0,1
63035014,3,0,12,24,61,3,0,0
63035015,0,0,0,0,56,0,0,0
63035016,1,0,5,12,179,45,0,0
63035017,3,21,5,37,157,12,2,0
63035018,0,4,1,5,88,1,0,0
63035019,12,15,11,35,220,68,0,0
63035020,6,26,12,45,60,6,0,2
63035021,4,27,13,45,196,239,2,0
63035022,0,0,0,1,66,0,0,0
63035023,1,16,1,5,41,21,0,3
63035024,7,22,27,131,70,26,0,2
63035025,9,28,34,122,205,255,6,0
63035026,7,9,10,45,50,0,0,0
63035027,0,0,17,17,76,32,0,0
63035028,13,18,7,20,58,147,1,0
63035029,2,11,7,11,59,6,0,0
63035030,1,18,1,14,21,0,0,2
63035031,12,0,1,18,99,3,0,0
63035032,1,1,0,4,74,0,0,0
63035033,84,188,73,163,52,1,4,1
63035034,2,1,1,5,42,3,0,0
63035035,1,3,4,19,218,12,3,0
63035036,35,51,13,48,127,79,3,0
63035037,8,37,20,28,43,3,2,4
63035038,2,3,6,38,65,5,1,9
63035039,305,84,5,57,32,3,2,6
63035040,67,61,46,14,24,0,5,47
63035041,1,5,29,37,16,0,0,0
63035042,44,95,9,33,86,2,3,0
63035043,9,36,18,38,109,0,1,1
63035044,2,12,0,3,23,2,0,0
63035045,7,24,25,76,72,2,0,0
63035046,3,2,10,51,251,72,3,0
63035047,3,5,0,22,33,124,4,0
63035049,16,36,4,65,97,77,0,0
63035050,7,14,25,76,119,35,0,0
63035051,3,15,11,39,55,3,0,0
63035052,1,5,11,7,100,2,0,0
63036001,2,4,6,30,0,0,0,0
63036002,2,3,59,157,2,0,0,0
63036003,31,92,3,8,1,0,0,0
63036004,18,9,77,221,7,0,0,1
63036005,8,44,24,33,0,0,0,0
63036006,45,22,15,28,0,0,0,1
63036007,23,5,7,47,0,0,0,1
63036008,17,14,24,62,2,0,0,0
63036009,12,22,60,141,5,0,0,0
63036010,4,3,32,97,3,0,0,0
63036011,15,9,44,90,1,0,0,0
63036012,14,16,37,88,4,0,0,0
63036013,3,0,58,105,0,0,0,0
63036014,20,43,69,72,7,0,0,0
63036017,10,11,43,166,15,0,0,1
63036018,8,25,53,84,4,0,0,1
63036019,19,39,29,96,5,0,0,0
63036020,18,13,33,78,1,0,0,0
63037001,2,5,10,51,11,0,0,0
63037002,3,5,66,86,61,0,0,0
63037003,1,5,30,70,6,0,0,0
63037004,32,4,75,109,1,0,0,1
63037005,20,14,15,69,17,1,0,0
63037006,9,1,74,156,3,0,0,0
63037007,0,4,155,58,2,0,0,1
63037008,1,5,73,53,1,0,0,0
63037009,6,9,69,116,3,0,0,0
63037010,0,1,88,41,13,1,0,0
63037011,21,12,76,94,5,0,0,2
63037012,3,2,153,194,5,0,0,1
63037013,5,0,18,60,1,0,0,0
63037014,3,1,7,62,13,15,0,0
63037015,21,4,197,121,1,0,0,0
63037016,2,1,56,61,10,0,0,1
63037019,15,5,69,130,5,0,0,0
63037020,0,1,2,24,8,0,0,0
63037021,2,2,42,81,21,1,0,0
63037022,4,6,43,60,0,0,0,2
63037023,0,3,132,263,103,1,0,12
63037024,1,4,6,36,28,0,0,0
63037025,1,1,4,59,18,0,0,0
63037026,2,2,11,57,21,0,0,2
63037027,3,11,78,229,13,4,0,0
63037028,4,5,51,88,0,0,0,2
63037030,1,0,10,37,100,3,0,0
63037031,3,11,8,49,8,0,0,0
63037032,12,20,21,22,5,1,0,0
63037033,8,44,26,76,17,0,0,0
63037034,1,2,60,103,4,0,0,1
63037035,6,17,38,170,13,0,0,12
63037036,2,2,32,66,72,0,0,0
63037037,1,6,21,77,39,2,0,0
63037038,14,4,54,178,9,0,0,0
63037039,3,2,72,160,2,0,0,0
63037040,1,92,25,21,0,0,0,1
63037041,1,31,8,37,73,2,0,0
63037042,8,30,16,50,16,0,0,0
63037044,0,1,8,28,52,0,0,0
63037045,9,1,69,163,2,0,0,1
63037046,6,2,56,74,2,0,0,0
63037047,12,17,76,77,8,0,0,4
63037048,25,10,39,56,0,0,0,0
63037049,0,7,7,56,53,1,0,0
63037050,5,8,123,145,5,0,0,0
63037051,4,7,16,70,3,0,0,0
63037052,8,4,133,198,19,1,0,2
63037053,2,2,8,75,1,0,0,0
63037054,0,2,4,81,19,0,0,0
63038001,9,42,22,4,1,127,0,0
63038002,0,25,13,18,48,0,0,0
63038003,9,28,112,163,47,14,0,2
63038004,0,16,21,61,26,13,1,0
63038005,30,59,32,135,43,0,0,0
63038006,14,48,4,13,3,95,0,0
63038007,13,52,29,48,48,14,0,2
63038008,35,87,12,14,7,9,0,4
63038009,1,15,74,140,29,1,0,0
63038010,44,99,33,60,11,45,1,0
63038011,9,11,88,129,3,0,0,1
63038012,11,14,29,49,103,19,0,0
63038013,3,31,9,40,24,72,0,1
63038014,2,15,70,153,129,64,0,0
63038015,24,60,6,9,3,6,0,1
63038016,0,12,0,10,7,0,0,17
63038017,7,3,12,84,2,2,1,0
63038018,10,51,11,14,3,122,0,0
63038019,4,21,64,154,90,15,0,2
63038020,12,96,7,45,8,5,0,2
63038021,236,158,3,75,10,4,0,55
63038022,3,16,8,68,27,14,0,1
63038024,10,23,29,55,30,0,0,4
63038025,12,24,65,272,24,5,0,2
63038026,23,127,2,22,14,53,1,0
63038027,0,0,2,1,47,59,0,0
63038028,4,5,25,78,41,31,0,0
63038029,35,70,15,113,62,15,1,39
63038030,5,9,81,164,80,2,0,0
63039001,6,26,91,173,130,50,0,0
63039002,1,6,50,29,19,19,0,0
63039003,42,22,38,15,84,6,0,0
63039004,1,17,12,131,38,4,0,0
63039005,6,54,2,10,6,1,0,0
63039006,5,68,4,30,32,1,0,0
63039007,35,24,29,31,75,44,0,4
63039008,8,86,26,84,10,22,0,0
63039009,3,6,76,117,66,42,0,0
63039010,1,3,17,176,72,11,26,0
63039011,9,52,59,11,35,33,0,0
63039012,24,77,70,14,65,8,0,0
63039013,0,3,28,235,38,8,0,14
63039014,23,5,40,9,65,13,1,0
63039015,144,1,8,151,13,14,0,0
63039016,4,8,16,21,41,1,0,0
63039017,1,4,65,82,74,22,0,0
63039018,18,96,3,17,10,3,0,0
63039019,0,1,82,142,73,8,0,1
63039020,0,14,93,186,40,34,0,9
63039021,0,4,34,52,35,22,0,0
63039022,9,56,3,9,10,3,0,0
63039023,100,55,13,50,1,2,0,1
63039024,65,13,15,37,6,4,1,1
63039025,25,63,36,10,15,1,0,0
63039026,9,28,15,10,76,89,0,0
63039027,0,9,13,90,18,14,0,1
63039028,2,12,12,73,48,0,0,0
63040001,13,141,4,22,0,14,0,0
