NEDA UPDATES ON THE ECONOMY,,,,,,,,,,,,,,,,,,,,,
As of 21 March 2012,,,,,,,,,,,,,,,,,,,,,
,A.,Unemployment Rate (%)/f new definition,,,7.2,(Jan '12),6.4,(Oct '11),7.2,(Jan '12),7.4,(Jan '11),,                 Total Private Sector,"14,552",,"14,510",,"14,552","13,382",
,B.,Employment  Generated ('000),,,"1,101",(Jan '12),"2,057",(Oct '11),"1,101",(Jan '12),292,(Jan '11),VI.  NG CASH OPERATIONS (BTr),,                  Latest ,,                Preceding,,Year to,                     Same Month,
,,,Agriculture,,227,,590,,227,,152,,,(in billion pesos)*,                  Month,,             Month,,      Date,                     Year Ago,
,,,Industry,,g,,232,,g,,-58,,A.,Revenues,110.17,(Dec '11),128.75,(Nov '11),1359.94,103.17,(Dec '10)
,,,Services,,g,,"1,235",,g,,198,,,  Tax,97.103,,119.24,,1202.07,95.37,
,C.,Underemployment Rate (%),,,18.8,(Jan '12),19.1,(Oct '11),18.8,(Jan '12),19.4,(Jan '11),,  Non-tax,13.067,,9.51,,157.88,7.81,
,D.,Minimum Wage (in pesos) (NWPC),,,,,,,,,,,B.,Expenditures,211.67,,150.75,,1557.7,147.81,
,,,NCR,,389-426,(Mar '12),389-426,(Feb '12),389-426,(Mar '12),367-404,(Mar '11),C.,Surplus(+) / Deficit(-),-101.5,,-22,,-197.75,-44.64,
,,,AOMM,,190-337,,190-337,,190-337,,190-316,,D.,Net Foreign Financing,-5.803,,-4.55,,51.16,6.73,
,E.,Index of Compensation Per Employee (QEI-NSCB),,,,,,,,,,,E.,Net Domestic Financing/e,158.547,,-12.82,,66.93,-7.48,
,,,Nominal (1978=100),,"2,181.20",(Q2'11),"2,064.90",(Q1'11),"2,123.00",(Q1-Q2' 11),"2,075.60",(Q2 '10),F.,Cash Build-up(-)/ Withdrawal (+),-51.244,,39.37,,79.67,45.39,
,,,Constant (1978=100),,109.7,(Q2'11),104.9,(Q1'11),107.3,(Q1-Q2' 11),109.1,(Q2 '10),,,,,,,,,
,,,,,,,,,,,,,,,,,,Updated by: ,MACRO-NPPS,,
,,,,,,,,,,,,,,,,,,,,,
,*,"Details may not add up due to rounding, includes non-cash collections and expenditures",,,,,,,,,,,,,,,,,,,
,/a,the Indicator changed from Growth of Loans for ODCs to Loans of Universal/ Commercial Banks as the BSP revised their series. Loans of U/KB is Gross of RRP,,,,,,,,,,,,,,,,,,,
,,"The old series covered all Other Depository Corporations that included, apart from universal/commercial banks, thrift banks and rural banks.",,,,,,,,,,,,,,,,,,,
,/b,based on Depository Corporations Survey,,,,,,,,,,,,,,,,,,,
,/c,"Starting January 2012, the NSO shall only be releasing 2006 based Consumer Price Index (CPI)",,,,,,,,,,,,,,,,,,,
,/d,"expanded electronics coverage which includes semi-conductors, electronic data processing, office equipment, consumer electronics, telecommunication, ",,,,,,,,,,,,,,,,,,,
,,"communication/radar, control and instrumentation, medical/industrial instrumentation and automotive electronics.",,,,,,,,,,,,,,,,,,,
,/e,net of non-budgetary accounts,,,,,,,,,,,,,,,,,,,
,/f,"starting April 2005, LFS adopts the new definition of unemployment",,,,,,,,,,,,,,,,,,,
,/g,"can not be computed due to changes in the industry classification. Starting January 2012 Labor Force Survey (LFS), the codes for industry adopted the 2009 Philippine Standard Industrial Classification (PSIC).  Prior to this, codes for industry used the 1994 PSIC.",,,,,,,,,,,,,,,,,,,
