year,month,day,hours,baclaran_northbound_in,edsa_southbound_in,edsa_northbound_in,libertad_southbound_in,libertad_northbound_in,gil_puyat_southbound_in,gil_puyat_northbound_in,vito_cruz_southbound_in,vito_cruz_northbound_in,quirino_southbound_in,quirino_northbound_in,pedro_gil_southbound_in,pedro_gil_northbound_in,un_avenue_southbound_in,un_avenue_northbound_in,central_southbound_in,central_northbound_in,carriedo_southbound_in,carriedo_northbound_in,doroteo_jose_southbound_in,doroteo_jose_northbound_in,bambang_southbound_in,bambang_northbound_in,tayuman_southbound_in,tayuman_northbound_in,blumentritt_southbound_in,blumentritt_northbound_in,abad_santos_southbound_in,abad_santos_northbound_in,r_papa_southbound_in,r_papa_northbound_in,5th_avenue_southbound_in,5th_avenue_northbound_in,monumento_southbound_in,monumento_northbound_in,balintawak_southbound_in,balintawak_northbound_in,roosevelt_southbound_in,roosevelt_northbound_in
2013,January,Tuesday,12:00-1:00 PM,1799,171,4090,182,636,537,1652,111,1027,350,617,559,1155,1261,832,786,405,931,1030,1662,360,430,97,1113,348,846,42,287,196,335,154,914,84,2125,1686,888,31,1664,0
2013,January,Tuesday,1:00-2:00,1726,147,3750,381,480,502,1461,531,536,279,885,858,1038,1062,1313,785,626,1100,1199,1295,527,428,81,1135,149,774,71,240,238,346,121,844,88,2367,1166,769,29,1583,0
2013,January,Tuesday,2:00-3:00,1820,124,3501,293,595,1088,1189,288,995,196,964,1093,1087,1777,1378,934,824,1150,1261,1284,760,430,105,1022,372,748,54,199,175,218,130,634,184,1708,1246,573,23,1359,0
2013,January,Tuesday,3:00-4:00,1823,128,3426,369,506,654,2143,714,659,451,874,1397,1059,1691,1959,1134,1074,1073,1585,1317,788,361,174,809,504,484,228,248,125,166,152,493,165,1553,1028,537,14,1184,0
2013,January,Tuesday,4:00-5:00,2038,147,3696,447,675,533,2451,490,1829,274,1320,1047,1999,2435,2567,1317,1528,1716,1447,846,1588,373,181,790,642,497,217,245,130,159,149,545,88,1492,1053,512,11,1110,0
2013,January,Tuesday,5:00-6:00,2394,122,4521,540,764,1289,2923,568,1780,790,1022,1101,2533,3027,2513,1741,1309,1794,2125,1115,1489,289,376,842,725,377,508,198,180,111,217,703,173,1477,752,590,17,1603,0
2013,January,Tuesday,6:00-7:00,2172,48,4506,456,896,1270,2998,762,1264,815,609,1022,1620,1960,2617,1784,800,1840,1990,1252,1436,119,417,1026,504,588,264,320,50,139,94,330,415,1093,854,593,17,1441,0
2013,January,Tuesday,7:00-8:00,1211,69,3763,420,537,811,2272,488,1099,255,631,1080,1277,1477,1457,909,1281,1069,1246,1313,912,79,376,898,353,516,162,176,117,153,58,405,70,917,717,514,11,1189,0
2013,January,Tuesday,8:00-9:00,811,53,2913,341,436,552,1546,333,751,163,402,741,876,978,964,687,968,464,554,863,712,70,152,653,267,251,225,185,24,190,17,244,92,1015,465,302,8,809,0
2013,January,Tuesday,9:00-10:00,211,10,700,65,142,256,417,106,591,55,131,365,641,376,517,443,345,168,144,234,435,45,105,568,101,84,211,107,8,124,9,161,15,370,343,121,11,428,0
2013,January,Tuesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,January,Wednesday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,January,Wednesday,5:00-6:00,1355,15,1973,42,242,179,652,48,126,58,255,195,206,116,173,62,12,143,226,560,23,204,15,611,43,600,8,433,39,417,25,1196,17,1833,1359,1148,31,1162,0
2013,January,Wednesday,6:00-7:00,3021,136,4653,366,493,153,1687,80,486,121,532,139,554,386,213,130,42,245,486,1258,65,362,15,981,216,1015,15,827,145,679,106,2588,22,4768,2112,2530,79,3632,0
2013,January,Wednesday,7:00-8:00,3930,101,5996,352,795,539,1882,110,764,319,633,502,695,514,318,285,76,624,624,1560,482,458,114,1638,101,1578,30,895,223,820,129,2983,56,5314,2533,2914,83,4659,0
2013,January,Wednesday,8:00-9:00,3685,177,5692,328,689,769,1542,118,592,224,679,496,492,556,354,284,173,698,655,1677,494,443,78,1322,252,1385,67,681,187,636,124,2211,77,4972,1827,2158,63,3563,0
2013,January,Wednesday,9:00-10:00,2960,93,5110,217,590,1281,842,162,515,207,649,300,768,565,446,440,48,745,959,1594,435,372,61,1072,322,986,56,491,129,489,132,1633,63,3916,1340,1523,50,2266,0
2013,January,Wednesday,10:00-11:00,2661,120,4102,214,625,586,1711,233,422,266,674,385,900,776,471,304,357,1004,885,1574,153,236,166,969,233,857,36,395,134,399,77,1232,56,3056,1223,1104,46,1988,0
2013,January,Wednesday,11:00-12:00,2423,127,3832,226,566,807,1467,179,748,288,705,785,645,569,900,631,270,1130,1019,1189,491,329,48,907,315,857,102,339,107,348,117,1037,52,2985,856,1048,41,1670,0
2013,January,Wednesday,12:00-1:00 PM,2560,161,3847,176,614,549,1690,102,948,345,608,526,1086,1085,716,694,358,1097,1213,1612,349,405,92,1079,337,864,43,288,197,342,157,953,88,2276,1806,903,32,1696,0
2013,January,Wednesday,1:00-2:00,2456,138,3527,368,464,513,1494,490,494,274,872,807,976,914,1130,693,553,1296,1412,1256,511,404,77,1100,144,789,73,241,239,353,124,880,91,2536,1249,782,29,1614,0
2013,January,Wednesday,2:00-3:00,2590,116,3293,283,575,1113,1216,266,918,193,949,1028,1022,1529,1186,825,728,1354,1486,1245,737,405,99,990,361,764,55,200,176,223,133,661,192,1829,1334,583,23,1385,0
2013,January,Wednesday,3:00-4:00,2594,121,3223,356,488,669,2192,659,609,444,860,1314,996,1456,1687,1001,948,1264,1867,1278,765,341,164,784,488,493,233,249,125,170,155,514,172,1663,1101,546,15,1207,0
2013,January,Wednesday,4:00-5:00,2900,138,3476,431,651,545,2507,452,1687,270,1300,985,1881,2096,2209,1163,1350,2022,1705,820,1540,352,170,766,622,508,222,246,131,163,153,568,92,1598,1128,521,11,1132,0
2013,January,Wednesday,5:00-6:00,3407,115,4252,521,738,1319,2990,524,1643,778,1007,1036,2382,2605,2163,1538,1156,2113,2504,1082,1444,273,354,816,702,385,519,199,180,114,222,732,180,1582,806,600,17,1634,0
2013,January,Wednesday,6:00-7:00,3091,45,4238,441,865,1299,3067,703,1167,803,599,961,1524,1687,2252,1576,706,2168,2344,1214,1392,113,393,994,489,600,269,321,50,142,97,344,432,1170,915,603,17,1469,0
2013,January,Wednesday,7:00-8:00,1723,65,3539,406,519,830,2324,450,1014,252,621,1016,1201,1272,1254,802,1132,1260,1468,1273,884,74,355,870,342,527,166,176,118,157,59,422,73,982,768,523,12,1213,0
2013,January,Wednesday,8:00-9:00,1153,50,2740,329,421,565,1581,308,693,160,396,697,824,842,830,606,855,547,653,837,690,66,143,633,259,257,230,186,24,194,17,255,96,1087,498,307,8,825,0
2013,January,Wednesday,9:00-10:00,300,9,659,63,137,262,426,98,546,54,129,343,603,324,445,392,305,197,170,227,422,43,99,551,98,86,215,107,8,127,9,167,15,396,367,123,11,437,0
2013,January,Wednesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,January,Thursday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,January,Thursday,5:00-6:00,936,15,1986,42,241,178,652,49,130,56,244,185,196,123,183,68,13,118,186,566,23,205,15,602,43,566,8,417,37,396,24,1113,16,1744,1293,1083,29,1096,0
2013,January,Thursday,6:00-7:00,2087,136,4684,365,492,153,1685,83,501,116,510,132,527,407,224,142,45,202,400,1271,65,364,15,968,213,957,14,797,140,644,101,2408,21,4537,2009,2386,74,3427,0
2013,January,Thursday,7:00-8:00,2715,101,6035,351,793,539,1880,113,787,306,607,478,661,542,335,311,82,514,514,1576,487,460,114,1616,100,1488,29,863,215,778,123,2776,52,5057,2411,2749,79,4396,0
2013,January,Thursday,8:00-9:00,2545,178,5730,327,687,768,1541,122,610,215,651,472,468,586,374,310,189,575,539,1694,499,445,78,1304,249,1306,63,656,180,604,118,2057,72,4731,1738,2035,60,3362,0
2013,January,Thursday,9:00-10:00,2045,93,5143,216,589,1280,841,166,530,199,623,286,731,596,471,480,52,614,790,1610,439,374,61,1057,318,930,53,473,124,465,125,1519,58,3726,1275,1437,47,2138,0
2013,January,Thursday,10:00-11:00,1838,121,4129,213,623,585,1709,240,435,255,646,366,857,819,497,331,390,827,729,1590,155,237,167,956,230,808,34,380,129,379,73,1146,52,2908,1163,1041,44,1876,0
2013,January,Thursday,11:00-12:00,1674,128,3857,226,564,806,1465,184,771,276,676,747,614,601,950,688,295,931,840,1201,496,331,48,894,311,808,96,326,103,330,111,965,48,2841,815,988,39,1576,0
2013,January,Thursday,12:00-1:00 PM,1769,162,3872,176,613,548,1688,106,976,331,583,501,1034,1145,755,757,390,904,1000,1628,353,407,92,1064,333,815,41,277,190,325,149,887,82,2166,1719,851,30,1600,0
2013,January,Thursday,1:00-2:00,1697,139,3550,367,462,513,1493,504,509,263,836,768,929,965,1193,756,604,1068,1164,1268,516,405,77,1085,142,745,69,233,230,336,117,819,85,2413,1189,737,28,1523,0
2013,January,Thursday,2:00-3:00,1789,117,3315,283,574,1112,1215,274,946,185,910,979,973,1613,1252,900,794,1116,1225,1257,744,406,100,977,356,720,52,192,170,211,126,615,178,1740,1270,550,22,1307,0
2013,January,Thursday,3:00-4:00,1792,122,3244,355,487,668,2190,679,627,426,825,1251,949,1536,1779,1093,1034,1042,1539,1290,772,342,164,773,481,465,220,240,121,161,148,478,160,1583,1048,515,14,1139,0
2013,January,Thursday,4:00-5:00,2004,139,3499,430,650,544,2504,466,1738,258,1246,938,1790,2211,2331,1269,1473,1666,1405,828,1555,353,171,755,613,479,209,237,126,155,145,529,86,1520,1073,491,10,1068,0
2013,January,Thursday,5:00-6:00,2354,115,4280,520,736,1317,2987,540,1692,746,965,986,2268,2749,2282,1678,1261,1741,2063,1092,1458,274,356,805,693,363,489,192,174,108,211,681,168,1506,767,566,16,1542,0
2013,January,Thursday,6:00-7:00,2135,46,4266,440,863,1298,3063,724,1202,770,575,915,1451,1780,2376,1719,771,1787,1932,1226,1406,113,394,981,482,566,254,310,48,135,92,320,402,1114,871,568,16,1386,0
2013,January,Thursday,7:00-8:00,1190,65,3563,405,517,829,2321,464,1045,241,596,967,1144,1342,1323,876,1235,1038,1210,1286,893,75,356,858,337,497,156,170,113,149,56,392,68,934,731,493,11,1144,0
2013,January,Thursday,8:00-9:00,797,50,2758,328,420,564,1580,317,714,154,380,663,785,888,876,662,933,451,538,846,697,66,143,624,255,242,217,179,23,184,16,237,89,1034,474,289,8,778,0
2013,January,Thursday,9:00-10:00,207,9,663,63,137,262,426,101,562,52,124,326,574,342,469,427,333,163,140,229,426,43,99,543,96,81,203,104,8,121,9,156,14,377,349,116,11,412,0
2013,January,Thursday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,January,Friday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,January,Friday,5:00-6:00,993,16,2126,45,260,186,681,46,122,58,255,200,211,127,189,72,14,177,279,584,24,222,16,652,46,615,8,450,40,434,26,1193,17,1920,1424,1166,32,1186,0
2013,January,Friday,6:00-7:00,2214,146,5013,394,531,160,1762,77,469,121,533,142,570,421,232,150,48,303,601,1311,67,395,17,1047,231,1041,16,861,151,705,110,2581,22,4995,2212,2569,80,3707,0
2013,January,Friday,7:00-8:00,2880,108,6459,379,855,563,1965,106,737,319,634,517,714,560,346,328,87,772,772,1625,502,499,124,1749,108,1618,31,932,232,851,134,2976,56,5568,2654,2960,85,4755,0
2013,January,Friday,8:00-9:00,2700,191,6133,353,741,803,1610,114,571,224,680,510,506,606,387,326,199,863,809,1747,514,483,85,1412,270,1420,68,709,195,660,129,2205,77,5209,1914,2191,64,3636,0
2013,January,Friday,9:00-10:00,2169,100,5505,233,635,1338,879,156,496,208,650,309,790,616,487,505,55,921,1185,1660,453,406,66,1144,344,1011,57,511,134,508,137,1628,62,4103,1404,1547,51,2312,0
2013,January,Friday,10:00-11:00,1950,130,4420,230,672,611,1786,224,407,266,675,396,926,847,513,349,410,1241,1094,1639,160,257,181,1035,249,879,37,411,140,415,79,1229,56,3202,1281,1121,47,2029,0
2013,January,Friday,11:00-12:00,1776,136,4128,243,609,842,1531,173,722,289,706,807,663,621,982,724,310,1397,1259,1239,512,359,52,968,336,878,104,353,112,361,122,1035,52,3128,897,1064,42,1704,0
2013,January,Friday,12:00-1:00 PM,1876,174,4144,189,661,573,1765,99,914,346,609,541,1118,1183,780,797,411,1355,1499,1679,364,442,100,1152,360,886,44,300,205,356,163,951,88,2385,1892,917,32,1731,0
2013,January,Friday,1:00-2:00,1800,149,3800,396,499,536,1561,472,477,275,873,830,1004,997,1233,796,635,1602,1746,1308,532,440,84,1174,154,809,75,251,249,367,128,878,91,2657,1309,794,30,1647,0
2013,January,Friday,2:00-3:00,1898,125,3548,305,618,1162,1270,256,886,194,950,1058,1052,1668,1294,948,836,1674,1837,1297,768,441,108,1058,385,783,57,208,183,231,138,660,191,1916,1398,592,24,1414,0
2013,January,Friday,3:00-4:00,1901,130,3472,383,525,699,2289,636,587,445,861,1352,1025,1588,1839,1150,1089,1563,2308,1331,796,371,178,837,521,506,239,260,130,176,161,512,171,1742,1154,555,15,1232,0
2013,January,Friday,4:00-5:00,2126,149,3745,464,701,569,2617,436,1628,270,1302,1013,1935,2286,2409,1336,1550,2499,2108,854,1604,383,186,817,664,520,227,256,136,169,158,567,92,1674,1181,529,11,1155,0
2013,January,Friday,5:00-6:00,2497,123,4581,560,794,1377,3122,505,1584,779,1008,1065,2451,2841,2358,1766,1327,2612,3094,1127,1504,297,386,871,750,395,532,207,188,118,231,731,180,1658,844,609,18,1668,0
2013,January,Friday,6:00-7:00,2265,49,4566,474,930,1357,3202,678,1126,804,600,989,1568,1839,2456,1809,811,2680,2897,1265,1450,123,428,1062,522,616,276,335,52,148,100,343,431,1226,959,612,18,1500,0
2013,January,Friday,7:00-8:00,1262,70,3813,436,558,867,2427,434,978,252,622,1045,1236,1387,1367,921,1299,1557,1814,1326,921,81,386,929,365,540,170,184,122,163,62,421,73,1029,805,531,12,1238,0
2013,January,Friday,8:00-9:00,845,54,2952,354,453,590,1651,297,669,161,397,717,848,918,905,696,982,676,807,872,719,72,156,676,277,263,236,194,25,202,18,254,96,1139,521,311,8,842,0
2013,January,Friday,9:00-10:00,220,10,709,68,148,274,445,95,526,54,130,353,621,353,485,450,350,244,211,236,439,47,108,587,104,88,220,112,9,132,10,167,15,415,385,125,12,446,0
2013,January,Friday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,January,Saturday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,January,Saturday,5:00-6:00,745,11,1476,119,161,143,524,44,117,41,181,150,159,91,135,51,10,107,168,378,15,123,9,462,33,469,6,305,27,295,18,743,11,2157,16,663,5,647,0
2013,January,Saturday,6:00-7:00,1257,86,2968,84,479,120,1320,51,308,74,324,104,417,311,171,99,32,180,358,825,42,202,8,589,130,671,10,383,67,399,63,1275,11,3860,112,1362,40,1590,0
2013,January,Saturday,7:00-8:00,2046,73,4371,269,608,435,1516,73,506,220,436,341,471,413,256,214,57,400,400,1034,320,281,70,1076,66,1031,20,615,153,590,46,1720,32,5167,87,1688,28,2245,0
2013,January,Saturday,8:00-9:00,1906,127,4074,269,564,561,1126,107,537,175,532,408,405,432,275,201,123,523,490,1048,309,348,61,1079,206,1004,48,574,158,540,106,1631,57,4823,150,1477,46,2184,0
2013,January,Saturday,9:00-10:00,1871,65,3593,217,590,1125,739,155,493,163,510,254,649,436,345,358,39,552,710,1083,295,351,57,889,267,901,51,457,120,423,114,1279,49,3992,72,1105,20,1868,0
2013,January,Saturday,10:00-11:00,1692,95,3227,187,547,453,1324,250,454,204,517,327,765,481,292,264,311,790,696,1247,121,230,162,830,200,768,33,329,112,387,74,1050,48,3564,104,1023,30,1522,0
2013,January,Saturday,11:00-12:00,1760,101,3059,194,484,651,1184,179,750,236,577,659,542,425,672,554,237,890,802,1005,415,409,60,795,276,748,89,357,113,292,98,973,49,3404,113,942,31,1479,0
2013,January,Saturday,12:00-1:00 PM,1816,143,3411,178,621,528,1626,114,1054,302,531,503,1039,881,581,698,360,946,1046,1314,285,418,94,945,296,798,40,291,199,336,155,905,84,3326,139,777,32,1397,0
2013,January,Saturday,1:00-2:00,1850,134,3433,322,405,515,1500,578,584,176,560,671,811,627,775,664,530,963,1049,1233,502,400,76,1038,136,733,68,225,222,301,105,735,76,2876,113,779,31,1336,0
2013,January,Saturday,2:00-3:00,1755,115,3259,244,494,1043,1140,257,888,149,732,795,791,830,644,690,609,1062,1165,1085,642,375,92,765,279,698,51,223,197,255,152,553,160,2796,99,621,22,1205,0
2013,January,Saturday,3:00-4:00,2009,123,3276,311,426,550,1803,648,599,309,599,1067,809,755,875,788,746,971,1435,1225,733,353,170,695,433,536,253,262,131,196,179,660,221,2708,102,605,23,1302,0
2013,January,Saturday,4:00-5:00,2540,137,3451,416,629,463,2130,301,1123,162,782,644,1230,936,987,889,1032,1470,1239,766,1438,369,179,674,547,535,234,261,139,225,210,768,125,2785,111,739,29,1413,0
2013,January,Saturday,5:00-6:00,2533,96,3578,413,585,871,1976,374,1171,453,586,683,1571,1320,1096,1226,921,1537,1821,1219,1628,390,300,815,701,474,639,277,251,147,287,831,205,2716,73,870,23,1639,0
2013,January,Saturday,6:00-7:00,2534,36,3415,289,567,1300,932,468,777,529,395,827,1311,779,1040,1333,597,1562,1689,1181,1354,407,117,1014,498,697,312,347,54,214,145,340,428,2875,31,766,8,1493,0
2013,January,Saturday,7:00-8:00,1402,50,2735,299,382,533,1492,293,660,195,481,761,900,489,482,621,876,882,1028,1154,801,301,63,843,331,547,172,173,115,216,19,505,88,2247,41,548,10,1133,0
2013,January,Saturday,8:00-9:00,1010,29,2083,166,363,527,857,93,516,118,282,430,756,297,408,550,428,464,554,732,603,146,67,581,238,271,243,183,23,134,51,340,31,1855,26,458,6,853,0
2013,January,Saturday,9:00-10:00,296,0,15,2,10,4,13,10,68,8,36,28,89,141,261,181,174,48,88,298,99,26,22,283,71,140,25,59,7,45,6,123,6,451,6,122,1,221,0
2013,January,Saturday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,January,Sunday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,January,Sunday,5:00-6:00,585,10,979,116,109,136,335,44,56,17,173,65,175,111,89,35,15,82,172,271,22,75,2,42,258,323,5,156,69,221,17,202,265,1631,17,489,5,448,0
2013,January,Sunday,6:00-7:00,879,29,1547,181,165,228,611,33,192,93,195,177,250,317,193,75,35,166,273,472,51,121,14,23,429,415,9,261,21,254,17,306,376,2219,42,646,12,675,0
2013,January,Sunday,7:00-8:00,1312,143,2167,219,248,422,731,87,248,74,362,160,294,99,310,130,29,410,295,526,144,157,21,85,502,503,34,254,84,307,22,638,242,2323,154,879,58,844,0
2013,January,Sunday,8:00-9:00,1561,193,2252,251,211,384,721,90,271,215,248,275,339,175,264,116,48,475,462,742,90,193,36,118,690,643,32,281,172,321,80,701,334,2921,251,876,75,1215,0
2013,January,Sunday,9:00-10:00,1783,198,2317,100,386,436,785,94,324,172,381,178,449,254,238,112,66,814,491,816,237,246,31,171,705,775,34,265,162,363,72,774,230,2991,256,802,69,1210,0
2013,January,Sunday,10:00-11:00,1905,178,2338,394,242,362,752,71,400,92,364,316,461,239,290,110,110,581,913,892,119,206,35,345,509,697,33,255,156,232,136,667,208,3015,230,924,70,1217,0
2013,January,Sunday,11:00-12:00,2108,140,2266,217,319,528,671,159,307,229,277,298,426,376,144,240,210,860,1000,1008,115,204,57,169,712,607,64,144,243,352,68,658,150,2820,175,688,43,1114,0
2013,January,Sunday,12:00-1:00 PM,1629,226,2163,225,264,436,641,161,377,137,387,226,537,751,223,192,203,1122,686,420,633,172,81,237,672,557,162,202,194,259,120,676,132,2377,248,682,71,967,0
2013,January,Sunday,1:00-2:00,1892,215,2145,162,290,435,802,134,453,74,469,249,553,453,181,198,257,1303,667,962,225,215,61,160,708,649,92,227,192,163,238,696,80,2877,288,659,66,1087,0
