NEDA UPDATES ON THE ECONOMY,,,,,,,,,,,,,,,,,,,,,
As of 06 June 2012,,,,,,,,,,,,,,,,,,,,,
,B.,Employment  Generated ('000),,,"1,101",(Jan '12),"2,057",(Oct '11),"1,101",(Jan '12),292,(Jan '11),G.,Total External Debt ($ M),"61,711",(Q4 '11),"62,431",(Q3 '11),"61,711","60,048",(Q4 '10)
,,,Agriculture,,227,,590,,227,,152,,,- of which: Total Short Term',"7,013",,"7,147",,"7,013","6,295",
,,,Industry,,g,,232,,g,,-58,,,                 Total Private Sector,"14,079",,"14,552",,"14,079","13,851",
,,,Services,,g,,"1,235",,g,,198,,,,,,,,,,
,C.,Underemployment Rate (%),,,18.8,(Jan '12),19.1,(Oct '11),18.8,(Jan '12),19.4,(Jan '11),VI.  NG CASH OPERATIONS (BTr),,                  Latest ,,                Preceding,,Year to,                     Same Month,
,,,,,,,,,,,,,,(in billion pesos)*,                  Month,,             Month,,      Date,                     Year Ago,
,D.,Minimum Wage (in pesos) (NWPC),,,,,,,,,,,,,,,,,,,
,,,NCR,,389-426,(Mar '12),389-426,(Feb '12),389-426,(Mar '12),367-404,(Mar '11),A.,Revenues,153.27,Apr '12,115.43,Mar '12,514.24,138.34,Apr '11
,,,AOMM,,190-337,,190-337,,190-337,,190-316,,,  Tax,142.35,,101.82,,444.6,126.78,
,,,,,,,,,,,,,,  Non-tax,10.91,,13.61,,69.64,11.55,
,E.,Index of Compensation Per Employee (QEI-NSCB),,,,,,,,,,,B.,Expenditures,122.24,,144.05,,517.13,112.08,
,,,Nominal (1978=100),,"2,181.20",(Q2'11),"2,064.90",(Q1'11),"2,123.00",(Q1-Q2' 11),"2,075.60",(Q2 '10),C.,Surplus(+) / Deficit(-),31.02,,-28.62,,-2.88,26.26,
,,,Constant (1978=100),,109.7,(Q2'11),104.9,(Q1'11),107.3,(Q1-Q2' 11),109.1,(Q2 '10),D.,Net Foreign Financing,-1.93,,-5.46,,64.89,0.66,
,,,,,,,,,,,,,E.,Net Domestic Financing/e,18.2,,-38.92,,149.98,17.06,
,,,,,,,,,,,,,F.,Cash Build-up(-)/ Withdrawal (+),-14.62,,-163.64,,-179.3,-43.97,
,*,"Details may not add up due to rounding, includes non-cash collections and expenditures",,,,,,,,,,,,,,,,,,,
,/a,the Indicator changed from Growth of Loans for ODCs to Loans of Universal/ Commercial Banks as the BSP revised their series. Loans of U/KB is Gross of RRP,,,,,,,,,,,,,,,,Updated by: ,MEAD-NPPS,,
,,"The old series covered all Other Depository Corporations that included, apart from universal/commercial banks, thrift banks and rural banks.",,,,,,,,,,,,,,,,,,,
,/b,based on Depository Corporations Survey,,,,,,,,,,,,,,,,,,,
,/c,(2006=100),,,,,,,,,,,,,,,,,,,
,/d,"expanded electronics coverage which includes semi-conductors, electronic data processing, office equipment, consumer electronics, telecommunication, ",,,,,,,,,,,,,,,,,,,
,,"communication/radar, control and instrumentation, medical/industrial instrumentation and automotive electronics.",,,,,,,,,,,,,,,,,,,
,/e,net of non-budgetary accounts,,,,,,,,,,,,,,,,,,,
,/f,"starting April 2005, LFS adopts the new definition of unemployment",,,,,,,,,,,,,,,,,,,
,/g,"can not be computed due to changes in the industry classification. Starting January 2012 Labor Force Survey (LFS), the codes for industry adopted the 2009 Philippine Standard Industrial Classification (PSIC).  Prior to this, codes for industry used the 1994 PSIC.",,,,,,,,,,,,,,,,,,,
