NEDA UPDATES ON THE ECONOMY,,,,,,,,,,,,,,,,,,,,,,
As of 28 November 2012,,,,,,,,,,,,,,,,,,,,,,
     AND WAGES,,,,,Period,,Period,,Date,,Year Ago ,,G.,Total External Debt ($ M),"62,496",(end Q2 '12),"62,903",(end Q1 '12),"62,496",(end Q2 '12),"61,424",(end Q2 '11)
,A.,Unemployment Rate (%)/f new definition,,,7,(Jul '12),6.9,(Apr '12),7.1,(Jan-Jul '12),7.1,(Jul '11),,- of which: Total Short Term',"7,024",,"7,420",,"7,024",,"7,156",
,B.,Employment  Generated ('000),,,478,(Jul '12),"1,021",(Apr '12),867,(Jan-Jul '12),869,(Jul '11),,                 Total Private Sector,"14,102",,"14,584",,"14,102",,"14,510",
,,,Agriculture,,-493,,313,,16,,-147,,VI.  NG CASH OPERATIONS (BTr),,                  Latest ,,                Preceding,,Year to,,                     Same Month,
,,,Industry,,g,,g,,g,,223,,,(in billion pesos)*,                  Month,,             Month,,      Date,,                     Year Ago,
,,,Services,,g,,g,,g,,794,,A.,Revenues,105.31,Sep '12,129.41,Aug '12,"1,118.87",(Jan- Sep '12),104.34,Sep '11
,C.,Underemployment Rate (%),,,22.7,(Jul '12),19.3,(Apr '12),20.3,(Jan-Jul '12),19.1,(Jul '11),,  Tax,95.42,,120.44,,996.76,,90.65,
,D.,Minimum Wage (in pesos) (NWPC),,,,,,,,,,,,  Non-tax,9.89,,8.97,,122.11,,13.69,
,,,NCR,,409-446,(Nov '12),409-446,(Oct '12),409-446,(Nov '12),389-426,(Nov '11),B.,Expenditures,140.16,,126.89,,"1,225.01",,122.84,
,,,AOMM,,190-349.5,,190-349.5,,190-349.5,,190-337,,C.,Surplus(+) / Deficit(-),-34.85,,2.52,,106.06,,-18.5,
,E.,Index of Compensation Per Employee (QEI-NSCB),,,,,,,,,,,D.,Net Foreign Financing,-5.24,,-5.5,,50.79,,4.13,
,,,Nominal (1978=100),,"2,310.30",(Q2'12),"2,182.60",(Q1'12),"2,310.30",(Q2' 12),"2,181.20",(Q2 '11),E.,Net Domestic Financing/e,35.15,,-36.56,,150.58,,48.03,
,,,Constant (1978=100),,112.9,(Q2'12),107.6,(Q1'12),112.9,(Q2' 12),109.7,(Q2 '11),F.,Cash Build-up(-)/ Withdrawal (+),4.94,,39.54,,-95.31,,-33.66,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Updated by: ,MEAD-NPPS,,,
,*,"Details may not add up due to rounding, includes non-cash collections and expenditures",,,,,,,,,,,,,,,,,,,,
,/a,the Indicator changed from Growth of Loans for ODCs to Loans of Universal/ Commercial Banks as the BSP revised their series. Loans of U/KB is Gross of RRP,,,,,,,,,,,,,,,,,,,,
,,"The old series covered all Other Depository Corporations that included, apart from universal/commercial banks, thrift banks and rural banks.",,,,,,,,,,,,,,,,,,,,
,/b,based on Depository Corporations Survey,,,,,,,,,,,,,,,,,,,,
,/c,(2006=100),,,,,,,,,,,,,,,,,,,,
,/d,"expanded electronics coverage which includes semi-conductors, electronic data processing, office equipment, consumer electronics, telecommunication, ",,,,,,,,,,,,,,,,,,,,
,,"communication/radar, control and instrumentation, medical/industrial instrumentation and automotive electronics.",,,,,,,,,,,,,,,,,,,,
,/e,net of non-budgetary accounts,,,,,,,,,,,,,,,,,,,,
,/f,"starting April 2005, LFS adopts the new definition of unemployment",,,,,,,,,,,,,,,,,,,,
,/g,"can not be computed due to changes in the industry classification. Starting January 2012 Labor Force Survey (LFS), the codes for industry adopted the 2009 Philippine Standard Industrial Classification (PSIC).  Prior to this, codes for industry used the 1994 PSIC.",,,,,,,,,,,,,,,,,,,,
