NEDA UPDATES ON THE ECONOMY,,,,,,,,,,,,,,,,,,,,,,
As of 15 August 2012,,,,,,,,,,,,,,,,,,,,,,
     AND WAGES,,,,,Period,,Period,,Date,,Year Ago ,,G.,Total External Debt ($ M),"62,903",(end Q1 '12),"61,711",(end Q4 '11),"62,903",(end Q1 '12),"60,948",(end Q1 '11)
,A.,Unemployment Rate (%)/f new definition,,,6.9,(Apr '12),7.2,(Jan '12),7.1,(Jan-Apr '12),7.2,(Apr '11),,- of which: Total Short Term',"7,420",,"7,013",,"7,420",,"6,778",
,B.,Employment  Generated ('000),,,"1,021",(Apr '12),"1,101",(Jan '12),"1,061",(Jan-Apr '12),"1,407",(Apr '11),,                 Total Private Sector,"14,585",,"14,079",,"14,585",,"14,450",
,,,Agriculture,,313,,227,,270,,645,,VI.  NG CASH OPERATIONS (BTr),,                  Latest ,,                Preceding,,Year to,,                     Same Month,
,,,Industry,,g,,g,,g,,130,,,(in billion pesos)*,                  Month,,             Month,,      Date,,                     Year Ago,
,,,Services,,g,,g,,g,,632,,A.,Revenues,115.28,(Jun '12),131.4,(May '12),760.9,(Jan- Jun '12),100.14,(Jun '11)
,C.,Underemployment Rate (%),,,19.3,(Apr '12),18.8,(Jan '12),19.1,(Jan-Apr '12),19.4,(Apr '11),,  Tax,105.72,,120.93,,671.46,,89.92,
,D.,Minimum Wage (in pesos) (NWPC),,,,,,,,,,,,  Non-tax,9.55,,10.48,,89.44,,10.22,
,,,NCR,,409-446,(Aug '12),409-446,(Jul '12),409-446,(Aug '12),389-426,(Aug '11),B.,Expenditures,126.97,,151.3,,795.4,,107.83,
,,,AOMM,,190-349.5,,190-349.5,,190-349.5,,190-337,,C.,Surplus(+) / Deficit(-),-11.7,,-19.9,,-34.51,,-7.69,
,E.,Index of Compensation Per Employee (QEI-NSCB),,,,,,,,,,,D.,Net Foreign Financing,-9.1,,5.36,,61.15,,-3.26,
,,,Nominal (1978=100),,"2,182.60",(Q1'12),"2,419.00",(Q4'11),"2,182.60",(Q1' 12),"2,064.90",(Q1 '11),E.,Net Domestic Financing/e,11.65,,-23.34,,114.13,,26.97,
,,,Constant (1978=100),,107.6,(Q1'12),121.1,(Q4'11),107.6,(Q1' 12),104.9,(Q1 '11),F.,Cash Build-up(-)/ Withdrawal (+),9.15,,37.88,,-140.79,,-16.02,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Updated by: ,MEAD-NPPS,,,
,*,"Details may not add up due to rounding, includes non-cash collections and expenditures",,,,,,,,,,,,,,,,,,,,
,/a,the Indicator changed from Growth of Loans for ODCs to Loans of Universal/ Commercial Banks as the BSP revised their series. Loans of U/KB is Gross of RRP,,,,,,,,,,,,,,,,,,,,
,,"The old series covered all Other Depository Corporations that included, apart from universal/commercial banks, thrift banks and rural banks.",,,,,,,,,,,,,,,,,,,,
,/b,based on Depository Corporations Survey,,,,,,,,,,,,,,,,,,,,
,/c,(2006=100),,,,,,,,,,,,,,,,,,,,
,/d,"expanded electronics coverage which includes semi-conductors, electronic data processing, office equipment, consumer electronics, telecommunication, ",,,,,,,,,,,,,,,,,,,,
,,"communication/radar, control and instrumentation, medical/industrial instrumentation and automotive electronics.",,,,,,,,,,,,,,,,,,,,
,/e,net of non-budgetary accounts,,,,,,,,,,,,,,,,,,,,
,/f,"starting April 2005, LFS adopts the new definition of unemployment",,,,,,,,,,,,,,,,,,,,
,/g,"can not be computed due to changes in the industry classification. Starting January 2012 Labor Force Survey (LFS), the codes for industry adopted the 2009 Philippine Standard Industrial Classification (PSIC).  Prior to this, codes for industry used the 1994 PSIC.",,,,,,,,,,,,,,,,,,,,
