year,month,day,hours,southbound_total_in,northbound_total_in,southbound_total_out,northbound_total_out
2013,February,Wednesday,10:00-11:00,15722,15161,15722,15161
2013,February,Wednesday,11:00-12:00,15500,14966,15500,14966
2013,February,Wednesday,12:00-1:00 PM,15287,16995,15287,16995
2013,February,Wednesday,1:00-2:00,15600,16137,15600,16137
2013,February,Wednesday,2:00-3:00,15186,17396,15186,17396
2013,February,Wednesday,3:00-4:00,14862,18947,14862,18947
2013,February,Wednesday,4:00-5:00,14983,24419,14983,24419
2013,February,Wednesday,5:00-6:00,18283,27229,18283,27229
2013,February,Wednesday,6:00-7:00,16937,24265,16937,24265
2013,February,Wednesday,7:00-8:00,12803,17990,12803,17990
2013,February,Wednesday,8:00-9:00,8971,12483,8971,12483
2013,February,Wednesday,9:00-10:00,4122,5181,4122,5181
2013,February,Wednesday,10:00-11:00,0,0,0,0
2013,February,Thursday,4:00-5:00 AM,0,0,0,0
2013,February,Thursday,5:00-6:00,8746,6307,8746,6307
2013,February,Thursday,6:00-7:00,19753,13946,19753,13946
2013,February,Thursday,7:00-8:00,25373,18228,25373,18228
2013,February,Thursday,8:00-9:00,22058,16585,22058,16585
2013,February,Thursday,9:00-10:00,17889,14517,17889,14517
2013,February,Thursday,10:00-11:00,15306,14086,15306,14086
2013,February,Thursday,11:00-12:00,15097,13970,15097,13970
2013,February,Thursday,12:00-1:00 PM,14915,15903,14915,15903
2013,February,Thursday,1:00-2:00,15201,15104,15201,15104
2013,February,Thursday,2:00-3:00,14840,16289,14840,16289
2013,February,Thursday,3:00-4:00,14511,17842,14511,17842
2013,February,Thursday,4:00-5:00,14636,23112,14636,23112
2013,February,Thursday,5:00-6:00,17867,25711,17867,25711
2013,February,Thursday,6:00-7:00,16546,22932,16546,22932
2013,February,Thursday,7:00-8:00,12504,17184,12504,17184
2013,February,Thursday,8:00-9:00,8763,11945,8763,11945
2013,February,Thursday,9:00-10:00,4024,4998,4024,4998
2013,February,Thursday,10:00-11:00,0,0,0,0
2013,February,Friday,4:00-5:00 AM,0,0,0,0
2013,February,Friday,5:00-6:00,9261,6566,9261,6566
2013,February,Friday,6:00-7:00,20900,14457,20900,14457
2013,February,Friday,7:00-8:00,26886,18867,26886,18867
2013,February,Friday,8:00-9:00,23386,17195,23386,17195
2013,February,Friday,9:00-10:00,18973,15164,18973,15164
2013,February,Friday,10:00-11:00,16305,14694,16305,14694
2013,February,Friday,11:00-12:00,16094,14551,16094,14551
2013,February,Friday,12:00-1:00 PM,15873,16589,15873,16589
2013,February,Friday,1:00-2:00,16147,15882,16147,15882
2013,February,Friday,2:00-3:00,15757,17044,15757,17044
2013,February,Friday,3:00-4:00,15281,18797,15281,18797
2013,February,Friday,4:00-5:00,15654,23927,15654,23927
2013,February,Friday,5:00-6:00,18984,26873,18984,26873
2013,February,Friday,6:00-7:00,17625,24087,17625,24087
2013,February,Friday,7:00-8:00,13243,17903,13243,17903
2013,February,Friday,8:00-9:00,9179,12319,9179,12319
2013,February,Friday,9:00-10:00,4202,5079,4202,5079
2013,February,Friday,10:00-11:00,0,0,0,0
2013,February,Saturday,4:00-5:00 AM,0,0,0,0
2013,February,Saturday,5:00-6:00,7321,3984,7321,3984
2013,February,Saturday,6:00-7:00,12861,8481,12861,8481
2013,February,Saturday,7:00-8:00,18733,12034,18733,12034
2013,February,Saturday,8:00-9:00,18344,11703,18344,11703
2013,February,Saturday,9:00-10:00,16447,11088,16447,11088
2013,February,Saturday,10:00-11:00,14730,11204,14730,11204
2013,February,Saturday,11:00-12:00,15013,11888,15013,11888
2013,February,Saturday,12:00-1:00 PM,15577,14074,15577,14074
2013,February,Saturday,1:00-2:00,15088,13466,15088,13466
2013,February,Saturday,2:00-3:00,14491,13855,14491,13855
2013,February,Saturday,3:00-4:00,14844,15571,14844,15571
2013,February,Saturday,4:00-5:00,14654,19172,14654,19172
2013,February,Saturday,5:00-6:00,17235,21054,17235,21054
2013,February,Saturday,6:00-7:00,17351,17076,17351,17076
2013,February,Saturday,7:00-8:00,12438,12727,12438,12727
2013,February,Saturday,8:00-9:00,8667,9014,8667,9014
2013,February,Saturday,9:00-10:00,2315,1370,2315,1370
2013,February,Saturday,10:00-11:00,0,0,0,0
2013,February,Sunday,4:00-5:00 AM,0,0,0,0
2013,February,Sunday,5:00-6:00,4669,3506,4669,3506
2013,February,Sunday,6:00-7:00,7016,5588,7016,5588
2013,February,Sunday,7:00-8:00,8635,7675,8635,7675
2013,February,Sunday,8:00-9:00,10683,8572,10683,8572
2013,February,Sunday,9:00-10:00,11298,9549,11298,9549
2013,February,Sunday,10:00-11:00,11345,9843,11345,9843
2013,February,Sunday,11:00-12:00,11425,9910,11425,9910
2013,February,Sunday,12:00-1:00 PM,10549,10069,10549,10069
2013,February,Sunday,1:00-2:00,11525,10277,11525,10277
2013,February,Sunday,2:00-3:00,12304,10733,12304,10733
2013,February,Sunday,3:00-4:00,12426,11556,12426,11556
2013,February,Sunday,4:00-5:00,12329,12138,12329,12138
2013,February,Sunday,5:00-6:00,11417,12301,11417,12301
2013,February,Sunday,6:00-7:00,10284,12269,10284,12269
2013,February,Sunday,7:00-8:00,8666,10489,8666,10489
2013,February,Sunday,8:00-9:00,6894,7499,6894,7499
2013,February,Sunday,9:00-10:00,2064,722,2064,722
2013,February,Sunday,10:00-11:00,0,0,0,0
2013,March,Monday,4:00-5:00 AM,0,0,0,0
2013,March,Monday,5:00-6:00,9046,6491,9046,6491
2013,March,Monday,6:00-7:00,20485,14314,20485,14314
2013,March,Monday,7:00-8:00,26246,18678,26246,18678
2013,March,Monday,8:00-9:00,22752,16974,22752,16974
2013,March,Monday,9:00-10:00,18385,14841,18385,14841
2013,March,Monday,10:00-11:00,15697,14391,15697,14391
2013,March,Monday,11:00-12:00,15459,14228,15459,14228
2013,March,Monday,12:00-1:00 PM,15203,16223,15203,16223
2013,March,Monday,1:00-2:00,15482,15407,15482,15407
2013,March,Monday,2:00-3:00,15060,16584,15060,16584
2013,March,Monday,3:00-4:00,14704,18132,14704,18132
2013,March,Monday,4:00-5:00,14810,23413,14810,23413
2013,March,Monday,5:00-6:00,18103,26062,18103,26062
2013,March,Monday,6:00-7:00,16730,23264,16730,23264
2013,March,Monday,7:00-8:00,12665,17353,12665,17353
2013,March,Monday,8:00-9:00,8878,12050,8878,12050
2013,March,Monday,9:00-10:00,4069,5029,4069,5029
2013,March,Monday,10:00-11:00,0,0,0,0
2013,March,Tuesday,4:00-5:00 AM,0,0,0,0
2013,March,Tuesday,5:00-6:00,8583,6250,8583,6250
2013,March,Tuesday,6:00-7:00,19347,13845,19347,13845
2013,March,Tuesday,7:00-8:00,24891,18073,24891,18073
2013,March,Tuesday,8:00-9:00,21629,16446,21629,16446
2013,March,Tuesday,9:00-10:00,17547,14393,17547,14393
2013,March,Tuesday,10:00-11:00,15008,13984,15008,13984
2013,March,Tuesday,11:00-12:00,14813,13844,14813,13844
2013,March,Tuesday,12:00-1:00 PM,14605,15754,14605,15754
2013,March,Tuesday,1:00-2:00,14896,14963,14896,14963
2013,March,Tuesday,2:00-3:00,14554,16102,14554,16102
2013,March,Tuesday,3:00-4:00,14203,17660,14203,17660
2013,March,Tuesday,4:00-5:00,14330,22801,14330,22801
2013,March,Tuesday,5:00-6:00,17508,25446,17508,25446
2013,March,Tuesday,6:00-7:00,16236,22705,16236,22705
2013,March,Tuesday,7:00-8:00,12263,16955,12263,16955
2013,March,Tuesday,8:00-9:00,8575,11764,8575,11764
2013,March,Tuesday,9:00-10:00,3939,4897,3939,4897
2013,March,Tuesday,10:00-11:00,0,0,0,0
2013,March,Wednesday,4:00-5:00 AM,0,0,0,0
2013,March,Wednesday,5:00-6:00,8586,6457,8586,6457
2013,March,Wednesday,6:00-7:00,19356,14285,19356,14285
2013,March,Wednesday,7:00-8:00,24851,18628,24851,18628
2013,March,Wednesday,8:00-9:00,21510,16987,21510,16987
2013,March,Wednesday,9:00-10:00,17359,14806,17359,14806
2013,March,Wednesday,10:00-11:00,14828,14285,14828,14285
2013,March,Wednesday,11:00-12:00,14608,14061,14608,14061
2013,March,Wednesday,12:00-1:00 PM,14368,15966,14368,15966
2013,March,Wednesday,1:00-2:00,14646,15155,14646,15155
2013,March,Wednesday,2:00-3:00,14206,16299,14206,16299
2013,March,Wednesday,3:00-4:00,13826,17769,13826,17769
2013,March,Wednesday,4:00-5:00,13964,22733,13964,22733
2013,March,Wednesday,5:00-6:00,17010,25453,17010,25453
2013,March,Wednesday,6:00-7:00,15790,22720,15790,22720
2013,March,Wednesday,7:00-8:00,11935,16784,11935,16784
2013,March,Wednesday,8:00-9:00,8348,11626,8348,11626
2013,March,Wednesday,9:00-10:00,3849,4783,3849,4783
2013,March,Wednesday,10:00-11:00,0,0,0,0
2013,March,Thursday,4:00-5:00 AM,0,0,0,0
2013,March,Thursday,5:00-6:00,8447,6189,8447,6189
2013,March,Thursday,6:00-7:00,19062,13693,19062,13693
2013,March,Thursday,7:00-8:00,24502,17894,24502,17894
2013,March,Thursday,8:00-9:00,21315,16286,21315,16286
2013,March,Thursday,9:00-10:00,17315,14250,17315,14250
2013,March,Thursday,10:00-11:00,14813,13846,14813,13846
2013,March,Thursday,11:00-12:00,14639,13714,14639,13714
2013,March,Thursday,12:00-1:00 PM,14442,15603,14442,15603
2013,March,Thursday,1:00-2:00,14735,14826,14735,14826
2013,March,Thursday,2:00-3:00,14402,15983,14402,15983
2013,March,Thursday,3:00-4:00,14099,17502,14099,17502
2013,March,Thursday,4:00-5:00,14233,22646,14233,22646
2013,March,Thursday,5:00-6:00,17387,25214,17387,25214
2013,March,Thursday,6:00-7:00,16120,22500,16120,22500
2013,March,Thursday,7:00-8:00,12151,16842,12151,16842
2013,March,Thursday,8:00-9:00,8495,11697,8495,11697
2013,March,Thursday,9:00-10:00,3893,4878,3893,4878
2013,March,Thursday,10:00-11:00,0,0,0,0
2013,March,Friday,4:00-5:00 AM,0,0,0,0
2013,March,Friday,5:00-6:00,9198,6627,9198,6627
2013,March,Friday,6:00-7:00,20617,14592,20617,14592
2013,March,Friday,7:00-8:00,26514,19053,26514,19053
2013,March,Friday,8:00-9:00,23124,17352,23124,17352
2013,March,Friday,9:00-10:00,18842,15305,18842,15305
2013,March,Friday,10:00-11:00,16192,14839,16192,14839
2013,March,Friday,11:00-12:00,16045,14708,16045,14708
2013,March,Friday,12:00-1:00 PM,15789,16802,15789,16802
2013,March,Friday,1:00-2:00,16126,16059,16126,16059
2013,March,Friday,2:00-3:00,15729,17278,15729,17278
2013,March,Friday,3:00-4:00,15335,18999,15335,18999
2013,March,Friday,4:00-5:00,15712,24279,15712,24279
2013,March,Friday,5:00-6:00,19011,27221,19011,27221
2013,March,Friday,6:00-7:00,17675,24331,17675,24331
2013,March,Friday,7:00-8:00,13232,18131,13232,18131
2013,March,Friday,8:00-9:00,9181,12476,9181,12476
2013,March,Friday,9:00-10:00,4192,5174,4192,5174
2013,March,Friday,10:00-11:00,0,0,0,0
2013,March,Saturday,4:00-5:00 AM,0,0,0,0
2013,March,Saturday,5:00-6:00,7247,3895,7247,3895
2013,March,Saturday,6:00-7:00,12734,8281,12734,8281
2013,March,Saturday,7:00-8:00,18538,11760,18538,11760
2013,March,Saturday,8:00-9:00,18137,11453,18137,11453
2013,March,Saturday,9:00-10:00,16221,10866,16221,10866
2013,March,Saturday,10:00-11:00,14537,10965,14537,10965
2013,March,Saturday,11:00-12:00,14812,11625,14812,11625
2013,March,Saturday,12:00-1:00 PM,15353,13758,15353,13758
2013,March,Saturday,1:00-2:00,14859,13170,14859,13170
2013,March,Saturday,2:00-3:00,14249,13563,14249,13563
2013,March,Saturday,3:00-4:00,14613,15229,14613,15229
2013,March,Saturday,4:00-5:00,14434,18758,14434,18758
2013,March,Saturday,5:00-6:00,16955,20603,16955,20603
2013,March,Saturday,6:00-7:00,17067,16734,17067,16734
2013,March,Saturday,7:00-8:00,12251,12445,12251,12445
2013,March,Saturday,8:00-9:00,8544,8814,8544,8814
2013,March,Saturday,9:00-10:00,2286,1347,2286,1347
2013,March,Saturday,10:00-11:00,0,0,0,0
2013,March,Sunday,4:00-5:00 AM,0,0,0,0
2013,March,Sunday,5:00-6:00,4530,3429,4530,3429
2013,March,Sunday,6:00-7:00,6792,5439,6792,5439
2013,March,Sunday,7:00-8:00,8431,7461,8431,7461
2013,March,Sunday,8:00-9:00,10417,8357,10417,8357
2013,March,Sunday,9:00-10:00,10991,9336,10991,9336
2013,March,Sunday,10:00-11:00,11057,9618,11057,9618
2013,March,Sunday,11:00-12:00,11118,9751,11118,9751
2013,March,Sunday,12:00-1:00 PM,10189,9871,10189,9871
2013,March,Sunday,1:00-2:00,11189,10096,11189,10096
2013,March,Sunday,2:00-3:00,11950,10508,11950,10508
2013,March,Sunday,3:00-4:00,12049,11315,12049,11315
2013,March,Sunday,4:00-5:00,11978,11901,11978,11901
2013,March,Sunday,5:00-6:00,11070,12003,11070,12003
2013,March,Sunday,6:00-7:00,10052,11906,10052,11906
2013,March,Sunday,7:00-8:00,8477,10218,8477,10218
2013,March,Sunday,8:00-9:00,6727,7265,6727,7265
2013,March,Sunday,9:00-10:00,2025,718,2025,718
2013,March,Sunday,10:00-11:00,0,0,0,0
2013,April,Monday,4:00-5:00 AM,0,0,0,0
2013,April,Monday,5:00-6:00,8853,6371,8853,6371
2013,April,Monday,6:00-7:00,19951,14036,19951,14036
2013,April,Monday,7:00-8:00,25548,18269,25548,18269
2013,April,Monday,8:00-9:00,22137,16587,22137,16587
2013,April,Monday,9:00-10:00,17905,14517,17905,14517
2013,April,Monday,10:00-11:00,15254,14107,15254,14107
2013,April,Monday,11:00-12:00,15052,13907,15052,13907
2013,April,Monday,12:00-1:00 PM,14746,15863,14746,15863
2013,April,Monday,1:00-2:00,14997,15098,14997,15098
2013,April,Monday,2:00-3:00,14616,16188,14616,16188
2013,April,Monday,3:00-4:00,14252,17732,14252,17732
2013,April,Monday,4:00-5:00,14347,22826,14347,22826
2013,April,Monday,5:00-6:00,17554,25458,17554,25458
2013,April,Monday,6:00-7:00,16196,22736,16196,22736
2013,April,Monday,7:00-8:00,12267,16895,12267,16895
2013,April,Monday,8:00-9:00,8578,11704,8578,11704
2013,April,Monday,9:00-10:00,3918,4873,3918,4873
2013,April,Monday,10:00-11:00,0,0,0,0
2013,April,Tuesday,4:00-5:00 AM,0,0,0,0
2013,April,Tuesday,5:00-6:00,8421,6133,8421,6133
2013,April,Tuesday,6:00-7:00,18962,13553,18962,13553
2013,April,Tuesday,7:00-8:00,24335,17629,24335,17629
2013,April,Tuesday,8:00-9:00,21125,16012,21125,16012
2013,April,Tuesday,9:00-10:00,17125,13975,17125,13975
2013,April,Tuesday,10:00-11:00,14575,13584,14575,13584
2013,April,Tuesday,11:00-12:00,14350,13392,14350,13392
2013,April,Tuesday,12:00-1:00 PM,14070,15249,14070,15249
2013,April,Tuesday,1:00-2:00,14312,14464,14312,14464
2013,April,Tuesday,2:00-3:00,13948,15478,13948,15478
2013,April,Tuesday,3:00-4:00,13516,17007,13516,17007
2013,April,Tuesday,4:00-5:00,13610,21789,13610,21789
2013,April,Tuesday,5:00-6:00,16658,24386,16658,24386
2013,April,Tuesday,6:00-7:00,15420,21862,15420,21862
2013,April,Tuesday,7:00-8:00,11678,16222,11678,16222
2013,April,Tuesday,8:00-9:00,8165,11231,8165,11231
2013,April,Tuesday,9:00-10:00,3735,4635,3735,4635
2013,April,Tuesday,10:00-11:00,0,0,0,0
2013,April,Wednesday,4:00-5:00 AM,0,0,0,0
2013,April,Wednesday,5:00-6:00,8642,6531,8642,6531
2013,April,Wednesday,6:00-7:00,19490,14446,19490,14446
2013,April,Wednesday,7:00-8:00,25023,18814,25023,18814
2013,April,Wednesday,8:00-9:00,21685,17115,21685,17115
2013,April,Wednesday,9:00-10:00,17515,14909,17515,14909
2013,April,Wednesday,10:00-11:00,14939,14421,14939,14421
2013,April,Wednesday,11:00-12:00,14709,14180,14709,14180
2013,April,Wednesday,12:00-1:00 PM,14436,16115,14436,16115
2013,April,Wednesday,1:00-2:00,14698,15288,14698,15288
2013,April,Wednesday,2:00-3:00,14304,16393,14304,16393
2013,April,Wednesday,3:00-4:00,13916,17895,13916,17895
2013,April,Wednesday,4:00-5:00,13963,22951,13963,22951
2013,April,Wednesday,5:00-6:00,17074,25694,17074,25694
2013,April,Wednesday,6:00-7:00,15814,22950,15814,22950
2013,April,Wednesday,7:00-8:00,12011,16911,12011,16911
2013,April,Wednesday,8:00-9:00,8406,11708,8406,11708
2013,April,Wednesday,9:00-10:00,3853,4835,3853,4835
2013,April,Wednesday,10:00-11:00,0,0,0,0
2013,April,Thursday,4:00-5:00 AM,0,0,0,0
2013,April,Thursday,5:00-6:00,8130,5925,8130,5925
2013,April,Thursday,6:00-7:00,18256,13133,18256,13133
2013,April,Thursday,7:00-8:00,23471,17103,23471,17103
2013,April,Thursday,8:00-9:00,20382,15533,20382,15533
2013,April,Thursday,9:00-10:00,16522,13599,16522,13599
2013,April,Thursday,10:00-11:00,14096,13208,14096,13208
2013,April,Thursday,11:00-12:00,13901,13039,13901,13039
2013,April,Thursday,12:00-1:00 PM,13638,14859,13638,14859
