year,month,day,hours,southbound_total_in,northbound_total_in,southbound_total_out,northbound_total_out
2014,March,Thursday,4:00-5:00 AM,0,0,0,0
2014,March,Thursday,5:00-6:00,8237,5967,8237,5967
2014,March,Thursday,6:00-7:00,18537,13294,18537,13294
2014,March,Thursday,7:00-8:00,23795,17412,23795,17412
2014,March,Thursday,8:00-9:00,20597,15858,20597,15858
2014,March,Thursday,9:00-10:00,16698,13838,16698,13838
2014,March,Thursday,10:00-11:00,14255,13465,14255,13465
2014,March,Thursday,11:00-12:00,14029,13354,14029,13354
2014,March,Thursday,12:00-1:00 PM,13877,15120,13877,15120
2014,March,Thursday,1:00-2:00,14117,14387,14117,14387
2014,March,Thursday,2:00-3:00,13833,15493,13833,15493
2014,March,Thursday,3:00-4:00,13528,16982,13528,16982
2014,March,Thursday,4:00-5:00,13601,22007,13601,22007
2014,March,Thursday,5:00-6:00,16684,24567,16684,24567
2014,March,Thursday,6:00-7:00,15412,21949,15412,21949
2014,March,Thursday,7:00-8:00,11691,16294,11691,16294
2014,March,Thursday,8:00-9:00,8167,11314,8167,11314
2014,March,Thursday,9:00-10:00,3739,4708,3739,4708
2014,March,Thursday,10:00-11:00,0,0,0,0
2014,March,Friday,4:00-5:00 AM,0,0,0,0
2014,March,Friday,5:00-6:00,8900,6396,8900,6396
2014,March,Friday,6:00-7:00,20016,14209,20016,14209
2014,March,Friday,7:00-8:00,25760,18578,25760,18578
2014,March,Friday,8:00-9:00,22306,16931,22306,16931
2014,March,Friday,9:00-10:00,18055,14913,18055,14913
2014,March,Friday,10:00-11:00,15507,14468,15507,14468
2014,March,Friday,11:00-12:00,15310,14322,15310,14322
2014,March,Friday,12:00-1:00 PM,15073,16289,15073,16289
2014,March,Friday,1:00-2:00,15386,15554,15386,15554
2014,March,Friday,2:00-3:00,15039,16707,15039,16707
2014,March,Friday,3:00-4:00,14647,18362,14647,18362
2014,March,Friday,4:00-5:00,14930,23494,14930,23494
2014,March,Friday,5:00-6:00,18147,26483,18147,26483
2014,March,Friday,6:00-7:00,16836,23680,16836,23680
2014,March,Friday,7:00-8:00,12708,17473,12708,17473
2014,March,Friday,8:00-9:00,8784,12019,8784,12019
2014,March,Friday,9:00-10:00,4016,4967,4016,4967
2014,March,Friday,10:00-11:00,0,0,0,0
2014,March,Saturday,4:00-5:00 AM,0,0,0,0
2014,March,Saturday,5:00-6:00,7085,4070,7085,4070
2014,March,Saturday,6:00-7:00,12444,8629,12444,8629
2014,March,Saturday,7:00-8:00,18142,12271,18142,12271
2014,March,Saturday,8:00-9:00,17778,11878,17778,11878
2014,March,Saturday,9:00-10:00,15965,11243,15965,11243
2014,March,Saturday,10:00-11:00,14249,11348,14249,11348
2014,March,Saturday,11:00-12:00,14517,12026,14517,12026
2014,March,Saturday,12:00-1:00 PM,15006,14248,15006,14248
2014,March,Saturday,1:00-2:00,14609,13571,14609,13571
2014,March,Saturday,2:00-3:00,14021,13931,14021,13931
2014,March,Saturday,3:00-4:00,14397,15634,14397,15634
2014,March,Saturday,4:00-5:00,14145,19306,14145,19306
2014,March,Saturday,5:00-6:00,16665,21117,16665,21117
2014,March,Saturday,6:00-7:00,16758,17174,16758,17174
2014,March,Saturday,7:00-8:00,12027,12746,12027,12746
2014,March,Saturday,8:00-9:00,8365,9045,8365,9045
2014,March,Saturday,9:00-10:00,2215,1375,2215,1375
2014,March,Saturday,10:00-11:00,0,0,0,0
2014,March,Sunday,4:00-5:00 AM,0,0,0,0
2014,March,Sunday,5:00-6:00,4568,3457,4568,3457
2014,March,Sunday,6:00-7:00,6820,5506,6820,5506
2014,March,Sunday,7:00-8:00,8501,7524,8501,7524
2014,March,Sunday,8:00-9:00,10450,8453,10450,8453
2014,March,Sunday,9:00-10:00,11008,9419,11008,9419
2014,March,Sunday,10:00-11:00,11087,9674,11087,9674
2014,March,Sunday,11:00-12:00,11091,9806,11091,9806
2014,March,Sunday,12:00-1:00 PM,10156,9874,10156,9874
2014,March,Sunday,1:00-2:00,11133,10139,11133,10139
2014,March,Sunday,2:00-3:00,11883,10531,11883,10531
2014,March,Sunday,3:00-4:00,12000,11388,12000,11388
2014,March,Sunday,4:00-5:00,11944,11899,11944,11899
2014,March,Sunday,5:00-6:00,10948,12132,10948,12132
2014,March,Sunday,6:00-7:00,9942,12003,9942,12003
2014,March,Sunday,7:00-8:00,8394,10273,8394,10273
2014,March,Sunday,8:00-9:00,6721,7236,6721,7236
2014,March,Sunday,9:00-10:00,1991,735,1991,735
2014,March,Sunday,10:00-11:00,0,0,0,0
2014,April,Monday,4:00-5:00 AM,0,0,0,0
2014,April,Monday,5:00-6:00,8552,5987,8552,5987
2014,April,Monday,6:00-7:00,19368,13232,19368,13232
2014,April,Monday,7:00-8:00,24668,17264,24668,17264
2014,April,Monday,8:00-9:00,21244,15696,21244,15696
2014,April,Monday,9:00-10:00,17114,13618,17114,13618
2014,April,Monday,10:00-11:00,14498,13223,14498,13223
2014,April,Monday,11:00-12:00,14170,13047,14170,13047
2014,April,Monday,12:00-1:00 PM,13931,14797,13931,14797
2014,April,Monday,1:00-2:00,14068,14074,14068,14074
2014,April,Monday,2:00-3:00,13692,15065,13692,15065
2014,April,Monday,3:00-4:00,13203,16580,13203,16580
2014,April,Monday,4:00-5:00,13342,21160,13342,21160
2014,April,Monday,5:00-6:00,16345,23702,16345,23702
2014,April,Monday,6:00-7:00,15012,21378,15012,21378
2014,April,Monday,7:00-8:00,11456,15708,11456,15708
2014,April,Monday,8:00-9:00,8001,10890,8001,10890
2014,April,Monday,9:00-10:00,3655,4465,3655,4465
2014,April,Monday,10:00-11:00,0,0,0,0
2014,April,Tuesday,4:00-5:00 AM,0,0,0,0
2014,April,Tuesday,5:00-6:00,8093,5775,8093,5775
2014,April,Tuesday,6:00-7:00,18244,12836,18244,12836
2014,April,Tuesday,7:00-8:00,23360,16757,23360,16757
2014,April,Tuesday,8:00-9:00,20155,15237,20155,15237
2014,April,Tuesday,9:00-10:00,16256,13291,16256,13291
2014,April,Tuesday,10:00-11:00,13831,12904,13831,12904
2014,April,Tuesday,11:00-12:00,13565,12739,13565,12739
2014,April,Tuesday,12:00-1:00 PM,13338,14451,13338,14451
2014,April,Tuesday,1:00-2:00,13539,13721,13539,13721
2014,April,Tuesday,2:00-3:00,13213,14697,13213,14697
2014,April,Tuesday,3:00-4:00,12803,16139,12803,16139
2014,April,Tuesday,4:00-5:00,12885,20711,12885,20711
2014,April,Tuesday,5:00-6:00,15774,23265,15774,23265
2014,April,Tuesday,6:00-7:00,14541,20886,14541,20886
2014,April,Tuesday,7:00-8:00,11102,15367,11102,15367
2014,April,Tuesday,8:00-9:00,7736,10642,7736,10642
2014,April,Tuesday,9:00-10:00,3537,4394,3537,4394
2014,April,Tuesday,10:00-11:00,0,0,0,0
2014,April,Wednesday,4:00-5:00 AM,0,0,0,0
2014,April,Wednesday,5:00-6:00,8234,6069,8234,6069
2014,April,Wednesday,6:00-7:00,18693,13739,18693,13739
2014,April,Wednesday,7:00-8:00,23931,17746,23931,17746
2014,April,Wednesday,8:00-9:00,20660,16175,20660,16175
2014,April,Wednesday,9:00-10:00,16323,13659,16323,13659
2014,April,Wednesday,10:00-11:00,13846,13135,13846,13135
2014,April,Wednesday,11:00-12:00,13502,12869,13502,12869
2014,April,Wednesday,12:00-1:00 PM,13244,14599,13244,14599
2014,April,Wednesday,1:00-2:00,13420,13855,13420,13855
2014,April,Wednesday,2:00-3:00,13036,14816,13036,14816
2014,April,Wednesday,3:00-4:00,12575,16261,12575,16261
2014,April,Wednesday,4:00-5:00,12799,20776,12799,20776
2014,April,Wednesday,5:00-6:00,15751,23644,15751,23644
2014,April,Wednesday,6:00-7:00,14697,21462,14697,21462
2014,April,Wednesday,7:00-8:00,10869,15392,10869,15392
2014,April,Wednesday,8:00-9:00,5902,8167,5902,8167
2014,April,Wednesday,9:00-10:00,2717,3337,2717,3337
2014,April,Wednesday,10:00-11:00,0,0,0,0
2014,April,Thursday,4:00-5:00 AM,0,0,0,0
2014,April,Thursday,5:00-6:00,8036,5792,8036,5792
2014,April,Thursday,6:00-7:00,18099,12898,18099,12898
2014,April,Thursday,7:00-8:00,23207,16825,23207,16825
2014,April,Thursday,8:00-9:00,20027,15303,20027,15303
2014,April,Thursday,9:00-10:00,16172,13350,16172,13350
2014,April,Thursday,10:00-11:00,13763,12985,13763,12985
2014,April,Thursday,11:00-12:00,13521,12827,13521,12827
2014,April,Thursday,12:00-1:00 PM,13299,14542,13299,14542
